account_id,instrument_id,holding_quantity,average_cost,market_price,market_value
ACC000636,INS00099,10,742.47,2375.62,23756.20
ACC000676,INS00023,5,1627.13,570.07,2850.35
ACC000314,INS00100,2,871.73,1926.16,3852.32
ACC000201,INS00015,100,1155.41,325.00,32500.00
ACC000225,INS00102,5,1456.15,2225.24,11126.20
ACC000654,INS00104,2,1152.36,1443.41,2886.82
ACC000563,INS00028,5,926.67,150.85,754.25
ACC000562,INS00024,25,1569.09,186.27,4656.75
ACC000074,INS00015,50,954.84,325.00,16250.00
ACC000772,INS00091,2,1395.49,354.03,708.06
ACC000741,INS00015,100,1812.17,325.00,32500.00
ACC000365,INS00065,50,744.81,258.02,12901.00
ACC000608,INS00095,1,796.00,1127.64,1127.64
ACC000659,INS00048,20,1902.81,1252.22,25044.40
ACC000358,INS00048,5,593.59,1252.22,6261.10
ACC000510,INS00058,5,1355.56,1445.86,7229.30
ACC000654,INS00116,1,434.82,2303.84,2303.84
ACC000706,INS00051,10,1232.57,241.43,2414.30
ACC000577,INS00023,100,2187.47,570.07,57007.00
ACC000442,INS00060,5,926.79,1623.04,8115.20
ACC000142,INS00069,25,1995.35,832.19,20804.75
ACC000510,INS00100,100,1073.38,1926.16,192616.00
ACC000043,INS00096,2,620.78,911.38,1822.76
ACC000291,INS00017,2,1098.87,1174.43,2348.86
ACC000065,INS00009,20,1662.93,823.52,16470.40
ACC000278,INS00024,25,185.66,186.27,4656.75
ACC000484,INS00021,10,1282.20,2333.39,23333.90
ACC000494,INS00091,20,1383.21,354.03,7080.60
ACC000176,INS00019,50,1026.92,1537.99,76899.50
ACC000667,INS00064,10,1559.64,729.71,7297.10
ACC000676,INS00063,20,1340.65,1990.39,39807.80
ACC000335,INS00032,10,1590.90,584.03,5840.30
ACC000675,INS00082,2,2029.95,1312.14,2624.28
ACC000343,INS00080,100,1645.22,2283.37,228337.00
ACC000328,INS00015,5,561.69,325.00,1625.00
ACC000773,INS00056,50,1594.95,1471.01,73550.50
ACC000663,INS00101,1,243.99,220.29,220.29
ACC000082,INS00063,25,1739.05,1990.39,49759.75
ACC000650,INS00088,10,2301.31,431.96,4319.60
ACC000424,INS00003,1,2028.18,141.48,141.48
ACC000147,INS00106,5,1730.47,2464.79,12323.95
ACC000072,INS00052,50,1496.83,1058.08,52904.00
ACC000523,INS00017,50,2058.44,1174.43,58721.50
ACC000578,INS00024,50,1921.77,186.27,9313.50
ACC000644,INS00117,25,2372.86,1635.76,40894.00
ACC000076,INS00025,5,244.40,2136.03,10680.15
ACC000774,INS00063,100,1234.60,1990.39,199039.00
ACC000008,INS00068,5,1071.04,856.28,4281.40
ACC000222,INS00120,100,1310.57,760.96,76096.00
ACC000117,INS00117,100,813.05,1635.76,163576.00
ACC000617,INS00080,20,889.23,2283.37,45667.40
ACC000355,INS00112,2,1094.78,447.96,895.92
ACC000200,INS00002,10,376.38,242.59,2425.90
ACC000280,INS00038,50,237.29,1592.63,79631.50
ACC000418,INS00031,10,1405.87,275.13,2751.30
ACC000150,INS00106,1,1283.87,2464.79,2464.79
ACC000336,INS00107,100,886.97,2398.47,239847.00
ACC000517,INS00067,10,363.26,1559.89,15598.90
ACC000214,INS00092,50,2035.50,217.65,10882.50
ACC000666,INS00001,2,1351.82,1573.68,3147.36
ACC000607,INS00095,20,1592.28,1127.64,22552.80
ACC000774,INS00083,2,1579.53,1776.11,3552.22
ACC000785,INS00067,10,1847.96,1559.89,15598.90
ACC000029,INS00036,15,2966.72,1393.64,20904.60
ACC000557,INS00076,1,1226.99,420.21,420.21
ACC000574,INS00004,25,987.59,1680.75,42018.75
ACC000387,INS00019,5,710.71,1537.99,7689.95
ACC000243,INS00008,25,528.96,772.43,19310.75
ACC000029,INS00035,2,674.27,2143.35,4286.70
ACC000612,INS00011,10,1887.17,2342.69,23426.90
ACC000198,INS00083,1,1485.84,1776.11,1776.11
ACC000573,INS00072,100,1863.03,1413.22,141322.00
ACC000303,INS00030,100,2330.73,1909.59,190959.00
ACC000244,INS00071,10,1608.64,2357.58,23575.80
ACC000178,INS00088,100,1262.01,431.96,43196.00
ACC000274,INS00022,25,820.31,451.67,11291.75
ACC000036,INS00076,25,2040.74,420.21,10505.25
ACC000469,INS00107,1,1997.41,2398.47,2398.47
ACC000141,INS00081,100,1430.57,1784.41,178441.00
ACC000593,INS00009,2,1670.23,823.52,1647.04
ACC000305,INS00089,10,1177.48,1465.67,14656.70
ACC000515,INS00027,50,532.11,686.11,34305.50
ACC000065,INS00004,10,578.83,1680.75,16807.50
ACC000467,INS00109,10,522.39,1323.90,13239.00
ACC000032,INS00107,5,991.05,2398.47,11992.35
ACC000095,INS00016,5,2117.38,2269.08,11345.40
ACC000514,INS00041,50,2362.31,844.27,42213.50
ACC000737,INS00038,5,855.89,1592.63,7963.15
ACC000291,INS00094,2,1914.81,349.57,699.14
ACC000702,INS00048,100,1307.89,1252.22,125222.00
ACC000113,INS00046,2,786.52,2100.81,4201.62
ACC000175,INS00010,25,204.89,220.80,5520.00
ACC000645,INS00084,5,2071.33,1228.71,6143.55
ACC000034,INS00073,1,2222.66,1686.90,1686.90
ACC000101,INS00117,50,769.82,1635.76,81788.00
ACC000625,INS00008,25,1284.70,772.43,19310.75
ACC000281,INS00065,100,746.04,258.02,25802.00
ACC000783,INS00013,50,1695.32,903.22,45161.00
ACC000554,INS00110,10,1034.39,510.14,5101.40
ACC000452,INS00086,100,1231.72,294.16,29416.00
ACC000600,INS00018,100,1962.87,1204.59,120459.00
ACC000372,INS00020,100,927.79,1176.39,117639.00
ACC000328,INS00026,2,154.66,1424.47,2848.94
ACC000093,INS00029,2,1921.50,381.36,762.72
ACC000088,INS00018,25,1275.64,1204.59,30114.75
ACC000471,INS00032,10,1338.20,584.03,5840.30
ACC000717,INS00042,5,1142.19,1077.92,5389.60
ACC000270,INS00007,5,2267.29,1192.58,5962.90
ACC000057,INS00118,2,1005.83,1655.29,3310.58
ACC000585,INS00095,10,667.97,1127.64,11276.40
ACC000215,INS00034,100,2279.22,2251.55,225155.00
ACC000592,INS00022,5,973.47,451.67,2258.35
ACC000688,INS00015,100,1406.40,325.00,32500.00
ACC000240,INS00011,20,314.97,2342.69,46853.80
ACC000044,INS00075,10,1204.46,273.30,2733.00
ACC000650,INS00066,50,1637.80,1878.41,93920.50
ACC000399,INS00078,10,1760.76,2378.47,23784.70
ACC000334,INS00028,5,1837.63,150.85,754.25
ACC000318,INS00029,20,381.65,381.36,7627.20
ACC000264,INS00096,2,1446.46,911.38,1822.76
ACC000085,INS00104,25,469.73,1443.41,36085.25
ACC000273,INS00095,1,948.92,1127.64,1127.64
ACC000173,INS00011,2,1225.99,2342.69,4685.38
ACC000031,INS00051,100,269.64,241.43,24143.00
ACC000146,INS00085,1,651.86,1113.22,1113.22
ACC000595,INS00049,1,2305.32,309.39,309.39
ACC000733,INS00015,50,272.67,325.00,16250.00
ACC000729,INS00045,20,1377.33,1640.34,32806.80
ACC000655,INS00064,2,1036.63,729.71,1459.42
ACC000233,INS00018,25,1806.56,1204.59,30114.75
ACC000195,INS00015,2,1917.85,325.00,650.00
ACC000151,INS00090,5,555.79,1877.26,9386.30
ACC000587,INS00062,1,1295.99,2248.81,2248.81
ACC000497,INS00036,25,1764.03,1393.64,34841.00
ACC000419,INS00015,2,1667.19,325.00,650.00
ACC000130,INS00114,2,413.90,1855.25,3710.50
ACC000240,INS00077,20,1728.69,2492.39,49847.80
ACC000267,INS00095,50,1259.21,1127.64,56382.00
ACC000306,INS00006,10,793.93,181.28,1812.80
ACC000449,INS00008,1,2002.20,772.43,772.43
ACC000018,INS00078,2,982.50,2378.47,4756.94
ACC000197,INS00032,2,724.96,584.03,1168.06
ACC000167,INS00063,5,2380.18,1990.39,9951.95
ACC000114,INS00079,25,395.03,776.64,19416.00
ACC000004,INS00111,5,1872.35,1218.57,6092.85
ACC000130,INS00031,25,125.50,275.13,6878.25
ACC000632,INS00019,50,674.41,1537.99,76899.50
ACC000156,INS00085,2,1203.53,1113.22,2226.44
ACC000234,INS00070,2,267.88,1751.26,3502.52
ACC000071,INS00041,2,2274.20,844.27,1688.54
ACC000459,INS00053,12,1380.19,1409.33,16911.96
ACC000316,INS00114,10,1955.99,1855.25,18552.50
ACC000532,INS00031,10,2365.77,275.13,2751.30
ACC000351,INS00098,100,1619.97,1272.53,127253.00
ACC000512,INS00011,50,2818.32,2342.69,117134.50
ACC000335,INS00090,1,473.92,1877.26,1877.26
ACC000641,INS00083,100,371.92,1776.11,177611.00
ACC000016,INS00072,10,301.59,1413.22,14132.20
ACC000477,INS00027,10,2365.35,686.11,6861.10
ACC000386,INS00109,50,1565.75,1323.90,66195.00
ACC000331,INS00001,50,192.74,1573.68,78684.00
ACC000358,INS00108,5,2306.85,850.17,4250.85
ACC000194,INS00059,35,541.17,2386.31,83520.85
ACC000796,INS00111,2,378.43,1218.57,2437.14
ACC000016,INS00116,5,1646.28,2303.84,11519.20
ACC000453,INS00018,10,311.99,1204.59,12045.90
ACC000255,INS00104,25,1107.04,1443.41,36085.25
ACC000735,INS00118,1,898.26,1655.29,1655.29
ACC000512,INS00080,2,186.51,2283.37,4566.74
ACC000447,INS00111,50,630.21,1218.57,60928.50
ACC000739,INS00001,1,718.09,1573.68,1573.68
ACC000485,INS00072,10,1602.66,1413.22,14132.20
ACC000221,INS00109,2,2227.76,1323.90,2647.80
ACC000794,INS00083,2,452.27,1776.11,3552.22
ACC000714,INS00056,2,1688.76,1471.01,2942.02
ACC000076,INS00115,1,1410.73,265.88,265.88
ACC000375,INS00029,50,1003.60,381.36,19068.00
ACC000026,INS00073,20,2012.77,1686.90,33738.00
ACC000713,INS00100,100,374.33,1926.16,192616.00
ACC000777,INS00056,25,1974.07,1471.01,36775.25
ACC000576,INS00071,10,814.76,2357.58,23575.80
ACC000368,INS00107,2,872.54,2398.47,4796.94
ACC000459,INS00111,1,396.43,1218.57,1218.57
ACC000775,INS00095,100,434.66,1127.64,112764.00
ACC000010,INS00104,100,1545.89,1443.41,144341.00
ACC000220,INS00078,2,1297.88,2378.47,4756.94
ACC000038,INS00107,100,1020.42,2398.47,239847.00
ACC000181,INS00056,5,1572.92,1471.01,7355.05
ACC000376,INS00002,5,945.55,242.59,1212.95
ACC000559,INS00009,1,185.01,823.52,823.52
ACC000680,INS00120,100,857.04,760.96,76096.00
ACC000595,INS00105,10,314.58,722.51,7225.10
ACC000644,INS00120,20,1627.43,760.96,15219.20
ACC000760,INS00062,5,727.69,2248.81,11244.05
ACC000083,INS00017,100,527.00,1174.43,117443.00
ACC000397,INS00017,50,1210.84,1174.43,58721.50
ACC000116,INS00027,5,2051.47,686.11,3430.55
ACC000634,INS00003,100,142.13,141.48,14148.00
ACC000214,INS00112,1,643.27,447.96,447.96
ACC000796,INS00041,1,1395.69,844.27,844.27
ACC000163,INS00010,100,383.27,220.80,22080.00
ACC000495,INS00030,100,828.21,1909.59,190959.00
ACC000495,INS00011,25,1416.00,2342.69,58567.25
ACC000566,INS00054,5,1415.32,2355.51,11777.55
ACC000583,INS00046,5,1029.22,2100.81,10504.05
ACC000464,INS00076,2,2383.59,420.21,840.42
ACC000616,INS00117,50,186.31,1635.76,81788.00
ACC000441,INS00097,5,2295.12,2338.47,11692.35
ACC000373,INS00063,100,638.76,1990.39,199039.00
ACC000042,INS00077,1,2290.55,2492.39,2492.39
ACC000361,INS00012,5,2382.99,676.70,3383.50
ACC000012,INS00032,5,1455.05,584.03,2920.15
ACC000659,INS00068,5,2146.24,856.28,4281.40
ACC000172,INS00023,100,2276.72,570.07,57007.00
ACC000485,INS00099,2,1635.93,2375.62,4751.24
ACC000225,INS00108,50,2074.32,850.17,42508.50
ACC000726,INS00014,50,1930.87,2252.52,112626.00
ACC000195,INS00105,20,2079.43,722.51,14450.20
ACC000793,INS00061,50,785.18,337.72,16886.00
ACC000776,INS00014,20,886.61,2252.52,45050.40
ACC000288,INS00111,100,1494.95,1218.57,121857.00
ACC000714,INS00078,20,1202.97,2378.47,47569.40
ACC000097,INS00001,20,1737.02,1573.68,31473.60
ACC000458,INS00013,1,1542.48,903.22,903.22
ACC000501,INS00080,50,2252.09,2283.37,114168.50
ACC000291,INS00022,1,1920.47,451.67,451.67
ACC000718,INS00041,2,2116.27,844.27,1688.54
ACC000769,INS00116,50,1610.18,2303.84,115192.00
ACC000016,INS00026,100,935.55,1424.47,142447.00
ACC000668,INS00023,100,1839.31,570.07,57007.00
ACC000220,INS00091,5,2105.16,354.03,1770.15
ACC000711,INS00002,50,1083.26,242.59,12129.50
ACC000257,INS00094,2,548.16,349.57,699.14
ACC000514,INS00059,2,2143.13,2386.31,4772.62
ACC000778,INS00041,50,628.20,844.27,42213.50
ACC000479,INS00099,100,1997.75,2375.62,237562.00
ACC000288,INS00044,20,323.04,1726.72,34534.40
ACC000447,INS00048,50,1609.82,1252.22,62611.00
ACC000551,INS00022,100,120.80,451.67,45167.00
ACC000221,INS00088,25,132.31,431.96,10799.00
ACC000148,INS00084,50,1926.23,1228.71,61435.50
ACC000733,INS00098,50,2094.55,1272.53,63626.50
ACC000405,INS00099,1,1374.19,2375.62,2375.62
ACC000786,INS00034,20,1536.12,2251.55,45031.00
ACC000297,INS00098,50,751.72,1272.53,63626.50
ACC000320,INS00049,5,978.93,309.39,1546.95
ACC000704,INS00081,100,1100.49,1784.41,178441.00
ACC000207,INS00117,10,1916.11,1635.76,16357.60
ACC000497,INS00093,50,1225.36,489.04,24452.00
ACC000250,INS00062,50,153.35,2248.81,112440.50
ACC000287,INS00029,5,760.75,381.36,1906.80
ACC000631,INS00073,1,2018.72,1686.90,1686.90
ACC000554,INS00081,2,2317.78,1784.41,3568.82
ACC000082,INS00058,10,677.84,1445.86,14458.60
ACC000252,INS00006,20,1365.52,181.28,3625.60
ACC000197,INS00067,20,256.50,1559.89,31197.80
ACC000636,INS00013,1,840.22,903.22,903.22
ACC000470,INS00036,20,1524.21,1393.64,27872.80
ACC000441,INS00115,100,1243.36,265.88,26588.00
ACC000140,INS00119,100,892.84,558.64,55864.00
ACC000789,INS00119,100,1508.15,558.64,55864.00
ACC000376,INS00060,100,2149.26,1623.04,162304.00
ACC000010,INS00080,50,163.90,2283.37,114168.50
ACC000790,INS00119,25,2185.68,558.64,13966.00
ACC000424,INS00024,2,180.65,186.27,372.54
ACC000100,INS00042,25,2204.46,1077.92,26948.00
ACC000585,INS00035,10,2263.42,2143.35,21433.50
ACC000250,INS00065,2,489.45,258.02,516.04
ACC000350,INS00066,2,2261.20,1878.41,3756.82
ACC000714,INS00020,5,1713.23,1176.39,5881.95
ACC000039,INS00043,1,2154.28,277.51,277.51
ACC000741,INS00049,5,479.69,309.39,1546.95
ACC000741,INS00047,2,1214.05,2157.67,4315.34
ACC000341,INS00029,80,523.23,381.36,30508.80
ACC000716,INS00067,20,1844.93,1559.89,31197.80
ACC000022,INS00019,1,2026.25,1537.99,1537.99
ACC000709,INS00119,25,887.79,558.64,13966.00
ACC000499,INS00055,1,2317.47,2162.29,2162.29
ACC000762,INS00011,5,1031.90,2342.69,11713.45
ACC000734,INS00047,10,1711.49,2157.67,21576.70
ACC000766,INS00086,20,600.56,294.16,5883.20
ACC000205,INS00115,50,405.10,265.88,13294.00
ACC000579,INS00086,20,2354.08,294.16,5883.20
ACC000144,INS00074,2,389.83,411.12,822.24
ACC000554,INS00105,50,1640.71,722.51,36125.50
ACC000346,INS00046,25,923.26,2100.81,52520.25
ACC000482,INS00044,100,2145.94,1726.72,172672.00
ACC000757,INS00020,20,177.88,1176.39,23527.80
ACC000676,INS00076,50,270.28,420.21,21010.50
ACC000233,INS00094,10,692.61,349.57,3495.70
ACC000557,INS00026,10,925.62,1424.47,14244.70
ACC000141,INS00022,1,2298.09,451.67,451.67
ACC000422,INS00004,25,2064.19,1680.75,42018.75
ACC000257,INS00069,10,2374.10,832.19,8321.90
ACC000046,INS00080,1,2219.17,2283.37,2283.37
ACC000479,INS00088,5,1468.20,431.96,2159.80
ACC000726,INS00073,50,1841.07,1686.90,84345.00
ACC000442,INS00010,10,1259.67,220.80,2208.00
ACC000173,INS00119,20,130.28,558.64,11172.80
ACC000550,INS00006,100,413.50,181.28,18128.00
ACC000166,INS00030,1,1990.12,1909.59,1909.59
ACC000542,INS00049,5,2308.83,309.39,1546.95
ACC000567,INS00067,1,1523.54,1559.89,1559.89
ACC000412,INS00116,50,233.99,2303.84,115192.00
ACC000143,INS00101,2,310.83,220.29,440.58
ACC000432,INS00120,25,584.26,760.96,19024.00
ACC000394,INS00039,2,1955.37,218.91,437.82
ACC000168,INS00085,5,2186.12,1113.22,5566.10
ACC000702,INS00115,2,174.46,265.88,531.76
ACC000252,INS00048,2,473.83,1252.22,2504.44
ACC000020,INS00095,25,2102.01,1127.64,28191.00
ACC000458,INS00101,2,1521.84,220.29,440.58
ACC000262,INS00012,2,130.46,676.70,1353.40
ACC000642,INS00037,1,1128.41,298.37,298.37
ACC000591,INS00011,100,148.12,2342.69,234269.00
ACC000555,INS00047,1,1100.32,2157.67,2157.67
ACC000299,INS00013,1,1024.85,903.22,903.22
ACC000730,INS00037,25,1781.06,298.37,7459.25
ACC000093,INS00003,100,976.62,141.48,14148.00
ACC000187,INS00042,10,1709.22,1077.92,10779.20
ACC000442,INS00063,25,1495.97,1990.39,49759.75
ACC000340,INS00102,50,1095.33,2225.24,111262.00
ACC000704,INS00008,5,1238.55,772.43,3862.15
ACC000310,INS00031,1,1610.01,275.13,275.13
ACC000654,INS00006,1,620.31,181.28,181.28
ACC000759,INS00009,1,577.01,823.52,823.52
ACC000285,INS00024,2,215.01,186.27,372.54
ACC000296,INS00114,20,936.53,1855.25,37105.00
ACC000299,INS00066,1,822.98,1878.41,1878.41
ACC000669,INS00062,20,1951.13,2248.81,44976.20
ACC000001,INS00110,1,1523.63,510.14,510.14
ACC000176,INS00039,5,709.47,218.91,1094.55
ACC000368,INS00003,100,260.68,141.48,14148.00
ACC000001,INS00115,2,1245.53,265.88,531.76
ACC000418,INS00106,10,1342.54,2464.79,24647.90
ACC000046,INS00038,2,586.59,1592.63,3185.26
ACC000669,INS00005,100,853.50,664.65,66465.00
ACC000057,INS00063,2,1185.83,1990.39,3980.78
ACC000611,INS00104,2,346.71,1443.41,2886.82
ACC000202,INS00016,1,491.14,2269.08,2269.08
ACC000017,INS00048,1,1286.61,1252.22,1252.22
ACC000732,INS00002,20,2108.90,242.59,4851.80
ACC000295,INS00025,100,1201.74,2136.03,213603.00
ACC000042,INS00025,25,999.52,2136.03,53400.75
ACC000577,INS00009,2,1722.37,823.52,1647.04
ACC000432,INS00119,25,2158.54,558.64,13966.00
ACC000782,INS00059,25,460.18,2386.31,59657.75
ACC000158,INS00061,50,1010.78,337.72,16886.00
ACC000495,INS00098,1,214.91,1272.53,1272.53
ACC000231,INS00012,20,1971.80,676.70,13534.00
ACC000303,INS00031,100,1497.07,275.13,27513.00
ACC000300,INS00041,25,1050.35,844.27,21106.75
ACC000585,INS00012,50,699.15,676.70,33835.00
ACC000654,INS00021,5,625.48,2333.39,11666.95
ACC000071,INS00098,10,323.32,1272.53,12725.30
ACC000262,INS00030,50,822.15,1909.59,95479.50
ACC000026,INS00104,10,1506.80,1443.41,14434.10
ACC000336,INS00101,1,849.46,220.29,220.29
ACC000683,INS00065,1,1004.71,258.02,258.02
ACC000240,INS00065,100,402.87,258.02,25802.00
ACC000074,INS00032,5,2169.08,584.03,2920.15
ACC000271,INS00040,5,144.32,194.99,974.95
ACC000365,INS00019,5,1864.60,1537.99,7689.95
ACC000292,INS00001,2,490.11,1573.68,3147.36
ACC000301,INS00113,10,1168.90,2172.34,21723.40
ACC000234,INS00080,100,2253.90,2283.37,228337.00
ACC000562,INS00056,10,763.33,1471.01,14710.10
ACC000516,INS00110,2,349.88,510.14,1020.28
ACC000670,INS00115,2,2237.62,265.88,531.76
ACC000358,INS00021,2,1267.12,2333.39,4666.78
ACC000399,INS00084,50,1076.19,1228.71,61435.50
ACC000292,INS00031,100,454.31,275.13,27513.00
ACC000174,INS00019,2,2375.82,1537.99,3075.98
ACC000497,INS00021,50,549.48,2333.39,116669.50
ACC000452,INS00096,50,1604.78,911.38,45569.00
ACC000329,INS00066,100,2270.42,1878.41,187841.00
ACC000649,INS00107,50,2209.56,2398.47,119923.50
ACC000550,INS00034,1,1332.31,2251.55,2251.55
ACC000552,INS00001,50,226.53,1573.68,78684.00
ACC000352,INS00054,5,2157.27,2355.51,11777.55
ACC000393,INS00040,2,297.36,194.99,389.98
ACC000027,INS00117,2,2362.71,1635.76,3271.52
ACC000445,INS00083,25,582.53,1776.11,44402.75
ACC000039,INS00037,25,534.20,298.37,7459.25
ACC000202,INS00009,2,2307.23,823.52,1647.04
ACC000642,INS00104,25,1036.10,1443.41,36085.25
ACC000119,INS00043,5,539.24,277.51,1387.55
ACC000340,INS00017,1,653.62,1174.43,1174.43
ACC000608,INS00085,10,2089.42,1113.22,11132.20
ACC000283,INS00053,2,2101.24,1409.33,2818.66
ACC000231,INS00062,10,1109.57,2248.81,22488.10
ACC000371,INS00111,20,1839.07,1218.57,24371.40
ACC000675,INS00068,1,461.32,856.28,856.28
ACC000782,INS00044,1,1222.49,1726.72,1726.72
ACC000142,INS00049,100,1553.45,309.39,30939.00
ACC000114,INS00014,5,651.33,2252.52,11262.60
ACC000382,INS00083,100,2179.57,1776.11,177611.00
ACC000139,INS00104,20,1950.65,1443.41,28868.20
ACC000490,INS00097,100,1398.93,2338.47,233847.00
ACC000787,INS00003,20,563.91,141.48,2829.60
ACC000308,INS00080,5,191.91,2283.37,11416.85
ACC000134,INS00112,2,1922.02,447.96,895.92
ACC000773,INS00062,50,2215.64,2248.81,112440.50
ACC000740,INS00113,10,1953.33,2172.34,21723.40
ACC000331,INS00069,2,893.17,832.19,1664.38
ACC000041,INS00100,1,2082.67,1926.16,1926.16
ACC000793,INS00070,100,782.22,1751.26,175126.00
ACC000640,INS00004,1,1500.85,1680.75,1680.75
ACC000517,INS00073,2,648.45,1686.90,3373.80
ACC000183,INS00009,1,734.83,823.52,823.52
ACC000555,INS00035,10,469.11,2143.35,21433.50
ACC000032,INS00032,50,1852.39,584.03,29201.50
ACC000396,INS00031,10,2200.25,275.13,2751.30
ACC000434,INS00114,2,1018.22,1855.25,3710.50
ACC000683,INS00110,50,1877.67,510.14,25507.00
ACC000545,INS00048,25,425.78,1252.22,31305.50
ACC000578,INS00010,2,708.19,220.80,441.60
ACC000589,INS00056,1,1321.23,1471.01,1471.01
ACC000587,INS00100,1,2260.26,1926.16,1926.16
ACC000494,INS00050,50,2167.55,335.70,16785.00
ACC000627,INS00010,25,2238.34,220.80,5520.00
ACC000292,INS00068,20,786.15,856.28,17125.60
ACC000759,INS00095,5,1051.59,1127.64,5638.20
ACC000796,INS00050,10,459.19,335.70,3357.00
ACC000785,INS00080,10,2264.93,2283.37,22833.70
ACC000426,INS00072,10,1301.63,1413.22,14132.20
ACC000334,INS00116,5,1631.56,2303.84,11519.20
ACC000298,INS00002,100,1950.38,242.59,24259.00
ACC000787,INS00044,2,702.24,1726.72,3453.44
ACC000097,INS00025,10,574.13,2136.03,21360.30
ACC000636,INS00002,10,2084.84,242.59,2425.90
ACC000140,INS00056,20,765.56,1471.01,29420.20
ACC000342,INS00107,2,1038.37,2398.47,4796.94
ACC000708,INS00022,5,294.30,451.67,2258.35
ACC000560,INS00067,5,2087.29,1559.89,7799.45
ACC000744,INS00019,2,1620.01,1537.99,3075.98
ACC000720,INS00084,5,284.50,1228.71,6143.55
ACC000754,INS00112,1,2321.12,447.96,447.96
ACC000409,INS00113,25,2038.77,2172.34,54308.50
ACC000692,INS00064,5,2029.37,729.71,3648.55
ACC000539,INS00049,25,1674.58,309.39,7734.75
ACC000167,INS00117,100,1502.80,1635.76,163576.00
ACC000798,INS00031,20,1915.81,275.13,5502.60
ACC000423,INS00012,25,798.74,676.70,16917.50
ACC000217,INS00090,2,775.73,1877.26,3754.52
ACC000316,INS00010,10,421.42,220.80,2208.00
ACC000397,INS00083,50,460.85,1776.11,88805.50
ACC000747,INS00104,2,1805.43,1443.41,2886.82
ACC000208,INS00113,1,1533.14,2172.34,2172.34
ACC000778,INS00084,5,2296.23,1228.71,6143.55
ACC000222,INS00074,10,1790.32,411.12,4111.20
ACC000194,INS00020,1,1981.15,1176.39,1176.39
ACC000079,INS00071,10,519.75,2357.58,23575.80
ACC000261,INS00031,50,2204.87,275.13,13756.50
ACC000476,INS00107,5,2296.66,2398.47,11992.35
ACC000680,INS00012,2,454.47,676.70,1353.40
