trade_id,business_date,order_id,account_id,customer_id,instrument_id,trade_side,trade_timestamp,executed_quantity,executed_price,brokerage_fee,tax_amount
TRD00000043,2026-04-19,ORD202604190000060,ACC000591,CUST000239,INS00117,BUY,2026-04-19T09:16:17,5,1638.83,5.00,1.47
TRD00000044,2026-04-19,ORD202604190000062,ACC000607,CUST000264,INS00096,BUY,2026-04-19T09:16:11,20,463.35,5.00,1.67
TRD00000045,2026-04-19,ORD202604190000064,ACC000039,CUST000148,INS00046,SELL,2026-04-19T09:18:22,2,1710.14,5.00,0.62
TRD00000046,2026-04-19,ORD202604190000065,ACC000512,CUST000121,INS00024,BUY,2026-04-19T09:16:44,50,1248.76,18.73,11.24
TRD00000047,2026-04-19,ORD202604190000066,ACC000050,CUST000331,INS00053,SELL,2026-04-19T09:18:33,1,2262.85,5.00,0.41
TRD00000048,2026-04-19,ORD202604190000071,ACC000267,CUST000005,INS00038,SELL,2026-04-19T09:17:24,100,1024.94,30.75,18.45
TRD00000049,2026-04-19,ORD202604190000075,ACC000448,CUST000084,INS00089,BUY,2026-04-19T09:16:55,5,1767.98,5.00,1.59
TRD00000050,2026-04-19,ORD202604190000077,ACC000065,CUST000299,INS00099,BUY,2026-04-19T09:16:48,5,2195.65,5.00,1.98
TRD00000051,2026-04-19,ORD202604190000078,ACC000074,CUST000229,INS00054,SELL,2026-04-19T09:19:00,20,821.56,5.00,2.96
TRD00000052,2026-04-19,ORD202604190000081,ACC000299,CUST000191,INS00076,SELL,2026-04-19T09:19:42,100,1171.42,35.14,21.09
TRD00000053,2026-04-19,ORD202604190000082,ACC000335,CUST000047,INS00113,BUY,2026-04-19T09:16:48,20,1519.68,9.12,5.47
TRD00000054,2026-04-19,ORD202604190000084,ACC000459,CUST000332,INS00118,SELL,2026-04-19T09:16:59,2,234.54,5.00,0.08
TRD00000055,2026-04-19,ORD202604190000085,ACC000788,CUST000156,INS00101,SELL,2026-04-19T09:16:34,5,2330.32,5.00,2.10
TRD00000056,2026-04-19,ORD202604190000087,ACC000644,CUST000376,INS00018,SELL,2026-04-19T09:19:40,2,1686.00,5.00,0.61
TRD00000057,2026-04-19,ORD202604190000089,ACC000659,CUST000297,INS00093,SELL,2026-04-19T09:20:02,20,1104.88,6.63,3.98
TRD00000058,2026-04-19,ORD202604190000091,ACC000395,CUST000088,INS00025,SELL,2026-04-19T09:19:53,1,387.01,5.00,0.07
TRD00000059,2026-04-19,ORD202604190000092,ACC000574,CUST000414,INS00053,BUY,2026-04-19T09:19:53,1,880.48,5.00,0.16
TRD00000060,2026-04-19,ORD202604190000093,ACC000383,CUST000114,INS00033,SELL,2026-04-19T09:17:17,2,819.80,5.00,0.30
TRD00000061,2026-04-19,ORD202604190000094,ACC000470,CUST000449,INS00051,BUY,2026-04-19T09:18:17,1,2007.95,5.00,0.36
TRD00000062,2026-04-19,ORD202604190000095,ACC000649,CUST000457,INS00103,SELL,2026-04-19T09:19:51,1,1612.20,5.00,0.29
TRD00000063,2026-04-19,ORD202604190000096,ACC000738,CUST000491,INS00115,SELL,2026-04-19T09:20:16,25,1191.38,8.94,5.36
TRD00000064,2026-04-19,ORD202604190000097,ACC000778,CUST000477,INS00093,BUY,2026-04-19T09:20:18,25,1388.06,10.41,6.25
TRD00000065,2026-04-19,ORD202604190000098,ACC000487,CUST000495,INS00009,BUY,2026-04-19T09:18:26,5,751.16,5.00,0.68
TRD00000066,2026-04-19,ORD202604190000099,ACC000786,CUST000247,INS00078,BUY,2026-04-19T09:20:14,50,550.52,8.26,4.95
TRD00000067,2026-04-19,ORD202604190000100,ACC000049,CUST000103,INS00035,BUY,2026-04-19T09:18:25,50,321.41,5.00,2.89
TRD00000068,2026-04-19,ORD202604190000101,ACC000298,CUST000255,INS00068,SELL,2026-04-19T09:17:12,20,526.29,5.00,1.89
TRD00000069,2026-04-19,ORD202604190000102,ACC000608,CUST000274,INS00065,BUY,2026-04-19T09:18:52,1,1914.30,5.00,0.34
TRD00000070,2026-04-19,ORD202604190000104,ACC000286,CUST000489,INS00093,BUY,2026-04-19T09:18:46,1,1161.59,5.00,0.21
TRD00000071,2026-04-19,ORD202604190000106,ACC000034,CUST000153,INS00074,BUY,2026-04-19T09:17:08,20,1577.45,9.46,5.68
TRD00000072,2026-04-19,ORD202604190000107,ACC000388,CUST000035,INS00036,BUY,2026-04-19T09:16:55,25,1908.36,14.31,8.59
TRD00000073,2026-04-19,ORD202604190000108,ACC000373,CUST000012,INS00015,BUY,2026-04-19T09:20:34,1,2296.54,5.00,0.41
TRD00000074,2026-04-19,ORD202604190000110,ACC000102,CUST000155,INS00040,BUY,2026-04-19T09:17:20,25,1360.90,10.21,6.12
TRD00000075,2026-04-19,ORD202604190000114,ACC000306,CUST000380,INS00019,SELL,2026-04-19T09:21:03,20,2210.28,13.26,7.96
TRD00000076,2026-04-19,ORD202604190000115,ACC000449,CUST000015,INS00059,SELL,2026-04-19T09:18:55,100,187.53,5.63,3.38
TRD00000077,2026-04-19,ORD202604190000117,ACC000701,CUST000229,INS00014,BUY,2026-04-19T09:21:21,50,1966.95,29.50,17.70
TRD00000078,2026-04-19,ORD202604190000118,ACC000417,CUST000203,INS00069,SELL,2026-04-19T09:21:07,100,1048.13,31.44,18.87
TRD00000079,2026-04-19,ORD202604190000119,ACC000757,CUST000154,INS00021,SELL,2026-04-19T09:21:40,100,1004.31,30.13,18.08
TRD00000080,2026-04-19,ORD202604190000120,ACC000596,CUST000267,INS00073,BUY,2026-04-19T09:21:33,25,1370.32,10.28,6.17
TRD00000081,2026-04-19,ORD202604190000121,ACC000789,CUST000147,INS00108,SELL,2026-04-19T09:21:31,100,375.72,11.27,6.76
TRD00000082,2026-04-19,ORD202604190000126,ACC000132,CUST000484,INS00075,SELL,2026-04-19T09:19:24,1,1520.37,5.00,0.27
TRD00000083,2026-04-19,ORD202604190000127,ACC000505,CUST000216,INS00116,SELL,2026-04-19T09:19:45,1,121.13,5.00,0.02
TRD00000084,2026-04-19,ORD202604190000130,ACC000577,CUST000129,INS00020,BUY,2026-04-19T09:17:34,20,2420.93,14.53,8.72
TRD00000085,2026-04-19,ORD202604190000131,ACC000025,CUST000421,INS00019,BUY,2026-04-19T09:17:17,100,1616.10,48.48,29.09
TRD00000086,2026-04-19,ORD202604190000134,ACC000684,CUST000247,INS00035,SELL,2026-04-19T09:17:22,50,2252.65,33.79,20.27
TRD00000087,2026-04-19,ORD202604190000135,ACC000504,CUST000079,INS00015,BUY,2026-04-19T09:21:51,100,2287.09,68.61,41.17
TRD00000088,2026-04-19,ORD202604190000136,ACC000637,CUST000300,INS00067,BUY,2026-04-19T09:19:34,2,1301.81,5.00,0.47
TRD00000089,2026-04-19,ORD202604190000141,ACC000660,CUST000335,INS00011,SELL,2026-04-19T09:17:34,5,1272.44,5.00,1.15
TRD00000090,2026-04-19,ORD202604190000145,ACC000325,CUST000459,INS00085,BUY,2026-04-19T09:22:48,100,1778.35,53.35,32.01
TRD00000091,2026-04-19,ORD202604190000146,ACC000079,CUST000461,INS00083,BUY,2026-04-19T09:17:31,20,1844.69,11.07,6.64
TRD00000092,2026-04-19,ORD202604190000148,ACC000649,CUST000457,INS00034,SELL,2026-04-19T09:20:24,5,1345.61,5.00,1.21
TRD00000093,2026-04-19,ORD202604190000149,ACC000523,CUST000206,INS00087,BUY,2026-04-19T09:22:48,25,2283.51,17.13,10.28
TRD00000094,2026-04-19,ORD202604190000150,ACC000593,CUST000316,INS00079,SELL,2026-04-19T09:20:34,20,879.67,5.28,3.17
TRD00000095,2026-04-19,ORD202604190000152,ACC000432,CUST000203,INS00071,BUY,2026-04-19T09:20:31,1,1645.62,5.00,0.30
TRD00000096,2026-04-19,ORD202604190000153,ACC000722,CUST000151,INS00014,SELL,2026-04-19T09:17:57,100,918.05,27.54,16.52
TRD00000097,2026-04-19,ORD202604190000155,ACC000176,CUST000223,INS00012,BUY,2026-04-19T09:23:05,5,975.23,5.00,0.88
TRD00000098,2026-04-19,ORD202604190000157,ACC000448,CUST000084,INS00033,SELL,2026-04-19T09:20:17,5,1876.12,5.00,1.69
TRD00000099,2026-04-19,ORD202604190000158,ACC000460,CUST000351,INS00008,SELL,2026-04-19T09:20:53,20,2275.69,13.65,8.19
TRD00000100,2026-04-19,ORD202604190000162,ACC000216,CUST000344,INS00084,SELL,2026-04-19T09:17:55,1,2259.18,5.00,0.41
TRD00000101,2026-04-19,ORD202604190000164,ACC000101,CUST000307,INS00070,SELL,2026-04-19T09:23:18,10,126.92,5.00,0.23
TRD00000102,2026-04-19,ORD202604190000165,ACC000461,CUST000142,INS00088,BUY,2026-04-19T09:23:59,20,1046.98,6.28,3.77
TRD00000103,2026-04-19,ORD202604190000166,ACC000118,CUST000469,INS00108,SELL,2026-04-19T09:18:22,100,1855.13,55.65,33.39
TRD00000104,2026-04-19,ORD202604190000167,ACC000526,CUST000357,INS00085,SELL,2026-04-19T09:24:00,10,798.56,5.00,1.44
TRD00000105,2026-04-19,ORD202604190000168,ACC000664,CUST000085,INS00011,BUY,2026-04-19T09:18:10,100,1771.83,53.15,31.89
TRD00000106,2026-04-19,ORD202604190000171,ACC000720,CUST000295,INS00059,BUY,2026-04-19T09:18:32,5,1827.74,5.00,1.64
TRD00000107,2026-04-19,ORD202604190000172,ACC000666,CUST000368,INS00084,BUY,2026-04-19T09:24:15,1,1186.23,5.00,0.21
TRD00000108,2026-04-19,ORD202604190000174,ACC000094,CUST000097,INS00105,BUY,2026-04-19T09:18:34,2,385.15,5.00,0.14
TRD00000109,2026-04-19,ORD202604190000175,ACC000465,CUST000336,INS00104,BUY,2026-04-19T09:18:16,50,859.93,12.90,7.74
TRD00000110,2026-04-19,ORD202604190000177,ACC000762,CUST000211,INS00022,BUY,2026-04-19T09:18:31,100,668.94,20.07,12.04
TRD00000111,2026-04-19,ORD202604190000178,ACC000226,CUST000162,INS00003,BUY,2026-04-19T09:18:34,100,307.61,9.23,5.54
TRD00000112,2026-04-19,ORD202604190000179,ACC000576,CUST000137,INS00089,BUY,2026-04-19T09:24:27,100,1723.56,51.71,31.02
TRD00000113,2026-04-19,ORD202604190000181,ACC000255,CUST000425,INS00092,BUY,2026-04-19T09:21:25,100,1532.90,45.99,27.59
TRD00000114,2026-04-19,ORD202604190000183,ACC000636,CUST000249,INS00099,BUY,2026-04-19T09:18:20,10,742.47,5.00,1.34
TRD00000115,2026-04-19,ORD202604190000184,ACC000676,CUST000426,INS00023,BUY,2026-04-19T09:24:28,5,1627.13,5.00,1.46
TRD00000116,2026-04-19,ORD202604190000185,ACC000386,CUST000344,INS00027,SELL,2026-04-19T09:18:17,50,700.21,10.50,6.30
TRD00000117,2026-04-19,ORD202604190000188,ACC000314,CUST000450,INS00100,BUY,2026-04-19T09:25:00,2,871.73,5.00,0.31
TRD00000118,2026-04-19,ORD202604190000189,ACC000278,CUST000044,INS00049,SELL,2026-04-19T09:21:49,10,288.13,5.00,0.52
TRD00000119,2026-04-19,ORD202604190000190,ACC000298,CUST000255,INS00119,SELL,2026-04-19T09:21:32,100,519.53,15.59,9.35
TRD00000120,2026-04-19,ORD202604190000192,ACC000201,CUST000472,INS00015,BUY,2026-04-19T09:18:24,100,1155.41,34.66,20.80
TRD00000121,2026-04-19,ORD202604190000193,ACC000225,CUST000086,INS00102,BUY,2026-04-19T09:21:41,5,1456.15,5.00,1.31
TRD00000122,2026-04-19,ORD202604190000194,ACC000298,CUST000255,INS00076,SELL,2026-04-19T09:25:08,100,2050.69,61.52,36.91
TRD00000123,2026-04-19,ORD202604190000197,ACC000654,CUST000481,INS00104,BUY,2026-04-19T09:25:11,2,1152.36,5.00,0.41
TRD00000124,2026-04-19,ORD202604190000198,ACC000563,CUST000054,INS00028,BUY,2026-04-19T09:18:48,5,926.67,5.00,0.83
TRD00000125,2026-04-19,ORD202604190000200,ACC000562,CUST000400,INS00024,BUY,2026-04-19T09:22:12,25,1569.09,11.77,7.06
TRD00000126,2026-04-19,ORD202604190000203,ACC000074,CUST000229,INS00015,BUY,2026-04-19T09:21:56,50,954.84,14.32,8.59
TRD00000127,2026-04-19,ORD202604190000204,ACC000772,CUST000086,INS00091,BUY,2026-04-19T09:22:24,2,1395.49,5.00,0.50
TRD00000128,2026-04-19,ORD202604190000205,ACC000741,CUST000114,INS00015,BUY,2026-04-19T09:22:13,100,1812.17,54.37,32.62
TRD00000129,2026-04-19,ORD202604190000206,ACC000365,CUST000091,INS00065,BUY,2026-04-19T09:22:03,50,744.81,11.17,6.70
TRD00000130,2026-04-19,ORD202604190000208,ACC000096,CUST000106,INS00025,SELL,2026-04-19T09:22:22,100,319.34,9.58,5.75
TRD00000131,2026-04-19,ORD202604190000211,ACC000608,CUST000274,INS00095,BUY,2026-04-19T09:18:48,1,796.00,5.00,0.14
TRD00000132,2026-04-19,ORD202604190000213,ACC000629,CUST000095,INS00039,SELL,2026-04-19T09:22:40,5,2145.29,5.00,1.93
TRD00000133,2026-04-19,ORD202604190000214,ACC000659,CUST000297,INS00048,BUY,2026-04-19T09:22:40,20,1902.81,11.42,6.85
TRD00000134,2026-04-19,ORD202604190000215,ACC000627,CUST000281,INS00022,SELL,2026-04-19T09:18:51,5,1740.25,5.00,1.57
TRD00000135,2026-04-19,ORD202604190000217,ACC000358,CUST000468,INS00048,BUY,2026-04-19T09:22:44,5,593.59,5.00,0.53
TRD00000136,2026-04-19,ORD202604190000218,ACC000510,CUST000361,INS00058,BUY,2026-04-19T09:22:18,5,1355.56,5.00,1.22
TRD00000137,2026-04-19,ORD202604190000219,ACC000212,CUST000304,INS00059,SELL,2026-04-19T09:23:02,25,474.47,5.00,2.14
TRD00000138,2026-04-19,ORD202604190000220,ACC000789,CUST000147,INS00086,SELL,2026-04-19T09:26:16,5,1945.18,5.00,1.75
TRD00000139,2026-04-19,ORD202604190000221,ACC000654,CUST000481,INS00116,BUY,2026-04-19T09:19:23,1,434.82,5.00,0.08
TRD00000140,2026-04-19,ORD202604190000224,ACC000706,CUST000033,INS00051,BUY,2026-04-19T09:23:10,10,1232.57,5.00,2.22
TRD00000141,2026-04-19,ORD202604190000225,ACC000588,CUST000493,INS00048,SELL,2026-04-19T09:23:02,50,976.00,14.64,8.78
TRD00000142,2026-04-19,ORD202604190000227,ACC000235,CUST000280,INS00104,SELL,2026-04-19T09:26:50,50,1767.47,26.51,15.91
TRD00000143,2026-04-19,ORD202604190000228,ACC000211,CUST000015,INS00027,SELL,2026-04-19T09:27:07,20,1190.34,7.14,4.29
TRD00000144,2026-04-19,ORD202604190000230,ACC000782,CUST000240,INS00097,SELL,2026-04-19T09:27:00,5,567.92,5.00,0.51
TRD00000145,2026-04-19,ORD202604190000233,ACC000577,CUST000129,INS00023,BUY,2026-04-19T09:18:57,100,2187.47,65.62,39.37
TRD00000146,2026-04-19,ORD202604190000234,ACC000670,CUST000023,INS00009,SELL,2026-04-19T09:27:05,25,1425.58,10.69,6.42
TRD00000147,2026-04-19,ORD202604190000236,ACC000442,CUST000099,INS00060,BUY,2026-04-19T09:23:27,5,926.79,5.00,0.83
TRD00000148,2026-04-19,ORD202604190000238,ACC000140,CUST000099,INS00077,SELL,2026-04-19T09:23:35,5,1353.80,5.00,1.22
TRD00000149,2026-04-19,ORD202604190000239,ACC000142,CUST000492,INS00069,BUY,2026-04-19T09:27:02,25,1995.35,14.97,8.98
TRD00000150,2026-04-19,ORD202604190000240,ACC000510,CUST000361,INS00100,BUY,2026-04-19T09:19:31,100,1073.38,32.20,19.32
TRD00000151,2026-04-19,ORD202604190000242,ACC000173,CUST000464,INS00105,SELL,2026-04-19T09:23:46,5,2206.72,5.00,1.99
TRD00000152,2026-04-19,ORD202604190000243,ACC000204,CUST000370,INS00105,SELL,2026-04-19T09:27:19,100,2159.49,64.78,38.87
TRD00000153,2026-04-19,ORD202604190000244,ACC000043,CUST000380,INS00096,BUY,2026-04-19T09:23:32,2,620.78,5.00,0.22
TRD00000154,2026-04-19,ORD202604190000245,ACC000291,CUST000043,INS00017,BUY,2026-04-19T09:19:35,2,1098.87,5.00,0.40
TRD00000155,2026-04-19,ORD202604190000247,ACC000065,CUST000299,INS00009,BUY,2026-04-19T09:27:24,20,1662.93,9.98,5.99
TRD00000156,2026-04-19,ORD202604190000248,ACC000278,CUST000044,INS00024,BUY,2026-04-19T09:27:36,25,185.66,5.00,0.84
TRD00000157,2026-04-19,ORD202604190000249,ACC000484,CUST000108,INS00021,BUY,2026-04-19T09:27:31,10,1282.20,5.00,2.31
TRD00000158,2026-04-19,ORD202604190000252,ACC000256,CUST000437,INS00107,SELL,2026-04-19T09:27:47,25,2375.99,17.82,10.69
TRD00000159,2026-04-19,ORD202604190000254,ACC000494,CUST000234,INS00091,BUY,2026-04-19T09:23:51,20,1383.21,8.30,4.98
TRD00000160,2026-04-19,ORD202604190000258,ACC000176,CUST000223,INS00019,BUY,2026-04-19T09:19:46,50,1026.92,15.40,9.24
TRD00000161,2026-04-19,ORD202604190000259,ACC000277,CUST000406,INS00044,SELL,2026-04-19T09:20:04,10,1477.45,5.00,2.66
TRD00000162,2026-04-19,ORD202604190000260,ACC000680,CUST000068,INS00036,SELL,2026-04-19T09:24:19,20,1829.04,10.97,6.58
TRD00000163,2026-04-19,ORD202604190000261,ACC000660,CUST000335,INS00066,SELL,2026-04-19T09:19:52,20,460.06,5.00,1.66
TRD00000164,2026-04-19,ORD202604190000262,ACC000667,CUST000416,INS00064,BUY,2026-04-19T09:19:42,10,1559.64,5.00,2.81
TRD00000165,2026-04-19,ORD202604190000265,ACC000676,CUST000426,INS00063,BUY,2026-04-19T09:24:18,20,1340.65,8.04,4.83
TRD00000166,2026-04-19,ORD202604190000270,ACC000361,CUST000272,INS00064,SELL,2026-04-19T09:24:37,50,1525.55,22.88,13.73
TRD00000167,2026-04-19,ORD202604190000271,ACC000042,CUST000357,INS00076,SELL,2026-04-19T09:28:39,1,412.75,5.00,0.07
TRD00000168,2026-04-19,ORD202604190000273,ACC000335,CUST000047,INS00032,BUY,2026-04-19T09:24:45,10,1590.90,5.00,2.86
TRD00000169,2026-04-19,ORD202604190000277,ACC000464,CUST000207,INS00064,SELL,2026-04-19T09:24:34,25,498.73,5.00,2.24
TRD00000170,2026-04-19,ORD202604190000278,ACC000675,CUST000311,INS00082,BUY,2026-04-19T09:24:59,2,2029.95,5.00,0.73
TRD00000171,2026-04-19,ORD202604190000280,ACC000372,CUST000175,INS00009,SELL,2026-04-19T09:29:35,100,1092.50,32.77,19.67
TRD00000172,2026-04-19,ORD202604190000281,ACC000691,CUST000097,INS00103,SELL,2026-04-19T09:24:45,20,1103.42,6.62,3.97
TRD00000173,2026-04-19,ORD202604190000282,ACC000343,CUST000422,INS00080,BUY,2026-04-19T09:29:08,100,1645.22,49.36,29.61
TRD00000174,2026-04-19,ORD202604190000283,ACC000793,CUST000224,INS00064,SELL,2026-04-19T09:29:28,10,1616.73,5.00,2.91
TRD00000175,2026-04-19,ORD202604190000285,ACC000218,CUST000181,INS00096,SELL,2026-04-19T09:20:03,20,2045.51,12.27,7.36
TRD00000176,2026-04-19,ORD202604190000287,ACC000328,CUST000494,INS00015,BUY,2026-04-19T09:25:03,5,561.69,5.00,0.51
TRD00000177,2026-04-19,ORD202604190000288,ACC000773,CUST000339,INS00056,BUY,2026-04-19T09:20:04,50,1594.95,23.92,14.35
TRD00000178,2026-04-19,ORD202604190000290,ACC000663,CUST000455,INS00101,BUY,2026-04-19T09:29:43,1,243.99,5.00,0.04
TRD00000179,2026-04-19,ORD202604190000293,ACC000179,CUST000055,INS00099,SELL,2026-04-19T09:24:52,25,874.00,6.55,3.93
TRD00000180,2026-04-19,ORD202604190000295,ACC000082,CUST000203,INS00063,BUY,2026-04-19T09:29:57,25,1739.05,13.04,7.83
TRD00000181,2026-04-19,ORD202604190000296,ACC000650,CUST000238,INS00088,BUY,2026-04-19T09:25:32,10,2301.31,6.90,4.14
TRD00000182,2026-04-19,ORD202604190000297,ACC000424,CUST000285,INS00003,BUY,2026-04-19T09:25:30,1,2028.18,5.00,0.37
TRD00000183,2026-04-19,ORD202604190000299,ACC000533,CUST000448,INS00002,SELL,2026-04-19T09:20:29,50,2232.39,33.49,20.09
TRD00000184,2026-04-19,ORD202604190000301,ACC000118,CUST000469,INS00106,SELL,2026-04-19T09:30:47,100,1177.22,35.32,21.19
TRD00000185,2026-04-19,ORD202604190000302,ACC000147,CUST000256,INS00106,BUY,2026-04-19T09:25:16,5,1730.47,5.00,1.56
TRD00000186,2026-04-19,ORD202604190000305,ACC000226,CUST000162,INS00032,SELL,2026-04-19T09:25:51,5,2035.02,5.00,1.83
TRD00000187,2026-04-19,ORD202604190000306,ACC000198,CUST000051,INS00034,SELL,2026-04-19T09:20:28,5,1675.36,5.00,1.51
TRD00000188,2026-04-19,ORD202604190000308,ACC000034,CUST000153,INS00119,SELL,2026-04-19T09:25:55,10,2193.04,6.58,3.95
TRD00000189,2026-04-19,ORD202604190000309,ACC000072,CUST000360,INS00052,BUY,2026-04-19T09:25:37,50,1496.83,22.45,13.47
TRD00000190,2026-04-19,ORD202604190000311,ACC000175,CUST000138,INS00029,SELL,2026-04-19T09:31:01,10,562.07,5.00,1.01
TRD00000191,2026-04-19,ORD202604190000312,ACC000523,CUST000206,INS00017,BUY,2026-04-19T09:31:09,50,2058.44,30.88,18.53
TRD00000192,2026-04-19,ORD202604190000313,ACC000578,CUST000386,INS00024,BUY,2026-04-19T09:26:08,50,1921.77,28.83,17.30
TRD00000193,2026-04-19,ORD202604190000314,ACC000618,CUST000024,INS00117,SELL,2026-04-19T09:20:36,10,964.36,5.00,1.74
