fund_movement_id,business_date,account_id,movement_type,amount,currency_code
FND00000044,2026-04-19,ACC000461,TRADE_SETTLEMENT,-90928.00,INR
FND00000045,2026-04-19,ACC000488,TRADE_SETTLEMENT,13104.00,INR
FND00000046,2026-04-19,ACC000532,TRADE_SETTLEMENT,2261.00,INR
FND00000047,2026-04-19,ACC000746,TRADE_SETTLEMENT,-16261.30,INR
FND00000048,2026-04-19,ACC000591,TRADE_SETTLEMENT,-8194.15,INR
FND00000049,2026-04-19,ACC000607,TRADE_SETTLEMENT,-9267.00,INR
FND00000050,2026-04-19,ACC000039,TRADE_SETTLEMENT,3420.28,INR
FND00000051,2026-04-19,ACC000039,DEPOSIT,25000.00,INR
FND00000052,2026-04-19,ACC000512,TRADE_SETTLEMENT,-62438.00,INR
FND00000053,2026-04-19,ACC000050,TRADE_SETTLEMENT,2262.85,INR
FND00000054,2026-04-19,ACC000267,TRADE_SETTLEMENT,102494.00,INR
FND00000055,2026-04-19,ACC000448,TRADE_SETTLEMENT,-8839.90,INR
FND00000056,2026-04-19,ACC000065,TRADE_SETTLEMENT,-10978.25,INR
FND00000057,2026-04-19,ACC000074,TRADE_SETTLEMENT,16431.20,INR
FND00000058,2026-04-19,ACC000299,TRADE_SETTLEMENT,117142.00,INR
FND00000059,2026-04-19,ACC000335,TRADE_SETTLEMENT,-30393.60,INR
FND00000060,2026-04-19,ACC000459,TRADE_SETTLEMENT,469.08,INR
FND00000061,2026-04-19,ACC000788,TRADE_SETTLEMENT,11651.60,INR
FND00000062,2026-04-19,ACC000644,TRADE_SETTLEMENT,3372.00,INR
FND00000063,2026-04-19,ACC000659,TRADE_SETTLEMENT,22097.60,INR
FND00000064,2026-04-19,ACC000395,TRADE_SETTLEMENT,387.01,INR
FND00000065,2026-04-19,ACC000574,TRADE_SETTLEMENT,-880.48,INR
FND00000066,2026-04-19,ACC000383,TRADE_SETTLEMENT,1639.60,INR
FND00000067,2026-04-19,ACC000470,TRADE_SETTLEMENT,-2007.95,INR
FND00000068,2026-04-19,ACC000470,DEPOSIT,25000.00,INR
FND00000069,2026-04-19,ACC000649,TRADE_SETTLEMENT,1612.20,INR
FND00000070,2026-04-19,ACC000738,TRADE_SETTLEMENT,29784.50,INR
FND00000071,2026-04-19,ACC000778,TRADE_SETTLEMENT,-34701.50,INR
FND00000072,2026-04-19,ACC000778,DEPOSIT,10000.00,INR
FND00000073,2026-04-19,ACC000487,TRADE_SETTLEMENT,-3755.80,INR
FND00000074,2026-04-19,ACC000786,TRADE_SETTLEMENT,-27526.00,INR
FND00000075,2026-04-19,ACC000049,TRADE_SETTLEMENT,-16070.50,INR
FND00000076,2026-04-19,ACC000298,TRADE_SETTLEMENT,10525.80,INR
FND00000077,2026-04-19,ACC000608,TRADE_SETTLEMENT,-1914.30,INR
FND00000078,2026-04-19,ACC000608,DEPOSIT,50000.00,INR
FND00000079,2026-04-19,ACC000286,TRADE_SETTLEMENT,-1161.59,INR
FND00000080,2026-04-19,ACC000034,TRADE_SETTLEMENT,-31549.00,INR
FND00000081,2026-04-19,ACC000388,TRADE_SETTLEMENT,-47709.00,INR
FND00000082,2026-04-19,ACC000388,DEPOSIT,5000.00,INR
FND00000083,2026-04-19,ACC000373,TRADE_SETTLEMENT,-2296.54,INR
FND00000084,2026-04-19,ACC000373,DEPOSIT,50000.00,INR
FND00000085,2026-04-19,ACC000102,TRADE_SETTLEMENT,-34022.50,INR
FND00000086,2026-04-19,ACC000306,TRADE_SETTLEMENT,44205.60,INR
FND00000087,2026-04-19,ACC000449,TRADE_SETTLEMENT,18753.00,INR
FND00000088,2026-04-19,ACC000701,TRADE_SETTLEMENT,-98347.50,INR
FND00000089,2026-04-19,ACC000417,TRADE_SETTLEMENT,104813.00,INR
FND00000090,2026-04-19,ACC000757,TRADE_SETTLEMENT,100431.00,INR
FND00000091,2026-04-19,ACC000596,TRADE_SETTLEMENT,-34258.00,INR
FND00000092,2026-04-19,ACC000789,TRADE_SETTLEMENT,37572.00,INR
FND00000093,2026-04-19,ACC000132,TRADE_SETTLEMENT,1520.37,INR
FND00000094,2026-04-19,ACC000505,TRADE_SETTLEMENT,121.13,INR
FND00000095,2026-04-19,ACC000577,TRADE_SETTLEMENT,-48418.60,INR
FND00000096,2026-04-19,ACC000025,TRADE_SETTLEMENT,-161610.00,INR
FND00000097,2026-04-19,ACC000025,DEPOSIT,5000.00,INR
FND00000098,2026-04-19,ACC000684,TRADE_SETTLEMENT,112632.50,INR
FND00000099,2026-04-19,ACC000504,TRADE_SETTLEMENT,-228709.00,INR
FND00000100,2026-04-19,ACC000637,TRADE_SETTLEMENT,-2603.62,INR
FND00000101,2026-04-19,ACC000660,TRADE_SETTLEMENT,6362.20,INR
FND00000102,2026-04-19,ACC000660,DEPOSIT,10000.00,INR
FND00000103,2026-04-19,ACC000325,TRADE_SETTLEMENT,-177835.00,INR
FND00000104,2026-04-19,ACC000079,TRADE_SETTLEMENT,-36893.80,INR
FND00000105,2026-04-19,ACC000649,TRADE_SETTLEMENT,6728.05,INR
FND00000106,2026-04-19,ACC000523,TRADE_SETTLEMENT,-57087.75,INR
FND00000107,2026-04-19,ACC000593,TRADE_SETTLEMENT,17593.40,INR
FND00000108,2026-04-19,ACC000432,TRADE_SETTLEMENT,-1645.62,INR
FND00000109,2026-04-19,ACC000722,TRADE_SETTLEMENT,91805.00,INR
FND00000110,2026-04-19,ACC000176,TRADE_SETTLEMENT,-4876.15,INR
FND00000111,2026-04-19,ACC000176,DEPOSIT,10000.00,INR
FND00000112,2026-04-19,ACC000448,TRADE_SETTLEMENT,9380.60,INR
FND00000113,2026-04-19,ACC000460,TRADE_SETTLEMENT,45513.80,INR
FND00000114,2026-04-19,ACC000216,TRADE_SETTLEMENT,2259.18,INR
FND00000115,2026-04-19,ACC000216,DEPOSIT,5000.00,INR
FND00000116,2026-04-19,ACC000101,TRADE_SETTLEMENT,1269.20,INR
FND00000117,2026-04-19,ACC000101,DEPOSIT,5000.00,INR
FND00000118,2026-04-19,ACC000461,TRADE_SETTLEMENT,-20939.60,INR
FND00000119,2026-04-19,ACC000118,TRADE_SETTLEMENT,185513.00,INR
FND00000120,2026-04-19,ACC000526,TRADE_SETTLEMENT,7985.60,INR
FND00000121,2026-04-19,ACC000664,TRADE_SETTLEMENT,-177183.00,INR
FND00000122,2026-04-19,ACC000720,TRADE_SETTLEMENT,-9138.70,INR
FND00000123,2026-04-19,ACC000666,TRADE_SETTLEMENT,-1186.23,INR
FND00000124,2026-04-19,ACC000094,TRADE_SETTLEMENT,-770.30,INR
FND00000125,2026-04-19,ACC000465,TRADE_SETTLEMENT,-42996.50,INR
FND00000126,2026-04-19,ACC000762,TRADE_SETTLEMENT,-66894.00,INR
FND00000127,2026-04-19,ACC000226,TRADE_SETTLEMENT,-30761.00,INR
FND00000128,2026-04-19,ACC000576,TRADE_SETTLEMENT,-172356.00,INR
FND00000129,2026-04-19,ACC000255,TRADE_SETTLEMENT,-153290.00,INR
FND00000130,2026-04-19,ACC000636,TRADE_SETTLEMENT,-7424.70,INR
FND00000131,2026-04-19,ACC000676,TRADE_SETTLEMENT,-8135.65,INR
FND00000132,2026-04-19,ACC000386,TRADE_SETTLEMENT,35010.50,INR
FND00000133,2026-04-19,ACC000386,DEPOSIT,10000.00,INR
FND00000134,2026-04-19,ACC000314,TRADE_SETTLEMENT,-1743.46,INR
FND00000135,2026-04-19,ACC000278,TRADE_SETTLEMENT,2881.30,INR
FND00000136,2026-04-19,ACC000298,TRADE_SETTLEMENT,51953.00,INR
FND00000137,2026-04-19,ACC000201,TRADE_SETTLEMENT,-115541.00,INR
FND00000138,2026-04-19,ACC000225,TRADE_SETTLEMENT,-7280.75,INR
FND00000139,2026-04-19,ACC000298,TRADE_SETTLEMENT,205069.00,INR
FND00000140,2026-04-19,ACC000654,TRADE_SETTLEMENT,-2304.72,INR
FND00000141,2026-04-19,ACC000563,TRADE_SETTLEMENT,-4633.35,INR
FND00000142,2026-04-19,ACC000563,DEPOSIT,10000.00,INR
FND00000143,2026-04-19,ACC000562,TRADE_SETTLEMENT,-39227.25,INR
FND00000144,2026-04-19,ACC000074,TRADE_SETTLEMENT,-47742.00,INR
FND00000145,2026-04-19,ACC000772,TRADE_SETTLEMENT,-2790.98,INR
FND00000146,2026-04-19,ACC000741,TRADE_SETTLEMENT,-181217.00,INR
FND00000147,2026-04-19,ACC000365,TRADE_SETTLEMENT,-37240.50,INR
FND00000148,2026-04-19,ACC000096,TRADE_SETTLEMENT,31934.00,INR
FND00000149,2026-04-19,ACC000096,DEPOSIT,10000.00,INR
FND00000150,2026-04-19,ACC000608,TRADE_SETTLEMENT,-796.00,INR
FND00000151,2026-04-19,ACC000629,TRADE_SETTLEMENT,10726.45,INR
FND00000152,2026-04-19,ACC000629,DEPOSIT,50000.00,INR
FND00000153,2026-04-19,ACC000659,TRADE_SETTLEMENT,-38056.20,INR
FND00000154,2026-04-19,ACC000627,TRADE_SETTLEMENT,8701.25,INR
FND00000155,2026-04-19,ACC000358,TRADE_SETTLEMENT,-2967.95,INR
FND00000156,2026-04-19,ACC000510,TRADE_SETTLEMENT,-6777.80,INR
FND00000157,2026-04-19,ACC000212,TRADE_SETTLEMENT,11861.75,INR
FND00000158,2026-04-19,ACC000789,TRADE_SETTLEMENT,9725.90,INR
FND00000159,2026-04-19,ACC000789,DEPOSIT,10000.00,INR
FND00000160,2026-04-19,ACC000654,TRADE_SETTLEMENT,-434.82,INR
FND00000161,2026-04-19,ACC000706,TRADE_SETTLEMENT,-12325.70,INR
FND00000162,2026-04-19,ACC000588,TRADE_SETTLEMENT,48800.00,INR
FND00000163,2026-04-19,ACC000235,TRADE_SETTLEMENT,88373.50,INR
FND00000164,2026-04-19,ACC000235,DEPOSIT,50000.00,INR
FND00000165,2026-04-19,ACC000211,TRADE_SETTLEMENT,23806.80,INR
FND00000166,2026-04-19,ACC000782,TRADE_SETTLEMENT,2839.60,INR
FND00000167,2026-04-19,ACC000577,TRADE_SETTLEMENT,-218747.00,INR
FND00000168,2026-04-19,ACC000670,TRADE_SETTLEMENT,35639.50,INR
FND00000169,2026-04-19,ACC000442,TRADE_SETTLEMENT,-4633.95,INR
FND00000170,2026-04-19,ACC000140,TRADE_SETTLEMENT,6769.00,INR
FND00000171,2026-04-19,ACC000140,DEPOSIT,10000.00,INR
FND00000172,2026-04-19,ACC000142,TRADE_SETTLEMENT,-49883.75,INR
FND00000173,2026-04-19,ACC000510,TRADE_SETTLEMENT,-107338.00,INR
FND00000174,2026-04-19,ACC000173,TRADE_SETTLEMENT,11033.60,INR
FND00000175,2026-04-19,ACC000173,DEPOSIT,5000.00,INR
FND00000176,2026-04-19,ACC000204,TRADE_SETTLEMENT,215949.00,INR
FND00000177,2026-04-19,ACC000043,TRADE_SETTLEMENT,-1241.56,INR
FND00000178,2026-04-19,ACC000043,DEPOSIT,25000.00,INR
FND00000179,2026-04-19,ACC000291,TRADE_SETTLEMENT,-2197.74,INR
FND00000180,2026-04-19,ACC000065,TRADE_SETTLEMENT,-33258.60,INR
FND00000181,2026-04-19,ACC000065,DEPOSIT,50000.00,INR
FND00000182,2026-04-19,ACC000278,TRADE_SETTLEMENT,-4641.50,INR
FND00000183,2026-04-19,ACC000484,TRADE_SETTLEMENT,-12822.00,INR
FND00000184,2026-04-19,ACC000256,TRADE_SETTLEMENT,59399.75,INR
FND00000185,2026-04-19,ACC000494,TRADE_SETTLEMENT,-27664.20,INR
FND00000186,2026-04-19,ACC000494,DEPOSIT,5000.00,INR
FND00000187,2026-04-19,ACC000176,TRADE_SETTLEMENT,-51346.00,INR
FND00000188,2026-04-19,ACC000277,TRADE_SETTLEMENT,14774.50,INR
FND00000189,2026-04-19,ACC000680,TRADE_SETTLEMENT,36580.80,INR
FND00000190,2026-04-19,ACC000660,TRADE_SETTLEMENT,9201.20,INR
FND00000191,2026-04-19,ACC000667,TRADE_SETTLEMENT,-15596.40,INR
FND00000192,2026-04-19,ACC000676,TRADE_SETTLEMENT,-26813.00,INR
FND00000193,2026-04-19,ACC000361,TRADE_SETTLEMENT,76277.50,INR
FND00000194,2026-04-19,ACC000361,DEPOSIT,10000.00,INR
FND00000195,2026-04-19,ACC000042,TRADE_SETTLEMENT,412.75,INR
FND00000196,2026-04-19,ACC000335,TRADE_SETTLEMENT,-15909.00,INR
FND00000197,2026-04-19,ACC000464,TRADE_SETTLEMENT,12468.25,INR
FND00000198,2026-04-19,ACC000675,TRADE_SETTLEMENT,-4059.90,INR
FND00000199,2026-04-19,ACC000372,TRADE_SETTLEMENT,109250.00,INR
FND00000200,2026-04-19,ACC000691,TRADE_SETTLEMENT,22068.40,INR
FND00000201,2026-04-19,ACC000343,TRADE_SETTLEMENT,-164522.00,INR
FND00000202,2026-04-19,ACC000793,TRADE_SETTLEMENT,16167.30,INR
FND00000203,2026-04-19,ACC000793,DEPOSIT,5000.00,INR
FND00000204,2026-04-19,ACC000218,TRADE_SETTLEMENT,40910.20,INR
FND00000205,2026-04-19,ACC000328,TRADE_SETTLEMENT,-2808.45,INR
FND00000206,2026-04-19,ACC000328,DEPOSIT,5000.00,INR
FND00000207,2026-04-19,ACC000773,TRADE_SETTLEMENT,-79747.50,INR
FND00000208,2026-04-19,ACC000663,TRADE_SETTLEMENT,-243.99,INR
FND00000209,2026-04-19,ACC000179,TRADE_SETTLEMENT,21850.00,INR
FND00000210,2026-04-19,ACC000082,TRADE_SETTLEMENT,-43476.25,INR
FND00000211,2026-04-19,ACC000082,DEPOSIT,25000.00,INR
FND00000212,2026-04-19,ACC000650,TRADE_SETTLEMENT,-23013.10,INR
FND00000213,2026-04-19,ACC000650,DEPOSIT,5000.00,INR
FND00000214,2026-04-19,ACC000424,TRADE_SETTLEMENT,-2028.18,INR
FND00000215,2026-04-19,ACC000533,TRADE_SETTLEMENT,111619.50,INR
FND00000216,2026-04-19,ACC000118,TRADE_SETTLEMENT,117722.00,INR
FND00000217,2026-04-19,ACC000147,TRADE_SETTLEMENT,-8652.35,INR
FND00000218,2026-04-19,ACC000226,TRADE_SETTLEMENT,10175.10,INR
FND00000219,2026-04-19,ACC000198,TRADE_SETTLEMENT,8376.80,INR
FND00000220,2026-04-19,ACC000198,DEPOSIT,50000.00,INR
FND00000221,2026-04-19,ACC000034,TRADE_SETTLEMENT,21930.40,INR
FND00000222,2026-04-19,ACC000072,TRADE_SETTLEMENT,-74841.50,INR
FND00000223,2026-04-19,ACC000175,TRADE_SETTLEMENT,5620.70,INR
FND00000224,2026-04-19,ACC000523,TRADE_SETTLEMENT,-102922.00,INR
FND00000225,2026-04-19,ACC000523,DEPOSIT,10000.00,INR
FND00000226,2026-04-19,ACC000578,TRADE_SETTLEMENT,-96088.50,INR
FND00000227,2026-04-19,ACC000618,TRADE_SETTLEMENT,9643.60,INR
FND00000228,2026-04-19,ACC000198,TRADE_SETTLEMENT,58025.00,INR
FND00000229,2026-04-19,ACC000584,TRADE_SETTLEMENT,-5667.60,INR
FND00000230,2026-04-19,ACC000644,TRADE_SETTLEMENT,-59321.50,INR
FND00000231,2026-04-19,ACC000243,TRADE_SETTLEMENT,224625.00,INR
FND00000232,2026-04-19,ACC000732,TRADE_SETTLEMENT,3589.40,INR
FND00000233,2026-04-19,ACC000382,TRADE_SETTLEMENT,56166.00,INR
FND00000234,2026-04-19,ACC000076,TRADE_SETTLEMENT,-1222.00,INR
FND00000235,2026-04-19,ACC000235,TRADE_SETTLEMENT,110314.00,INR
FND00000236,2026-04-19,ACC000774,TRADE_SETTLEMENT,-123460.00,INR
FND00000237,2026-04-19,ACC000774,DEPOSIT,50000.00,INR
FND00000238,2026-04-19,ACC000008,TRADE_SETTLEMENT,-5355.20,INR
FND00000239,2026-04-19,ACC000009,TRADE_SETTLEMENT,1607.37,INR
FND00000240,2026-04-19,ACC000293,TRADE_SETTLEMENT,1963.62,INR
FND00000241,2026-04-19,ACC000756,TRADE_SETTLEMENT,16321.50,INR
FND00000242,2026-04-19,ACC000132,TRADE_SETTLEMENT,4843.80,INR
FND00000243,2026-04-19,ACC000366,TRADE_SETTLEMENT,16220.00,INR
FND00000244,2026-04-19,ACC000222,TRADE_SETTLEMENT,-131057.00,INR
FND00000245,2026-04-19,ACC000117,TRADE_SETTLEMENT,-81305.00,INR
FND00000246,2026-04-19,ACC000117,DEPOSIT,50000.00,INR
FND00000247,2026-04-19,ACC000570,TRADE_SETTLEMENT,161826.00,INR
FND00000248,2026-04-19,ACC000689,TRADE_SETTLEMENT,3564.80,INR
FND00000249,2026-04-19,ACC000689,DEPOSIT,10000.00,INR
FND00000250,2026-04-19,ACC000067,TRADE_SETTLEMENT,106445.50,INR
FND00000251,2026-04-19,ACC000617,TRADE_SETTLEMENT,-17784.60,INR
FND00000252,2026-04-19,ACC000617,DEPOSIT,10000.00,INR
FND00000253,2026-04-19,ACC000355,TRADE_SETTLEMENT,-2189.56,INR
FND00000254,2026-04-19,ACC000418,TRADE_SETTLEMENT,42909.25,INR
FND00000255,2026-04-19,ACC000200,TRADE_SETTLEMENT,-3763.80,INR
FND00000256,2026-04-19,ACC000416,TRADE_SETTLEMENT,45948.00,INR
FND00000257,2026-04-19,ACC000416,DEPOSIT,50000.00,INR
FND00000258,2026-04-19,ACC000220,TRADE_SETTLEMENT,233131.00,INR
FND00000259,2026-04-19,ACC000280,TRADE_SETTLEMENT,-11864.50,INR
FND00000260,2026-04-19,ACC000575,TRADE_SETTLEMENT,179262.00,INR
FND00000261,2026-04-19,ACC000575,DEPOSIT,25000.00,INR
FND00000262,2026-04-19,ACC000476,TRADE_SETTLEMENT,8332.00,INR
FND00000263,2026-04-19,ACC000645,TRADE_SETTLEMENT,7714.75,INR
FND00000264,2026-04-19,ACC000190,TRADE_SETTLEMENT,4832.10,INR
FND00000265,2026-04-19,ACC000418,TRADE_SETTLEMENT,-14058.70,INR
FND00000266,2026-04-19,ACC000177,TRADE_SETTLEMENT,12435.30,INR
FND00000267,2026-04-19,ACC000150,TRADE_SETTLEMENT,-1283.87,INR
FND00000268,2026-04-19,ACC000225,TRADE_SETTLEMENT,34311.20,INR
FND00000269,2026-04-19,ACC000336,TRADE_SETTLEMENT,-88697.00,INR
FND00000270,2026-04-19,ACC000574,TRADE_SETTLEMENT,4628.80,INR
FND00000271,2026-04-19,ACC000573,TRADE_SETTLEMENT,109600.00,INR
FND00000272,2026-04-19,ACC000573,DEPOSIT,5000.00,INR
FND00000273,2026-04-19,ACC000579,TRADE_SETTLEMENT,35723.80,INR
FND00000274,2026-04-19,ACC000727,TRADE_SETTLEMENT,8512.35,INR
FND00000275,2026-04-19,ACC000474,TRADE_SETTLEMENT,95647.50,INR
FND00000276,2026-04-19,ACC000539,TRADE_SETTLEMENT,6461.00,INR
FND00000277,2026-04-19,ACC000717,TRADE_SETTLEMENT,877.30,INR
FND00000278,2026-04-19,ACC000517,TRADE_SETTLEMENT,-3632.60,INR
FND00000279,2026-04-19,ACC000517,DEPOSIT,5000.00,INR
FND00000280,2026-04-19,ACC000214,TRADE_SETTLEMENT,-101775.00,INR
FND00000281,2026-04-19,ACC000234,TRADE_SETTLEMENT,6176.60,INR
FND00000282,2026-04-19,ACC000566,TRADE_SETTLEMENT,1952.84,INR
FND00000283,2026-04-19,ACC000174,TRADE_SETTLEMENT,47983.00,INR
FND00000284,2026-04-19,ACC000208,TRADE_SETTLEMENT,11509.50,INR
FND00000285,2026-04-19,ACC000208,DEPOSIT,5000.00,INR
FND00000286,2026-04-19,ACC000666,TRADE_SETTLEMENT,-2703.64,INR
FND00000287,2026-04-19,ACC000203,TRADE_SETTLEMENT,186277.00,INR
FND00000288,2026-04-19,ACC000132,TRADE_SETTLEMENT,49532.00,INR
FND00000289,2026-04-19,ACC000607,TRADE_SETTLEMENT,-31845.60,INR
FND00000290,2026-04-19,ACC000774,TRADE_SETTLEMENT,-3159.06,INR
FND00000291,2026-04-19,ACC000785,TRADE_SETTLEMENT,-18479.60,INR
FND00000292,2026-04-19,ACC000029,TRADE_SETTLEMENT,6851.50,INR
FND00000293,2026-04-19,ACC000029,DEPOSIT,25000.00,INR
FND00000294,2026-04-19,ACC000557,TRADE_SETTLEMENT,-1226.99,INR
FND00000295,2026-04-19,ACC000574,TRADE_SETTLEMENT,-24689.75,INR
FND00000296,2026-04-19,ACC000387,TRADE_SETTLEMENT,-3553.55,INR
FND00000297,2026-04-19,ACC000243,TRADE_SETTLEMENT,-13224.00,INR
FND00000298,2026-04-19,ACC000281,TRADE_SETTLEMENT,12526.00,INR
FND00000299,2026-04-19,ACC000029,TRADE_SETTLEMENT,-1348.54,INR
FND00000300,2026-04-19,ACC000612,TRADE_SETTLEMENT,-18871.70,INR
FND00000301,2026-04-19,ACC000336,TRADE_SETTLEMENT,116229.50,INR
FND00000302,2026-04-19,ACC000394,TRADE_SETTLEMENT,600.25,INR
FND00000303,2026-04-19,ACC000394,DEPOSIT,50000.00,INR
FND00000304,2026-04-19,ACC000521,TRADE_SETTLEMENT,14666.30,INR
FND00000305,2026-04-19,ACC000292,TRADE_SETTLEMENT,53989.50,INR
FND00000306,2026-04-19,ACC000198,TRADE_SETTLEMENT,-1485.84,INR
FND00000307,2026-04-19,ACC000573,TRADE_SETTLEMENT,-186303.00,INR
FND00000308,2026-04-19,ACC000252,TRADE_SETTLEMENT,401.23,INR
FND00000309,2026-04-19,ACC000303,TRADE_SETTLEMENT,1867.81,INR
FND00000310,2026-04-19,ACC000303,TRADE_SETTLEMENT,-233073.00,INR
FND00000311,2026-04-19,ACC000303,DEPOSIT,5000.00,INR
FND00000312,2026-04-19,ACC000244,TRADE_SETTLEMENT,-16086.40,INR
FND00000313,2026-04-19,ACC000178,TRADE_SETTLEMENT,-126201.00,INR
FND00000314,2026-04-19,ACC000580,TRADE_SETTLEMENT,83754.00,INR
FND00000315,2026-04-19,ACC000580,DEPOSIT,25000.00,INR
FND00000316,2026-04-19,ACC000274,TRADE_SETTLEMENT,-20507.75,INR
FND00000317,2026-04-19,ACC000274,DEPOSIT,25000.00,INR
FND00000318,2026-04-19,ACC000036,TRADE_SETTLEMENT,-51018.50,INR
FND00000319,2026-04-19,ACC000036,DEPOSIT,25000.00,INR
FND00000320,2026-04-19,ACC000469,TRADE_SETTLEMENT,-1997.41,INR
FND00000321,2026-04-19,ACC000141,TRADE_SETTLEMENT,-143057.00,INR
FND00000322,2026-04-19,ACC000593,TRADE_SETTLEMENT,-3340.46,INR
FND00000323,2026-04-19,ACC000702,TRADE_SETTLEMENT,26664.25,INR
FND00000324,2026-04-19,ACC000279,TRADE_SETTLEMENT,18953.10,INR
FND00000325,2026-04-19,ACC000305,TRADE_SETTLEMENT,-11774.80,INR
FND00000326,2026-04-19,ACC000515,TRADE_SETTLEMENT,-26605.50,INR
FND00000327,2026-04-19,ACC000491,TRADE_SETTLEMENT,900.04,INR
FND00000328,2026-04-19,ACC000065,TRADE_SETTLEMENT,-5788.30,INR
FND00000329,2026-04-19,ACC000467,TRADE_SETTLEMENT,-5223.90,INR
FND00000330,2026-04-19,ACC000032,TRADE_SETTLEMENT,-4955.25,INR
FND00000331,2026-04-19,ACC000095,TRADE_SETTLEMENT,-10586.90,INR
FND00000332,2026-04-19,ACC000514,TRADE_SETTLEMENT,-118115.50,INR
FND00000333,2026-04-19,ACC000737,TRADE_SETTLEMENT,-4279.45,INR
FND00000334,2026-04-19,ACC000291,TRADE_SETTLEMENT,-3829.62,INR
FND00000335,2026-04-19,ACC000702,TRADE_SETTLEMENT,-130789.00,INR
FND00000336,2026-04-19,ACC000054,TRADE_SETTLEMENT,21857.80,INR
FND00000337,2026-04-19,ACC000422,TRADE_SETTLEMENT,71236.00,INR
FND00000338,2026-04-19,ACC000199,TRADE_SETTLEMENT,1570.46,INR
FND00000339,2026-04-19,ACC000113,TRADE_SETTLEMENT,-1573.04,INR
FND00000340,2026-04-19,ACC000175,TRADE_SETTLEMENT,-5122.25,INR
FND00000341,2026-04-19,ACC000175,DEPOSIT,10000.00,INR
FND00000342,2026-04-19,ACC000645,TRADE_SETTLEMENT,-10356.65,INR
FND00000343,2026-04-19,ACC000649,TRADE_SETTLEMENT,177364.00,INR
FND00000344,2026-04-19,ACC000034,TRADE_SETTLEMENT,-2222.66,INR
