order_id,business_date,account_id,customer_id,instrument_id,order_timestamp,order_side,order_type,ordered_quantity,limit_price,order_status
ORD202604190000050,2026-04-19,ACC000350,CUST000182,INS00022,2026-04-19T09:16:40,SELL,MARKET,1,767.55,COMPLETED
ORD202604190000051,2026-04-19,ACC000097,CUST000307,INS00050,2026-04-19T09:15:51,SELL,LIMIT,20,1631.60,COMPLETED
ORD202604190000052,2026-04-19,ACC000531,CUST000024,INS00030,2026-04-19T09:16:44,BUY,MARKET,50,1279.47,COMPLETED
ORD202604190000053,2026-04-19,ACC000262,CUST000463,INS00026,2026-04-19T09:15:53,BUY,LIMIT,100,1398.37,COMPLETED
ORD202604190000054,2026-04-19,ACC000461,CUST000142,INS00063,2026-04-19T09:17:42,BUY,LIMIT,50,1817.21,COMPLETED
ORD202604190000055,2026-04-19,ACC000488,CUST000274,INS00081,2026-04-19T09:17:45,SELL,LIMIT,20,658.55,COMPLETED
ORD202604190000056,2026-04-19,ACC000532,CUST000361,INS00114,2026-04-19T09:15:56,SELL,LIMIT,1,2272.63,COMPLETED
ORD202604190000057,2026-04-19,ACC000546,CUST000494,INS00085,2026-04-19T09:17:51,SELL,MARKET,5,320.17,REJECTED
ORD202604190000058,2026-04-19,ACC000577,CUST000129,INS00031,2026-04-19T09:16:56,SELL,LIMIT,5,1092.34,REJECTED
ORD202604190000059,2026-04-19,ACC000746,CUST000346,INS00017,2026-04-19T09:16:58,BUY,MARKET,10,1607.64,COMPLETED
ORD202604190000060,2026-04-19,ACC000591,CUST000239,INS00117,2026-04-19T09:16:00,BUY,MARKET,5,1616.21,COMPLETED
ORD202604190000061,2026-04-19,ACC000260,CUST000155,INS00041,2026-04-19T09:17:02,SELL,LIMIT,5,1777.74,CANCELLED
ORD202604190000062,2026-04-19,ACC000607,CUST000264,INS00096,2026-04-19T09:16:02,BUY,MARKET,20,466.46,COMPLETED
ORD202604190000063,2026-04-19,ACC000039,CUST000148,INS00098,2026-04-19T09:16:03,BUY,MARKET,20,1500.78,REJECTED
ORD202604190000064,2026-04-19,ACC000039,CUST000148,INS00046,2026-04-19T09:18:12,SELL,LIMIT,2,1688.96,COMPLETED
ORD202604190000065,2026-04-19,ACC000512,CUST000121,INS00024,2026-04-19T09:16:05,BUY,MARKET,50,1240.50,COMPLETED
ORD202604190000066,2026-04-19,ACC000050,CUST000331,INS00053,2026-04-19T09:18:18,SELL,MARKET,1,2229.99,COMPLETED
ORD202604190000067,2026-04-19,ACC000285,CUST000216,INS00009,2026-04-19T09:17:14,SELL,LIMIT,5,2233.80,REJECTED
ORD202604190000068,2026-04-19,ACC000629,CUST000095,INS00114,2026-04-19T09:18:24,BUY,LIMIT,10,1094.83,REJECTED
ORD202604190000069,2026-04-19,ACC000432,CUST000203,INS00051,2026-04-19T09:16:09,SELL,MARKET,1,1307.08,CANCELLED
ORD202604190000070,2026-04-19,ACC000714,CUST000336,INS00069,2026-04-19T09:17:20,BUY,MARKET,50,2363.13,REJECTED
ORD202604190000071,2026-04-19,ACC000267,CUST000005,INS00038,2026-04-19T09:17:22,SELL,MARKET,100,1027.53,COMPLETED
ORD202604190000072,2026-04-19,ACC000583,CUST000028,INS00038,2026-04-19T09:18:36,BUY,LIMIT,1,1693.09,CANCELLED
ORD202604190000073,2026-04-19,ACC000133,CUST000212,INS00093,2026-04-19T09:17:26,BUY,LIMIT,2,529.88,CANCELLED
ORD202604190000074,2026-04-19,ACC000618,CUST000024,INS00004,2026-04-19T09:16:14,BUY,LIMIT,5,1154.39,CANCELLED
ORD202604190000075,2026-04-19,ACC000448,CUST000084,INS00089,2026-04-19T09:16:15,BUY,LIMIT,5,1757.89,COMPLETED
ORD202604190000076,2026-04-19,ACC000496,CUST000184,INS00011,2026-04-19T09:18:48,BUY,LIMIT,50,1777.27,CANCELLED
ORD202604190000077,2026-04-19,ACC000065,CUST000299,INS00099,2026-04-19T09:16:17,BUY,MARKET,5,2199.94,COMPLETED
ORD202604190000078,2026-04-19,ACC000074,CUST000229,INS00054,2026-04-19T09:18:54,SELL,MARKET,20,825.70,COMPLETED
ORD202604190000079,2026-04-19,ACC000174,CUST000195,INS00116,2026-04-19T09:17:38,BUY,MARKET,5,2309.79,REJECTED
ORD202604190000080,2026-04-19,ACC000630,CUST000059,INS00064,2026-04-19T09:17:40,BUY,MARKET,100,1359.18,REJECTED
ORD202604190000081,2026-04-19,ACC000299,CUST000191,INS00076,2026-04-19T09:19:03,SELL,MARKET,100,1154.52,COMPLETED
ORD202604190000082,2026-04-19,ACC000335,CUST000047,INS00113,2026-04-19T09:16:22,BUY,MARKET,20,1533.07,COMPLETED
ORD202604190000083,2026-04-19,ACC000081,CUST000030,INS00084,2026-04-19T09:19:09,BUY,LIMIT,25,203.72,REJECTED
ORD202604190000084,2026-04-19,ACC000459,CUST000332,INS00118,2026-04-19T09:16:24,SELL,LIMIT,2,231.79,COMPLETED
ORD202604190000085,2026-04-19,ACC000788,CUST000156,INS00101,2026-04-19T09:16:25,SELL,LIMIT,5,2323.15,COMPLETED
ORD202604190000086,2026-04-19,ACC000447,CUST000492,INS00048,2026-04-19T09:16:26,SELL,LIMIT,50,1990.20,REJECTED
ORD202604190000087,2026-04-19,ACC000644,CUST000376,INS00018,2026-04-19T09:19:21,SELL,LIMIT,2,1703.73,COMPLETED
ORD202604190000088,2026-04-19,ACC000722,CUST000151,INS00027,2026-04-19T09:19:24,BUY,MARKET,10,1515.48,REJECTED
ORD202604190000089,2026-04-19,ACC000659,CUST000297,INS00093,2026-04-19T09:19:27,SELL,LIMIT,20,1093.68,COMPLETED
ORD202604190000090,2026-04-19,ACC000190,CUST000345,INS00079,2026-04-19T09:16:30,SELL,MARKET,100,1304.93,CANCELLED
ORD202604190000091,2026-04-19,ACC000395,CUST000088,INS00025,2026-04-19T09:19:33,SELL,MARKET,1,389.51,COMPLETED
ORD202604190000092,2026-04-19,ACC000574,CUST000414,INS00053,2026-04-19T09:19:36,BUY,MARKET,1,881.05,COMPLETED
ORD202604190000093,2026-04-19,ACC000383,CUST000114,INS00033,2026-04-19T09:16:33,SELL,LIMIT,2,821.72,COMPLETED
ORD202604190000094,2026-04-19,ACC000470,CUST000449,INS00051,2026-04-19T09:18:08,BUY,LIMIT,1,2017.06,COMPLETED
ORD202604190000095,2026-04-19,ACC000649,CUST000457,INS00103,2026-04-19T09:19:45,SELL,LIMIT,1,1592.09,COMPLETED
ORD202604190000096,2026-04-19,ACC000738,CUST000491,INS00115,2026-04-19T09:19:48,SELL,LIMIT,25,1174.43,COMPLETED
ORD202604190000097,2026-04-19,ACC000778,CUST000477,INS00093,2026-04-19T09:19:51,BUY,LIMIT,25,1385.80,COMPLETED
ORD202604190000098,2026-04-19,ACC000487,CUST000495,INS00009,2026-04-19T09:18:16,BUY,MARKET,5,759.45,COMPLETED
ORD202604190000099,2026-04-19,ACC000786,CUST000247,INS00078,2026-04-19T09:19:57,BUY,LIMIT,50,547.22,COMPLETED
ORD202604190000100,2026-04-19,ACC000049,CUST000103,INS00035,2026-04-19T09:18:20,BUY,LIMIT,50,317.90,COMPLETED
ORD202604190000101,2026-04-19,ACC000298,CUST000255,INS00068,2026-04-19T09:16:41,SELL,MARKET,20,519.03,COMPLETED
ORD202604190000102,2026-04-19,ACC000608,CUST000274,INS00065,2026-04-19T09:18:24,BUY,LIMIT,1,1941.78,COMPLETED
ORD202604190000103,2026-04-19,ACC000721,CUST000260,INS00040,2026-04-19T09:20:09,BUY,MARKET,25,446.71,REJECTED
ORD202604190000104,2026-04-19,ACC000286,CUST000489,INS00093,2026-04-19T09:18:28,BUY,MARKET,1,1167.36,COMPLETED
ORD202604190000105,2026-04-19,ACC000130,CUST000369,INS00043,2026-04-19T09:20:15,BUY,LIMIT,100,2147.34,REJECTED
ORD202604190000106,2026-04-19,ACC000034,CUST000153,INS00074,2026-04-19T09:16:46,BUY,MARKET,20,1576.58,COMPLETED
ORD202604190000107,2026-04-19,ACC000388,CUST000035,INS00036,2026-04-19T09:16:47,BUY,MARKET,25,1881.95,COMPLETED
ORD202604190000108,2026-04-19,ACC000373,CUST000012,INS00015,2026-04-19T09:20:24,BUY,LIMIT,1,2304.92,COMPLETED
ORD202604190000109,2026-04-19,ACC000758,CUST000051,INS00041,2026-04-19T09:16:49,SELL,MARKET,20,442.75,REJECTED
ORD202604190000110,2026-04-19,ACC000102,CUST000155,INS00040,2026-04-19T09:16:50,BUY,LIMIT,25,1352.52,COMPLETED
ORD202604190000111,2026-04-19,ACC000073,CUST000349,INS00014,2026-04-19T09:16:51,SELL,LIMIT,50,242.66,CANCELLED
ORD202604190000112,2026-04-19,ACC000489,CUST000457,INS00040,2026-04-19T09:20:36,BUY,MARKET,25,1983.77,CANCELLED
ORD202604190000113,2026-04-19,ACC000139,CUST000055,INS00105,2026-04-19T09:18:46,SELL,MARKET,100,341.76,CANCELLED
ORD202604190000114,2026-04-19,ACC000306,CUST000380,INS00019,2026-04-19T09:20:42,SELL,LIMIT,20,2201.32,COMPLETED
ORD202604190000115,2026-04-19,ACC000449,CUST000015,INS00059,2026-04-19T09:18:50,SELL,LIMIT,100,189.00,COMPLETED
ORD202604190000116,2026-04-19,ACC000633,CUST000372,INS00109,2026-04-19T09:20:48,SELL,MARKET,5,763.55,REJECTED
ORD202604190000117,2026-04-19,ACC000701,CUST000229,INS00014,2026-04-19T09:20:51,BUY,MARKET,50,1984.02,COMPLETED
ORD202604190000118,2026-04-19,ACC000417,CUST000203,INS00069,2026-04-19T09:20:54,SELL,MARKET,100,1033.86,COMPLETED
ORD202604190000119,2026-04-19,ACC000757,CUST000154,INS00021,2026-04-19T09:20:57,SELL,LIMIT,100,995.10,COMPLETED
ORD202604190000120,2026-04-19,ACC000596,CUST000267,INS00073,2026-04-19T09:21:00,BUY,MARKET,25,1361.52,COMPLETED
ORD202604190000121,2026-04-19,ACC000789,CUST000147,INS00108,2026-04-19T09:21:03,SELL,MARKET,100,380.66,COMPLETED
ORD202604190000122,2026-04-19,ACC000611,CUST000419,INS00023,2026-04-19T09:17:02,BUY,LIMIT,20,2299.41,REJECTED
ORD202604190000123,2026-04-19,ACC000453,CUST000467,INS00064,2026-04-19T09:21:09,BUY,MARKET,1,326.42,REJECTED
ORD202604190000124,2026-04-19,ACC000214,CUST000053,INS00085,2026-04-19T09:21:12,SELL,LIMIT,5,1152.78,CANCELLED
ORD202604190000125,2026-04-19,ACC000273,CUST000180,INS00027,2026-04-19T09:21:15,SELL,LIMIT,25,803.40,CANCELLED
ORD202604190000126,2026-04-19,ACC000132,CUST000484,INS00075,2026-04-19T09:19:12,SELL,MARKET,1,1514.20,COMPLETED
ORD202604190000127,2026-04-19,ACC000505,CUST000216,INS00116,2026-04-19T09:19:14,SELL,MARKET,1,121.92,COMPLETED
ORD202604190000128,2026-04-19,ACC000320,CUST000278,INS00056,2026-04-19T09:19:16,SELL,LIMIT,50,1545.49,CANCELLED
ORD202604190000129,2026-04-19,ACC000752,CUST000293,INS00028,2026-04-19T09:19:18,BUY,LIMIT,5,1202.71,REJECTED
ORD202604190000130,2026-04-19,ACC000577,CUST000129,INS00020,2026-04-19T09:17:10,BUY,MARKET,20,2394.20,COMPLETED
ORD202604190000131,2026-04-19,ACC000025,CUST000421,INS00019,2026-04-19T09:17:11,BUY,LIMIT,100,1620.07,COMPLETED
ORD202604190000132,2026-04-19,ACC000627,CUST000281,INS00115,2026-04-19T09:19:24,SELL,LIMIT,50,1541.01,REJECTED
ORD202604190000133,2026-04-19,ACC000526,CUST000357,INS00046,2026-04-19T09:19:26,BUY,MARKET,10,543.60,REJECTED
ORD202604190000134,2026-04-19,ACC000684,CUST000247,INS00035,2026-04-19T09:17:14,SELL,LIMIT,50,2232.57,COMPLETED
ORD202604190000135,2026-04-19,ACC000504,CUST000079,INS00015,2026-04-19T09:21:45,BUY,LIMIT,100,2312.76,COMPLETED
ORD202604190000136,2026-04-19,ACC000637,CUST000300,INS00067,2026-04-19T09:19:32,BUY,MARKET,2,1313.25,COMPLETED
ORD202604190000137,2026-04-19,ACC000741,CUST000114,INS00103,2026-04-19T09:17:17,SELL,LIMIT,20,1517.73,REJECTED
ORD202604190000138,2026-04-19,ACC000624,CUST000455,INS00066,2026-04-19T09:19:36,SELL,LIMIT,100,1428.64,CANCELLED
ORD202604190000139,2026-04-19,ACC000394,CUST000164,INS00022,2026-04-19T09:19:38,SELL,MARKET,1,1704.72,REJECTED
ORD202604190000140,2026-04-19,ACC000646,CUST000297,INS00075,2026-04-19T09:17:20,SELL,LIMIT,5,1426.12,REJECTED
ORD202604190000141,2026-04-19,ACC000660,CUST000335,INS00011,2026-04-19T09:17:21,SELL,LIMIT,5,1272.76,COMPLETED
ORD202604190000142,2026-04-19,ACC000374,CUST000434,INS00110,2026-04-19T09:17:22,BUY,MARKET,20,152.38,REJECTED
ORD202604190000143,2026-04-19,ACC000613,CUST000038,INS00048,2026-04-19T09:17:23,BUY,MARKET,5,715.66,CANCELLED
ORD202604190000144,2026-04-19,ACC000472,CUST000391,INS00011,2026-04-19T09:19:48,BUY,LIMIT,5,1477.84,CANCELLED
ORD202604190000145,2026-04-19,ACC000325,CUST000459,INS00085,2026-04-19T09:22:15,BUY,LIMIT,100,1775.28,COMPLETED
ORD202604190000146,2026-04-19,ACC000079,CUST000461,INS00083,2026-04-19T09:17:26,BUY,LIMIT,20,1842.50,COMPLETED
ORD202604190000147,2026-04-19,ACC000554,CUST000460,INS00061,2026-04-19T09:22:21,BUY,LIMIT,20,1205.89,CANCELLED
ORD202604190000148,2026-04-19,ACC000649,CUST000457,INS00034,2026-04-19T09:19:56,SELL,LIMIT,5,1329.41,COMPLETED
ORD202604190000149,2026-04-19,ACC000523,CUST000206,INS00087,2026-04-19T09:22:27,BUY,LIMIT,25,2312.82,COMPLETED
ORD202604190000150,2026-04-19,ACC000593,CUST000316,INS00079,2026-04-19T09:20:00,SELL,LIMIT,20,883.73,COMPLETED
ORD202604190000151,2026-04-19,ACC000633,CUST000372,INS00099,2026-04-19T09:20:02,BUY,MARKET,10,1794.23,REJECTED
ORD202604190000152,2026-04-19,ACC000432,CUST000203,INS00071,2026-04-19T09:20:04,BUY,MARKET,1,1653.99,COMPLETED
ORD202604190000153,2026-04-19,ACC000722,CUST000151,INS00014,2026-04-19T09:17:33,SELL,MARKET,100,921.46,COMPLETED
ORD202604190000154,2026-04-19,ACC000036,CUST000246,INS00080,2026-04-19T09:22:42,BUY,MARKET,2,249.69,REJECTED
ORD202604190000155,2026-04-19,ACC000176,CUST000223,INS00012,2026-04-19T09:22:45,BUY,MARKET,5,977.19,COMPLETED
ORD202604190000156,2026-04-19,ACC000346,CUST000048,INS00038,2026-04-19T09:20:12,BUY,LIMIT,100,1625.89,CANCELLED
ORD202604190000157,2026-04-19,ACC000448,CUST000084,INS00033,2026-04-19T09:20:14,SELL,LIMIT,5,1900.07,COMPLETED
ORD202604190000158,2026-04-19,ACC000460,CUST000351,INS00008,2026-04-19T09:20:16,SELL,MARKET,20,2298.78,COMPLETED
ORD202604190000159,2026-04-19,ACC000669,CUST000083,INS00119,2026-04-19T09:17:39,BUY,MARKET,10,1511.49,CANCELLED
ORD202604190000160,2026-04-19,ACC000744,CUST000398,INS00099,2026-04-19T09:23:00,BUY,LIMIT,50,617.92,CANCELLED
ORD202604190000161,2026-04-19,ACC000151,CUST000289,INS00005,2026-04-19T09:17:41,SELL,LIMIT,2,280.54,CANCELLED
ORD202604190000162,2026-04-19,ACC000216,CUST000344,INS00084,2026-04-19T09:17:42,SELL,LIMIT,1,2247.00,COMPLETED
ORD202604190000163,2026-04-19,ACC000542,CUST000411,INS00074,2026-04-19T09:20:26,SELL,LIMIT,1,1295.07,CANCELLED
ORD202604190000164,2026-04-19,ACC000101,CUST000307,INS00070,2026-04-19T09:23:12,SELL,LIMIT,10,127.54,COMPLETED
ORD202604190000165,2026-04-19,ACC000461,CUST000142,INS00088,2026-04-19T09:23:15,BUY,LIMIT,20,1033.40,COMPLETED
ORD202604190000166,2026-04-19,ACC000118,CUST000469,INS00108,2026-04-19T09:17:46,SELL,MARKET,100,1853.83,COMPLETED
ORD202604190000167,2026-04-19,ACC000526,CUST000357,INS00085,2026-04-19T09:23:21,SELL,LIMIT,10,801.42,COMPLETED
ORD202604190000168,2026-04-19,ACC000664,CUST000085,INS00011,2026-04-19T09:17:48,BUY,MARKET,100,1796.54,COMPLETED
ORD202604190000169,2026-04-19,ACC000328,CUST000494,INS00063,2026-04-19T09:23:27,SELL,LIMIT,50,263.62,CANCELLED
ORD202604190000170,2026-04-19,ACC000025,CUST000421,INS00005,2026-04-19T09:17:50,BUY,MARKET,25,247.80,CANCELLED
ORD202604190000171,2026-04-19,ACC000720,CUST000295,INS00059,2026-04-19T09:17:51,BUY,MARKET,5,1809.60,COMPLETED
ORD202604190000172,2026-04-19,ACC000666,CUST000368,INS00084,2026-04-19T09:23:36,BUY,MARKET,1,1194.38,COMPLETED
ORD202604190000173,2026-04-19,ACC000022,CUST000158,INS00023,2026-04-19T09:23:39,BUY,MARKET,1,2182.63,CANCELLED
ORD202604190000174,2026-04-19,ACC000094,CUST000097,INS00105,2026-04-19T09:17:54,BUY,LIMIT,2,380.33,COMPLETED
ORD202604190000175,2026-04-19,ACC000465,CUST000336,INS00104,2026-04-19T09:17:55,BUY,MARKET,50,859.26,COMPLETED
ORD202604190000176,2026-04-19,ACC000247,CUST000202,INS00043,2026-04-19T09:17:56,BUY,LIMIT,2,395.30,CANCELLED
ORD202604190000177,2026-04-19,ACC000762,CUST000211,INS00022,2026-04-19T09:17:57,BUY,LIMIT,100,675.51,COMPLETED
ORD202604190000178,2026-04-19,ACC000226,CUST000162,INS00003,2026-04-19T09:17:58,BUY,LIMIT,100,304.05,COMPLETED
ORD202604190000179,2026-04-19,ACC000576,CUST000137,INS00089,2026-04-19T09:23:57,BUY,LIMIT,100,1698.58,COMPLETED
ORD202604190000180,2026-04-19,ACC000720,CUST000295,INS00058,2026-04-19T09:24:00,BUY,MARKET,50,665.50,REJECTED
ORD202604190000181,2026-04-19,ACC000255,CUST000425,INS00092,2026-04-19T09:21:02,BUY,LIMIT,100,1515.47,COMPLETED
ORD202604190000182,2026-04-19,ACC000008,CUST000188,INS00072,2026-04-19T09:21:04,BUY,MARKET,10,557.54,REJECTED
ORD202604190000183,2026-04-19,ACC000636,CUST000249,INS00099,2026-04-19T09:18:03,BUY,LIMIT,10,750.25,COMPLETED
ORD202604190000184,2026-04-19,ACC000676,CUST000426,INS00023,2026-04-19T09:24:12,BUY,LIMIT,5,1647.93,COMPLETED
ORD202604190000185,2026-04-19,ACC000386,CUST000344,INS00027,2026-04-19T09:18:05,SELL,MARKET,50,693.15,COMPLETED
ORD202604190000186,2026-04-19,ACC000739,CUST000162,INS00023,2026-04-19T09:18:06,SELL,MARKET,5,1910.92,REJECTED
ORD202604190000187,2026-04-19,ACC000320,CUST000278,INS00093,2026-04-19T09:18:07,SELL,LIMIT,100,1471.37,CANCELLED
ORD202604190000188,2026-04-19,ACC000314,CUST000450,INS00100,2026-04-19T09:24:24,BUY,LIMIT,2,863.58,COMPLETED
ORD202604190000189,2026-04-19,ACC000278,CUST000044,INS00049,2026-04-19T09:21:18,SELL,MARKET,10,287.65,COMPLETED
ORD202604190000190,2026-04-19,ACC000298,CUST000255,INS00119,2026-04-19T09:21:20,SELL,MARKET,100,525.98,COMPLETED
ORD202604190000191,2026-04-19,ACC000492,CUST000053,INS00035,2026-04-19T09:18:11,BUY,LIMIT,10,885.83,REJECTED
ORD202604190000192,2026-04-19,ACC000201,CUST000472,INS00015,2026-04-19T09:18:12,BUY,LIMIT,100,1165.56,COMPLETED
ORD202604190000193,2026-04-19,ACC000225,CUST000086,INS00102,2026-04-19T09:21:26,BUY,LIMIT,5,1438.12,COMPLETED
ORD202604190000194,2026-04-19,ACC000298,CUST000255,INS00076,2026-04-19T09:24:42,SELL,LIMIT,100,2028.33,COMPLETED
ORD202604190000195,2026-04-19,ACC000337,CUST000076,INS00032,2026-04-19T09:18:15,BUY,MARKET,25,1110.09,REJECTED
ORD202604190000196,2026-04-19,ACC000577,CUST000129,INS00006,2026-04-19T09:24:48,BUY,LIMIT,1,2380.10,CANCELLED
ORD202604190000197,2026-04-19,ACC000654,CUST000481,INS00104,2026-04-19T09:24:51,BUY,MARKET,2,1151.57,COMPLETED
ORD202604190000198,2026-04-19,ACC000563,CUST000054,INS00028,2026-04-19T09:18:18,BUY,LIMIT,5,937.16,COMPLETED
ORD202604190000199,2026-04-19,ACC000420,CUST000498,INS00021,2026-04-19T09:21:38,BUY,MARKET,100,2076.06,CANCELLED
ORD202604190000200,2026-04-19,ACC000562,CUST000400,INS00024,2026-04-19T09:21:40,BUY,LIMIT,25,1549.13,COMPLETED
ORD202604190000201,2026-04-19,ACC000732,CUST000182,INS00005,2026-04-19T09:25:03,SELL,MARKET,20,1091.06,REJECTED
