fund_movement_id,business_date,account_id,movement_type,amount,currency_code
FND00000060,2026-04-20,ACC000375,TRADE_SETTLEMENT,80483.50,INR
FND00000061,2026-04-20,ACC000445,TRADE_SETTLEMENT,-19929.80,INR
FND00000062,2026-04-20,ACC000445,DEPOSIT,10000.00,INR
FND00000063,2026-04-20,ACC000665,TRADE_SETTLEMENT,-46042.75,INR
FND00000064,2026-04-20,ACC000665,DEPOSIT,50000.00,INR
FND00000065,2026-04-20,ACC000065,TRADE_SETTLEMENT,-10728.90,INR
FND00000066,2026-04-20,ACC000065,DEPOSIT,25000.00,INR
FND00000067,2026-04-20,ACC000689,TRADE_SETTLEMENT,252.64,INR
FND00000068,2026-04-20,ACC000689,DEPOSIT,5000.00,INR
FND00000069,2026-04-20,ACC000050,TRADE_SETTLEMENT,66275.00,INR
FND00000070,2026-04-20,ACC000156,TRADE_SETTLEMENT,1256.72,INR
FND00000071,2026-04-20,ACC000187,TRADE_SETTLEMENT,2008.78,INR
FND00000072,2026-04-20,ACC000187,DEPOSIT,10000.00,INR
FND00000073,2026-04-20,ACC000183,TRADE_SETTLEMENT,61916.00,INR
FND00000074,2026-04-20,ACC000584,TRADE_SETTLEMENT,-64560.00,INR
FND00000075,2026-04-20,ACC000176,TRADE_SETTLEMENT,-19154.00,INR
FND00000076,2026-04-20,ACC000176,DEPOSIT,50000.00,INR
FND00000077,2026-04-20,ACC000575,TRADE_SETTLEMENT,2077.45,INR
FND00000078,2026-04-20,ACC000575,DEPOSIT,5000.00,INR
FND00000079,2026-04-20,ACC000512,TRADE_SETTLEMENT,-13540.00,INR
FND00000080,2026-04-20,ACC000084,TRADE_SETTLEMENT,-6268.05,INR
FND00000081,2026-04-20,ACC000583,TRADE_SETTLEMENT,-3237.70,INR
FND00000082,2026-04-20,ACC000562,TRADE_SETTLEMENT,367.92,INR
FND00000083,2026-04-20,ACC000308,TRADE_SETTLEMENT,-6427.00,INR
FND00000084,2026-04-20,ACC000573,TRADE_SETTLEMENT,-27098.50,INR
FND00000085,2026-04-20,ACC000512,TRADE_SETTLEMENT,9994.60,INR
FND00000086,2026-04-20,ACC000287,TRADE_SETTLEMENT,-10220.50,INR
FND00000087,2026-04-20,ACC000377,TRADE_SETTLEMENT,-12382.50,INR
FND00000088,2026-04-20,ACC000158,TRADE_SETTLEMENT,4671.70,INR
FND00000089,2026-04-20,ACC000455,TRADE_SETTLEMENT,200591.00,INR
FND00000090,2026-04-20,ACC000566,TRADE_SETTLEMENT,28387.00,INR
FND00000091,2026-04-20,ACC000199,TRADE_SETTLEMENT,18289.00,INR
FND00000092,2026-04-20,ACC000746,TRADE_SETTLEMENT,44946.00,INR
FND00000093,2026-04-20,ACC000796,TRADE_SETTLEMENT,6381.40,INR
FND00000094,2026-04-20,ACC000156,TRADE_SETTLEMENT,41795.75,INR
FND00000095,2026-04-20,ACC000736,TRADE_SETTLEMENT,-42434.00,INR
FND00000096,2026-04-20,ACC000759,TRADE_SETTLEMENT,-4488.86,INR
FND00000097,2026-04-20,ACC000476,TRADE_SETTLEMENT,30676.00,INR
FND00000098,2026-04-20,ACC000369,TRADE_SETTLEMENT,-184718.00,INR
FND00000099,2026-04-20,ACC000735,TRADE_SETTLEMENT,2045.91,INR
FND00000100,2026-04-20,ACC000735,DEPOSIT,5000.00,INR
FND00000101,2026-04-20,ACC000050,TRADE_SETTLEMENT,32596.25,INR
FND00000102,2026-04-20,ACC000531,TRADE_SETTLEMENT,37542.50,INR
FND00000103,2026-04-20,ACC000352,TRADE_SETTLEMENT,-218762.00,INR
FND00000104,2026-04-20,ACC000791,TRADE_SETTLEMENT,-27112.00,INR
FND00000105,2026-04-20,ACC000020,TRADE_SETTLEMENT,8241.80,INR
FND00000106,2026-04-20,ACC000794,TRADE_SETTLEMENT,8260.45,INR
FND00000107,2026-04-20,ACC000778,TRADE_SETTLEMENT,-1772.59,INR
FND00000108,2026-04-20,ACC000778,DEPOSIT,25000.00,INR
FND00000109,2026-04-20,ACC000102,TRADE_SETTLEMENT,18881.30,INR
FND00000110,2026-04-20,ACC000777,TRADE_SETTLEMENT,135424.00,INR
FND00000111,2026-04-20,ACC000032,TRADE_SETTLEMENT,2529.68,INR
FND00000112,2026-04-20,ACC000614,TRADE_SETTLEMENT,529.93,INR
FND00000113,2026-04-20,ACC000174,TRADE_SETTLEMENT,-20125.20,INR
FND00000114,2026-04-20,ACC000174,DEPOSIT,10000.00,INR
FND00000115,2026-04-20,ACC000201,TRADE_SETTLEMENT,-9257.20,INR
FND00000116,2026-04-20,ACC000730,TRADE_SETTLEMENT,-2931.62,INR
FND00000117,2026-04-20,ACC000250,TRADE_SETTLEMENT,22324.00,INR
FND00000118,2026-04-20,ACC000383,TRADE_SETTLEMENT,60104.00,INR
FND00000119,2026-04-20,ACC000435,TRADE_SETTLEMENT,-92420.00,INR
FND00000120,2026-04-20,ACC000406,TRADE_SETTLEMENT,11640.05,INR
FND00000121,2026-04-20,ACC000789,TRADE_SETTLEMENT,3964.52,INR
FND00000122,2026-04-20,ACC000434,TRADE_SETTLEMENT,-60934.50,INR
FND00000123,2026-04-20,ACC000691,TRADE_SETTLEMENT,-23735.50,INR
FND00000124,2026-04-20,ACC000088,TRADE_SETTLEMENT,86143.00,INR
FND00000125,2026-04-20,ACC000766,TRADE_SETTLEMENT,24136.00,INR
FND00000126,2026-04-20,ACC000786,TRADE_SETTLEMENT,-21981.40,INR
FND00000127,2026-04-20,ACC000786,DEPOSIT,10000.00,INR
FND00000128,2026-04-20,ACC000133,TRADE_SETTLEMENT,-11187.50,INR
FND00000129,2026-04-20,ACC000545,TRADE_SETTLEMENT,16481.25,INR
FND00000130,2026-04-20,ACC000374,TRADE_SETTLEMENT,-18828.50,INR
FND00000131,2026-04-20,ACC000127,TRADE_SETTLEMENT,-235.85,INR
FND00000132,2026-04-20,ACC000127,DEPOSIT,5000.00,INR
FND00000133,2026-04-20,ACC000493,TRADE_SETTLEMENT,2161.96,INR
FND00000134,2026-04-20,ACC000215,TRADE_SETTLEMENT,6356.00,INR
FND00000135,2026-04-20,ACC000738,TRADE_SETTLEMENT,-39315.00,INR
FND00000136,2026-04-20,ACC000073,TRADE_SETTLEMENT,-3026.45,INR
FND00000137,2026-04-20,ACC000383,TRADE_SETTLEMENT,3081.96,INR
FND00000138,2026-04-20,ACC000624,TRADE_SETTLEMENT,23632.50,INR
FND00000139,2026-04-20,ACC000152,TRADE_SETTLEMENT,30184.00,INR
FND00000140,2026-04-20,ACC000520,TRADE_SETTLEMENT,10873.00,INR
FND00000141,2026-04-20,ACC000536,TRADE_SETTLEMENT,138146.00,INR
FND00000142,2026-04-20,ACC000215,TRADE_SETTLEMENT,-2202.06,INR
FND00000143,2026-04-20,ACC000215,DEPOSIT,50000.00,INR
FND00000144,2026-04-20,ACC000220,TRADE_SETTLEMENT,-18592.40,INR
FND00000145,2026-04-20,ACC000036,TRADE_SETTLEMENT,-16062.00,INR
FND00000146,2026-04-20,ACC000586,TRADE_SETTLEMENT,33563.00,INR
FND00000147,2026-04-20,ACC000178,TRADE_SETTLEMENT,1408.80,INR
FND00000148,2026-04-20,ACC000244,TRADE_SETTLEMENT,-3923.45,INR
FND00000149,2026-04-20,ACC000700,TRADE_SETTLEMENT,-1859.48,INR
FND00000150,2026-04-20,ACC000204,TRADE_SETTLEMENT,-210663.00,INR
FND00000151,2026-04-20,ACC000591,TRADE_SETTLEMENT,58715.25,INR
FND00000152,2026-04-20,ACC000201,TRADE_SETTLEMENT,1306.46,INR
FND00000153,2026-04-20,ACC000219,TRADE_SETTLEMENT,14098.70,INR
FND00000154,2026-04-20,ACC000222,TRADE_SETTLEMENT,-44890.75,INR
FND00000155,2026-04-20,ACC000222,DEPOSIT,25000.00,INR
FND00000156,2026-04-20,ACC000189,TRADE_SETTLEMENT,-1296.72,INR
FND00000157,2026-04-20,ACC000085,TRADE_SETTLEMENT,1215.85,INR
FND00000158,2026-04-20,ACC000085,DEPOSIT,25000.00,INR
FND00000159,2026-04-20,ACC000782,TRADE_SETTLEMENT,2356.60,INR
FND00000160,2026-04-20,ACC000397,TRADE_SETTLEMENT,-71127.00,INR
FND00000161,2026-04-20,ACC000489,TRADE_SETTLEMENT,9550.60,INR
FND00000162,2026-04-20,ACC000797,TRADE_SETTLEMENT,-9698.25,INR
FND00000163,2026-04-20,ACC000643,TRADE_SETTLEMENT,-2365.04,INR
FND00000164,2026-04-20,ACC000340,TRADE_SETTLEMENT,12340.60,INR
FND00000165,2026-04-20,ACC000302,TRADE_SETTLEMENT,23279.40,INR
FND00000166,2026-04-20,ACC000200,TRADE_SETTLEMENT,10765.50,INR
FND00000167,2026-04-20,ACC000419,TRADE_SETTLEMENT,18751.25,INR
FND00000168,2026-04-20,ACC000419,DEPOSIT,5000.00,INR
FND00000169,2026-04-20,ACC000735,TRADE_SETTLEMENT,19246.20,INR
FND00000170,2026-04-20,ACC000618,TRADE_SETTLEMENT,-16861.00,INR
FND00000171,2026-04-20,ACC000377,TRADE_SETTLEMENT,-1915.10,INR
FND00000172,2026-04-20,ACC000377,DEPOSIT,5000.00,INR
FND00000173,2026-04-20,ACC000532,TRADE_SETTLEMENT,53692.00,INR
FND00000174,2026-04-20,ACC000617,TRADE_SETTLEMENT,4464.38,INR
FND00000175,2026-04-20,ACC000617,DEPOSIT,5000.00,INR
FND00000176,2026-04-20,ACC000668,TRADE_SETTLEMENT,-54437.50,INR
FND00000177,2026-04-20,ACC000270,TRADE_SETTLEMENT,2604.20,INR
FND00000178,2026-04-20,ACC000181,TRADE_SETTLEMENT,-14023.40,INR
FND00000179,2026-04-20,ACC000004,TRADE_SETTLEMENT,1815.36,INR
FND00000180,2026-04-20,ACC000568,TRADE_SETTLEMENT,-3276.30,INR
FND00000181,2026-04-20,ACC000430,TRADE_SETTLEMENT,1128.00,INR
FND00000182,2026-04-20,ACC000430,DEPOSIT,10000.00,INR
FND00000183,2026-04-20,ACC000721,TRADE_SETTLEMENT,2648.95,INR
FND00000184,2026-04-20,ACC000659,TRADE_SETTLEMENT,4406.32,INR
FND00000185,2026-04-20,ACC000031,TRADE_SETTLEMENT,-2336.09,INR
FND00000186,2026-04-20,ACC000614,TRADE_SETTLEMENT,35778.00,INR
FND00000187,2026-04-20,ACC000014,TRADE_SETTLEMENT,10673.00,INR
FND00000188,2026-04-20,ACC000014,DEPOSIT,5000.00,INR
FND00000189,2026-04-20,ACC000241,TRADE_SETTLEMENT,20132.00,INR
FND00000190,2026-04-20,ACC000372,TRADE_SETTLEMENT,40638.00,INR
FND00000191,2026-04-20,ACC000640,TRADE_SETTLEMENT,-11718.00,INR
FND00000192,2026-04-20,ACC000542,TRADE_SETTLEMENT,1687.58,INR
FND00000193,2026-04-20,ACC000596,TRADE_SETTLEMENT,-19426.25,INR
FND00000194,2026-04-20,ACC000462,TRADE_SETTLEMENT,11335.80,INR
FND00000195,2026-04-20,ACC000499,TRADE_SETTLEMENT,-1341.30,INR
FND00000196,2026-04-20,ACC000176,TRADE_SETTLEMENT,14407.00,INR
FND00000197,2026-04-20,ACC000592,TRADE_SETTLEMENT,-984.92,INR
FND00000198,2026-04-20,ACC000093,TRADE_SETTLEMENT,2447.80,INR
FND00000199,2026-04-20,ACC000650,TRADE_SETTLEMENT,-29032.00,INR
FND00000200,2026-04-20,ACC000650,DEPOSIT,5000.00,INR
FND00000201,2026-04-20,ACC000096,TRADE_SETTLEMENT,-109079.00,INR
FND00000202,2026-04-20,ACC000096,DEPOSIT,10000.00,INR
FND00000203,2026-04-20,ACC000576,TRADE_SETTLEMENT,2035.40,INR
FND00000204,2026-04-20,ACC000592,TRADE_SETTLEMENT,-17307.75,INR
FND00000205,2026-04-20,ACC000592,DEPOSIT,5000.00,INR
FND00000206,2026-04-20,ACC000617,TRADE_SETTLEMENT,-4740.42,INR
FND00000207,2026-04-20,ACC000241,TRADE_SETTLEMENT,28793.00,INR
FND00000208,2026-04-20,ACC000337,TRADE_SETTLEMENT,-27339.60,INR
FND00000209,2026-04-20,ACC000025,TRADE_SETTLEMENT,-7721.40,INR
FND00000210,2026-04-20,ACC000071,TRADE_SETTLEMENT,-117513.00,INR
FND00000211,2026-04-20,ACC000056,TRADE_SETTLEMENT,-11511.95,INR
FND00000212,2026-04-20,ACC000574,TRADE_SETTLEMENT,-21445.40,INR
FND00000213,2026-04-20,ACC000476,TRADE_SETTLEMENT,-10356.90,INR
FND00000214,2026-04-20,ACC000536,TRADE_SETTLEMENT,-598.55,INR
FND00000215,2026-04-20,ACC000579,TRADE_SETTLEMENT,-30684.50,INR
FND00000216,2026-04-20,ACC000790,TRADE_SETTLEMENT,51278.50,INR
FND00000217,2026-04-20,ACC000395,TRADE_SETTLEMENT,2083.62,INR
FND00000218,2026-04-20,ACC000211,TRADE_SETTLEMENT,-13840.00,INR
FND00000219,2026-04-20,ACC000211,DEPOSIT,10000.00,INR
FND00000220,2026-04-20,ACC000262,TRADE_SETTLEMENT,4305.16,INR
FND00000221,2026-04-20,ACC000443,TRADE_SETTLEMENT,-19555.50,INR
FND00000222,2026-04-20,ACC000510,TRADE_SETTLEMENT,5269.80,INR
FND00000223,2026-04-20,ACC000235,TRADE_SETTLEMENT,-10525.70,INR
FND00000224,2026-04-20,ACC000467,TRADE_SETTLEMENT,-200949.00,INR
FND00000225,2026-04-20,ACC000625,TRADE_SETTLEMENT,40892.00,INR
FND00000226,2026-04-20,ACC000337,TRADE_SETTLEMENT,-381.80,INR
FND00000227,2026-04-20,ACC000352,TRADE_SETTLEMENT,-157644.00,INR
FND00000228,2026-04-20,ACC000651,TRADE_SETTLEMENT,-39274.25,INR
FND00000229,2026-04-20,ACC000449,TRADE_SETTLEMENT,-22996.90,INR
FND00000230,2026-04-20,ACC000746,TRADE_SETTLEMENT,-10298.40,INR
FND00000231,2026-04-20,ACC000194,TRADE_SETTLEMENT,466.62,INR
FND00000232,2026-04-20,ACC000623,TRADE_SETTLEMENT,2632.24,INR
FND00000233,2026-04-20,ACC000453,TRADE_SETTLEMENT,-8643.25,INR
FND00000234,2026-04-20,ACC000600,TRADE_SETTLEMENT,22641.80,INR
FND00000235,2026-04-20,ACC000632,TRADE_SETTLEMENT,124187.00,INR
FND00000236,2026-04-20,ACC000692,TRADE_SETTLEMENT,106610.50,INR
FND00000237,2026-04-20,ACC000692,DEPOSIT,5000.00,INR
FND00000238,2026-04-20,ACC000636,TRADE_SETTLEMENT,-3453.18,INR
FND00000239,2026-04-20,ACC000759,TRADE_SETTLEMENT,-342.18,INR
FND00000240,2026-04-20,ACC000127,TRADE_SETTLEMENT,85769.00,INR
FND00000241,2026-04-20,ACC000363,TRADE_SETTLEMENT,32749.00,INR
FND00000242,2026-04-20,ACC000406,TRADE_SETTLEMENT,20940.00,INR
FND00000243,2026-04-20,ACC000406,DEPOSIT,5000.00,INR
FND00000244,2026-04-20,ACC000636,TRADE_SETTLEMENT,-6672.75,INR
FND00000245,2026-04-20,ACC000442,TRADE_SETTLEMENT,-1214.45,INR
FND00000246,2026-04-20,ACC000575,TRADE_SETTLEMENT,1071.88,INR
FND00000247,2026-04-20,ACC000560,TRADE_SETTLEMENT,3694.40,INR
FND00000248,2026-04-20,ACC000464,TRADE_SETTLEMENT,-31213.00,INR
FND00000249,2026-04-20,ACC000279,TRADE_SETTLEMENT,-8722.55,INR
FND00000250,2026-04-20,ACC000536,TRADE_SETTLEMENT,1123.82,INR
FND00000251,2026-04-20,ACC000604,TRADE_SETTLEMENT,172587.00,INR
FND00000252,2026-04-20,ACC000604,DEPOSIT,50000.00,INR
FND00000253,2026-04-20,ACC000450,TRADE_SETTLEMENT,11844.40,INR
FND00000254,2026-04-20,ACC000789,TRADE_SETTLEMENT,-19124.50,INR
FND00000255,2026-04-20,ACC000094,TRADE_SETTLEMENT,93585.50,INR
FND00000256,2026-04-20,ACC000464,TRADE_SETTLEMENT,2386.40,INR
FND00000257,2026-04-20,ACC000766,TRADE_SETTLEMENT,2095.91,INR
FND00000258,2026-04-20,ACC000766,DEPOSIT,25000.00,INR
FND00000259,2026-04-20,ACC000215,TRADE_SETTLEMENT,-7614.85,INR
FND00000260,2026-04-20,ACC000747,TRADE_SETTLEMENT,133316.00,INR
FND00000261,2026-04-20,ACC000747,DEPOSIT,10000.00,INR
FND00000262,2026-04-20,ACC000677,TRADE_SETTLEMENT,37039.00,INR
FND00000263,2026-04-20,ACC000677,DEPOSIT,5000.00,INR
FND00000264,2026-04-20,ACC000218,TRADE_SETTLEMENT,-3493.20,INR
FND00000265,2026-04-20,ACC000072,TRADE_SETTLEMENT,2230.22,INR
FND00000266,2026-04-20,ACC000301,TRADE_SETTLEMENT,39979.80,INR
FND00000267,2026-04-20,ACC000312,TRADE_SETTLEMENT,-144402.00,INR
FND00000268,2026-04-20,ACC000244,TRADE_SETTLEMENT,-3005.88,INR
FND00000269,2026-04-20,ACC000300,TRADE_SETTLEMENT,11715.60,INR
FND00000270,2026-04-20,ACC000073,TRADE_SETTLEMENT,1886.15,INR
FND00000271,2026-04-20,ACC000721,TRADE_SETTLEMENT,25837.60,INR
FND00000272,2026-04-20,ACC000596,TRADE_SETTLEMENT,13328.00,INR
FND00000273,2026-04-20,ACC000658,TRADE_SETTLEMENT,-11358.80,INR
FND00000274,2026-04-20,ACC000700,TRADE_SETTLEMENT,113759.00,INR
FND00000275,2026-04-20,ACC000186,TRADE_SETTLEMENT,-10023.50,INR
FND00000276,2026-04-20,ACC000559,TRADE_SETTLEMENT,1324.14,INR
FND00000277,2026-04-20,ACC000559,DEPOSIT,5000.00,INR
FND00000278,2026-04-20,ACC000691,TRADE_SETTLEMENT,9507.05,INR
FND00000279,2026-04-20,ACC000691,DEPOSIT,25000.00,INR
FND00000280,2026-04-20,ACC000017,TRADE_SETTLEMENT,1707.53,INR
FND00000281,2026-04-20,ACC000119,TRADE_SETTLEMENT,-150125.00,INR
FND00000282,2026-04-20,ACC000215,TRADE_SETTLEMENT,4523.10,INR
FND00000283,2026-04-20,ACC000630,TRADE_SETTLEMENT,14383.00,INR
FND00000284,2026-04-20,ACC000762,TRADE_SETTLEMENT,164928.00,INR
FND00000285,2026-04-20,ACC000434,TRADE_SETTLEMENT,-16781.70,INR
FND00000286,2026-04-20,ACC000624,TRADE_SETTLEMENT,-918.80,INR
FND00000287,2026-04-20,ACC000616,TRADE_SETTLEMENT,-3849.96,INR
FND00000288,2026-04-20,ACC000616,DEPOSIT,50000.00,INR
FND00000289,2026-04-20,ACC000306,TRADE_SETTLEMENT,-1873.40,INR
FND00000290,2026-04-20,ACC000646,TRADE_SETTLEMENT,67964.00,INR
FND00000291,2026-04-20,ACC000646,DEPOSIT,25000.00,INR
FND00000292,2026-04-20,ACC000711,TRADE_SETTLEMENT,-2148.28,INR
FND00000293,2026-04-20,ACC000481,TRADE_SETTLEMENT,-28673.50,INR
FND00000294,2026-04-20,ACC000007,TRADE_SETTLEMENT,-121534.00,INR
FND00000295,2026-04-20,ACC000058,TRADE_SETTLEMENT,-41838.50,INR
FND00000296,2026-04-20,ACC000393,TRADE_SETTLEMENT,-1932.90,INR
FND00000297,2026-04-20,ACC000393,DEPOSIT,10000.00,INR
FND00000298,2026-04-20,ACC000418,TRADE_SETTLEMENT,3841.20,INR
FND00000299,2026-04-20,ACC000067,TRADE_SETTLEMENT,2126.95,INR
FND00000300,2026-04-20,ACC000067,DEPOSIT,5000.00,INR
FND00000301,2026-04-20,ACC000051,TRADE_SETTLEMENT,2104.80,INR
FND00000302,2026-04-20,ACC000693,TRADE_SETTLEMENT,18981.10,INR
FND00000303,2026-04-20,ACC000559,TRADE_SETTLEMENT,-43709.00,INR
FND00000304,2026-04-20,ACC000703,TRADE_SETTLEMENT,-2465.92,INR
FND00000305,2026-04-20,ACC000053,TRADE_SETTLEMENT,1806.75,INR
FND00000306,2026-04-20,ACC000053,DEPOSIT,5000.00,INR
FND00000307,2026-04-20,ACC000372,TRADE_SETTLEMENT,-61792.50,INR
FND00000308,2026-04-20,ACC000016,TRADE_SETTLEMENT,18484.00,INR
FND00000309,2026-04-20,ACC000359,TRADE_SETTLEMENT,-49991.00,INR
FND00000310,2026-04-20,ACC000166,TRADE_SETTLEMENT,-15363.50,INR
FND00000311,2026-04-20,ACC000176,TRADE_SETTLEMENT,-16001.70,INR
FND00000312,2026-04-20,ACC000585,TRADE_SETTLEMENT,-10184.20,INR
FND00000313,2026-04-20,ACC000585,DEPOSIT,50000.00,INR
FND00000314,2026-04-20,ACC000130,TRADE_SETTLEMENT,44412.00,INR
FND00000315,2026-04-20,ACC000574,TRADE_SETTLEMENT,35878.20,INR
FND00000316,2026-04-20,ACC000004,TRADE_SETTLEMENT,-75469.00,INR
FND00000317,2026-04-20,ACC000368,TRADE_SETTLEMENT,-5583.85,INR
FND00000318,2026-04-20,ACC000384,TRADE_SETTLEMENT,22846.00,INR
FND00000319,2026-04-20,ACC000208,TRADE_SETTLEMENT,-89297.50,INR
FND00000320,2026-04-20,ACC000372,TRADE_SETTLEMENT,10644.85,INR
FND00000321,2026-04-20,ACC000372,DEPOSIT,10000.00,INR
FND00000322,2026-04-20,ACC000340,TRADE_SETTLEMENT,60091.50,INR
FND00000323,2026-04-20,ACC000271,TRADE_SETTLEMENT,1144.96,INR
FND00000324,2026-04-20,ACC000314,TRADE_SETTLEMENT,-108807.00,INR
FND00000325,2026-04-20,ACC000113,TRADE_SETTLEMENT,-4338.88,INR
FND00000326,2026-04-20,ACC000553,TRADE_SETTLEMENT,-26746.00,INR
FND00000327,2026-04-20,ACC000493,TRADE_SETTLEMENT,-7170.90,INR
FND00000328,2026-04-20,ACC000335,TRADE_SETTLEMENT,-2322.42,INR
FND00000329,2026-04-20,ACC000050,TRADE_SETTLEMENT,52026.00,INR
FND00000330,2026-04-20,ACC000721,TRADE_SETTLEMENT,1416.77,INR
FND00000331,2026-04-20,ACC000761,TRADE_SETTLEMENT,-69509.00,INR
FND00000332,2026-04-20,ACC000761,DEPOSIT,50000.00,INR
FND00000333,2026-04-20,ACC000122,TRADE_SETTLEMENT,-36306.20,INR
FND00000334,2026-04-20,ACC000122,DEPOSIT,10000.00,INR
FND00000335,2026-04-20,ACC000222,TRADE_SETTLEMENT,885.11,INR
FND00000336,2026-04-20,ACC000458,TRADE_SETTLEMENT,-7371.30,INR
FND00000337,2026-04-20,ACC000458,DEPOSIT,50000.00,INR
FND00000338,2026-04-20,ACC000248,TRADE_SETTLEMENT,-17549.25,INR
FND00000339,2026-04-20,ACC000759,TRADE_SETTLEMENT,24436.00,INR
FND00000340,2026-04-20,ACC000754,TRADE_SETTLEMENT,-1204.67,INR
FND00000341,2026-04-20,ACC000555,TRADE_SETTLEMENT,12164.90,INR
FND00000342,2026-04-20,ACC000026,TRADE_SETTLEMENT,34460.50,INR
FND00000343,2026-04-20,ACC000680,TRADE_SETTLEMENT,-235853.00,INR
FND00000344,2026-04-20,ACC000525,TRADE_SETTLEMENT,2946.80,INR
