trade_id,business_date,order_id,account_id,customer_id,instrument_id,trade_side,trade_timestamp,executed_quantity,executed_price,brokerage_fee,tax_amount
TRD00000031,2026-04-20,ORD202604200000046,ACC000399,CUST000028,INS00008,BUY,2026-04-20T09:16:47,25,2391.16,17.93,10.76
TRD00000032,2026-04-20,ORD202604200000048,ACC000056,CUST000436,INS00106,SELL,2026-04-20T09:16:55,100,1794.30,53.83,32.30
TRD00000033,2026-04-20,ORD202604200000049,ACC000305,CUST000131,INS00063,SELL,2026-04-20T09:17:03,20,1413.99,8.48,5.09
TRD00000034,2026-04-20,ORD202604200000051,ACC000122,CUST000469,INS00085,BUY,2026-04-20T09:17:11,100,1933.63,58.01,34.81
TRD00000035,2026-04-20,ORD202604200000052,ACC000373,CUST000012,INS00073,BUY,2026-04-20T09:17:40,50,879.69,13.20,7.92
TRD00000036,2026-04-20,ORD202604200000054,ACC000056,CUST000436,INS00057,SELL,2026-04-20T09:17:28,1,251.33,5.00,0.05
TRD00000037,2026-04-20,ORD202604200000057,ACC000338,CUST000203,INS00043,SELL,2026-04-20T09:17:07,5,1540.07,5.00,1.39
TRD00000038,2026-04-20,ORD202604200000059,ACC000033,CUST000248,INS00051,SELL,2026-04-20T09:16:10,10,594.48,5.00,1.07
TRD00000039,2026-04-20,ORD202604200000062,ACC000071,CUST000233,INS00032,BUY,2026-04-20T09:18:10,10,2380.13,7.14,4.28
TRD00000040,2026-04-20,ORD202604200000063,ACC000396,CUST000281,INS00037,SELL,2026-04-20T09:17:43,2,1333.02,5.00,0.48
TRD00000041,2026-04-20,ORD202604200000064,ACC000079,CUST000461,INS00086,BUY,2026-04-20T09:16:26,5,1655.17,5.00,1.49
TRD00000042,2026-04-20,ORD202604200000065,ACC000762,CUST000211,INS00070,BUY,2026-04-20T09:18:29,1,1760.38,5.00,0.32
TRD00000043,2026-04-20,ORD202604200000067,ACC000576,CUST000137,INS00044,SELL,2026-04-20T09:17:22,100,995.07,29.85,17.91
TRD00000044,2026-04-20,ORD202604200000069,ACC000280,CUST000266,INS00046,BUY,2026-04-20T09:17:26,2,362.06,5.00,0.13
TRD00000045,2026-04-20,ORD202604200000071,ACC000269,CUST000197,INS00089,BUY,2026-04-20T09:18:00,10,547.68,5.00,0.99
TRD00000046,2026-04-20,ORD202604200000073,ACC000516,CUST000152,INS00033,SELL,2026-04-20T09:18:07,1,1100.59,5.00,0.20
TRD00000047,2026-04-20,ORD202604200000074,ACC000383,CUST000114,INS00092,BUY,2026-04-20T09:17:53,2,857.99,5.00,0.31
TRD00000048,2026-04-20,ORD202604200000075,ACC000598,CUST000114,INS00021,SELL,2026-04-20T09:18:58,2,2250.95,5.00,0.81
TRD00000049,2026-04-20,ORD202604200000076,ACC000350,CUST000182,INS00085,SELL,2026-04-20T09:16:22,5,1167.51,5.00,1.05
TRD00000050,2026-04-20,ORD202604200000077,ACC000383,CUST000114,INS00007,SELL,2026-04-20T09:18:04,50,1416.83,21.25,12.75
TRD00000051,2026-04-20,ORD202604200000080,ACC000412,CUST000386,INS00107,SELL,2026-04-20T09:19:27,25,2263.16,16.97,10.18
TRD00000052,2026-04-20,ORD202604200000081,ACC000375,CUST000361,INS00041,SELL,2026-04-20T09:17:57,50,1609.67,24.15,14.49
TRD00000053,2026-04-20,ORD202604200000082,ACC000445,CUST000204,INS00019,BUY,2026-04-20T09:17:48,10,1992.98,5.98,3.59
TRD00000054,2026-04-20,ORD202604200000085,ACC000665,CUST000077,INS00077,BUY,2026-04-20T09:17:57,25,1841.71,13.81,8.29
TRD00000055,2026-04-20,ORD202604200000086,ACC000065,CUST000299,INS00096,BUY,2026-04-20T09:16:58,10,1072.89,5.00,1.93
TRD00000056,2026-04-20,ORD202604200000087,ACC000689,CUST000069,INS00090,SELL,2026-04-20T09:18:09,1,252.64,5.00,0.05
TRD00000057,2026-04-20,ORD202604200000088,ACC000050,CUST000331,INS00107,SELL,2026-04-20T09:19:28,100,662.75,19.88,11.93
TRD00000058,2026-04-20,ORD202604200000089,ACC000156,CUST000405,INS00053,SELL,2026-04-20T09:19:38,2,628.36,5.00,0.23
TRD00000059,2026-04-20,ORD202604200000090,ACC000187,CUST000478,INS00103,SELL,2026-04-20T09:18:14,2,1004.39,5.00,0.36
TRD00000060,2026-04-20,ORD202604200000092,ACC000183,CUST000161,INS00098,SELL,2026-04-20T09:18:31,50,1238.32,18.57,11.14
TRD00000061,2026-04-20,ORD202604200000093,ACC000584,CUST000318,INS00117,BUY,2026-04-20T09:18:26,50,1291.20,19.37,11.62
TRD00000062,2026-04-20,ORD202604200000097,ACC000176,CUST000223,INS00090,BUY,2026-04-20T09:17:18,50,383.08,5.75,3.45
TRD00000063,2026-04-20,ORD202604200000098,ACC000575,CUST000196,INS00025,SELL,2026-04-20T09:20:33,5,415.49,5.00,0.37
TRD00000064,2026-04-20,ORD202604200000099,ACC000512,CUST000121,INS00051,BUY,2026-04-20T09:16:45,50,270.80,5.00,2.44
TRD00000065,2026-04-20,ORD202604200000102,ACC000084,CUST000033,INS00045,BUY,2026-04-20T09:20:29,5,1253.61,5.00,1.13
TRD00000066,2026-04-20,ORD202604200000104,ACC000583,CUST000028,INS00033,BUY,2026-04-20T09:19:04,5,647.54,5.00,0.58
TRD00000067,2026-04-20,ORD202604200000105,ACC000562,CUST000400,INS00076,SELL,2026-04-20T09:16:51,1,367.92,5.00,0.07
TRD00000068,2026-04-20,ORD202604200000107,ACC000308,CUST000472,INS00104,BUY,2026-04-20T09:17:07,50,128.54,5.00,1.16
TRD00000069,2026-04-20,ORD202604200000108,ACC000573,CUST000383,INS00025,BUY,2026-04-20T09:19:04,25,1083.94,8.13,4.88
TRD00000070,2026-04-20,ORD202604200000109,ACC000512,CUST000121,INS00051,SELL,2026-04-20T09:17:02,20,499.73,5.00,1.80
TRD00000071,2026-04-20,ORD202604200000112,ACC000287,CUST000035,INS00096,BUY,2026-04-20T09:18:53,25,408.82,5.00,1.84
TRD00000072,2026-04-20,ORD202604200000120,ACC000377,CUST000406,INS00004,BUY,2026-04-20T09:21:32,10,1238.25,5.00,2.23
TRD00000073,2026-04-20,ORD202604200000121,ACC000158,CUST000119,INS00085,SELL,2026-04-20T09:17:10,10,467.17,5.00,0.84
TRD00000074,2026-04-20,ORD202604200000122,ACC000455,CUST000413,INS00054,SELL,2026-04-20T09:21:42,100,2005.91,60.18,36.11
TRD00000075,2026-04-20,ORD202604200000128,ACC000566,CUST000071,INS00110,SELL,2026-04-20T09:21:42,25,1135.48,8.52,5.11
TRD00000076,2026-04-20,ORD202604200000129,ACC000199,CUST000192,INS00091,SELL,2026-04-20T09:21:42,50,365.78,5.49,3.29
TRD00000077,2026-04-20,ORD202604200000132,ACC000746,CUST000346,INS00069,SELL,2026-04-20T09:22:18,50,898.92,13.48,8.09
TRD00000078,2026-04-20,ORD202604200000135,ACC000796,CUST000392,INS00100,SELL,2026-04-20T09:19:57,20,319.07,5.00,1.15
TRD00000079,2026-04-20,ORD202604200000136,ACC000156,CUST000405,INS00072,SELL,2026-04-20T09:22:04,25,1671.83,12.54,7.52
TRD00000080,2026-04-20,ORD202604200000137,ACC000736,CUST000183,INS00006,BUY,2026-04-20T09:18:01,100,424.34,12.73,7.64
TRD00000081,2026-04-20,ORD202604200000138,ACC000759,CUST000417,INS00071,BUY,2026-04-20T09:22:03,2,2244.43,5.00,0.81
TRD00000082,2026-04-20,ORD202604200000142,ACC000476,CUST000028,INS00052,SELL,2026-04-20T09:22:12,25,1227.04,9.20,5.52
TRD00000083,2026-04-20,ORD202604200000145,ACC000369,CUST000252,INS00055,BUY,2026-04-20T09:20:03,100,1847.18,55.42,33.25
TRD00000084,2026-04-20,ORD202604200000146,ACC000735,CUST000106,INS00016,SELL,2026-04-20T09:17:44,1,2045.91,5.00,0.37
TRD00000085,2026-04-20,ORD202604200000148,ACC000050,CUST000331,INS00073,SELL,2026-04-20T09:17:54,25,1303.85,9.78,5.87
TRD00000086,2026-04-20,ORD202604200000149,ACC000531,CUST000024,INS00016,SELL,2026-04-20T09:17:55,25,1501.70,11.26,6.76
TRD00000087,2026-04-20,ORD202604200000151,ACC000352,CUST000318,INS00051,BUY,2026-04-20T09:23:13,100,2187.62,65.63,39.38
TRD00000088,2026-04-20,ORD202604200000154,ACC000791,CUST000393,INS00049,BUY,2026-04-20T09:17:48,100,271.12,8.13,4.88
TRD00000089,2026-04-20,ORD202604200000155,ACC000020,CUST000289,INS00045,SELL,2026-04-20T09:20:36,20,412.09,5.00,1.48
TRD00000090,2026-04-20,ORD202604200000157,ACC000794,CUST000200,INS00038,SELL,2026-04-20T09:17:44,5,1652.09,5.00,1.49
TRD00000091,2026-04-20,ORD202604200000158,ACC000778,CUST000477,INS00058,BUY,2026-04-20T09:18:17,1,1772.59,5.00,0.32
TRD00000092,2026-04-20,ORD202604200000160,ACC000102,CUST000155,INS00115,SELL,2026-04-20T09:23:18,10,1888.13,5.66,3.40
TRD00000093,2026-04-20,ORD202604200000161,ACC000777,CUST000135,INS00079,SELL,2026-04-20T09:20:48,100,1354.24,40.63,24.38
TRD00000094,2026-04-20,ORD202604200000162,ACC000032,CUST000182,INS00068,SELL,2026-04-20T09:18:02,2,1264.84,5.00,0.46
TRD00000095,2026-04-20,ORD202604200000163,ACC000614,CUST000037,INS00091,SELL,2026-04-20T09:23:18,1,529.93,5.00,0.10
TRD00000096,2026-04-20,ORD202604200000165,ACC000174,CUST000195,INS00029,BUY,2026-04-20T09:20:32,10,2012.52,6.04,3.62
TRD00000097,2026-04-20,ORD202604200000167,ACC000201,CUST000472,INS00091,BUY,2026-04-20T09:18:24,5,1851.44,5.00,1.67
TRD00000098,2026-04-20,ORD202604200000170,ACC000730,CUST000148,INS00062,BUY,2026-04-20T09:24:07,2,1465.81,5.00,0.53
TRD00000099,2026-04-20,ORD202604200000171,ACC000250,CUST000384,INS00049,SELL,2026-04-20T09:18:21,25,892.96,6.70,4.02
TRD00000100,2026-04-20,ORD202604200000172,ACC000383,CUST000114,INS00074,SELL,2026-04-20T09:18:33,50,1202.08,18.03,10.82
TRD00000101,2026-04-20,ORD202604200000173,ACC000435,CUST000432,INS00030,BUY,2026-04-20T09:20:51,100,924.20,27.73,16.64
TRD00000102,2026-04-20,ORD202604200000174,ACC000406,CUST000150,INS00087,SELL,2026-04-20T09:24:02,5,2328.01,5.00,2.10
TRD00000103,2026-04-20,ORD202604200000175,ACC000789,CUST000147,INS00007,SELL,2026-04-20T09:18:09,2,1982.26,5.00,0.71
TRD00000104,2026-04-20,ORD202604200000176,ACC000434,CUST000173,INS00095,BUY,2026-04-20T09:24:02,50,1218.69,18.28,10.97
TRD00000105,2026-04-20,ORD202604200000179,ACC000691,CUST000097,INS00095,BUY,2026-04-20T09:21:13,10,2373.55,7.12,4.27
TRD00000106,2026-04-20,ORD202604200000180,ACC000088,CUST000042,INS00023,SELL,2026-04-20T09:18:17,100,861.43,25.84,15.51
TRD00000107,2026-04-20,ORD202604200000187,ACC000766,CUST000324,INS00045,SELL,2026-04-20T09:21:55,20,1206.80,7.24,4.34
TRD00000108,2026-04-20,ORD202604200000188,ACC000786,CUST000247,INS00112,BUY,2026-04-20T09:24:54,10,2198.14,6.59,3.96
TRD00000109,2026-04-20,ORD202604200000189,ACC000133,CUST000212,INS00099,BUY,2026-04-20T09:25:01,5,2237.50,5.00,2.01
TRD00000110,2026-04-20,ORD202604200000190,ACC000545,CUST000286,INS00024,SELL,2026-04-20T09:24:32,25,659.25,5.00,2.97
TRD00000111,2026-04-20,ORD202604200000191,ACC000374,CUST000434,INS00044,BUY,2026-04-20T09:24:57,25,753.14,5.65,3.39
TRD00000112,2026-04-20,ORD202604200000192,ACC000127,CUST000336,INS00034,BUY,2026-04-20T09:22:00,1,235.85,5.00,0.04
TRD00000113,2026-04-20,ORD202604200000195,ACC000493,CUST000034,INS00057,SELL,2026-04-20T09:18:37,2,1080.98,5.00,0.39
TRD00000114,2026-04-20,ORD202604200000196,ACC000215,CUST000167,INS00100,SELL,2026-04-20T09:25:05,25,254.24,5.00,1.14
TRD00000115,2026-04-20,ORD202604200000197,ACC000738,CUST000491,INS00041,BUY,2026-04-20T09:22:11,50,786.30,11.79,7.08
TRD00000116,2026-04-20,ORD202604200000198,ACC000073,CUST000349,INS00088,BUY,2026-04-20T09:25:20,5,605.29,5.00,0.54
TRD00000117,2026-04-20,ORD202604200000203,ACC000383,CUST000114,INS00074,SELL,2026-04-20T09:22:00,2,1540.98,5.00,0.55
TRD00000118,2026-04-20,ORD202604200000207,ACC000624,CUST000455,INS00079,SELL,2026-04-20T09:19:12,50,472.65,7.09,4.25
TRD00000119,2026-04-20,ORD202604200000210,ACC000152,CUST000009,INS00057,SELL,2026-04-20T09:26:05,20,1509.20,9.06,5.43
TRD00000120,2026-04-20,ORD202604200000211,ACC000520,CUST000340,INS00115,SELL,2026-04-20T09:18:33,5,2174.60,5.00,1.96
TRD00000121,2026-04-20,ORD202604200000212,ACC000536,CUST000430,INS00081,SELL,2026-04-20T09:22:06,100,1381.46,41.44,24.87
TRD00000122,2026-04-20,ORD202604200000213,ACC000215,CUST000167,INS00117,BUY,2026-04-20T09:25:54,2,1101.03,5.00,0.40
TRD00000123,2026-04-20,ORD202604200000214,ACC000220,CUST000069,INS00115,BUY,2026-04-20T09:22:48,10,1859.24,5.58,3.35
TRD00000124,2026-04-20,ORD202604200000216,ACC000036,CUST000246,INS00022,BUY,2026-04-20T09:25:58,10,1606.20,5.00,2.89
TRD00000125,2026-04-20,ORD202604200000217,ACC000586,CUST000280,INS00056,SELL,2026-04-20T09:19:22,100,335.63,10.07,6.04
TRD00000126,2026-04-20,ORD202604200000218,ACC000178,CUST000370,INS00064,SELL,2026-04-20T09:22:38,2,704.40,5.00,0.25
TRD00000127,2026-04-20,ORD202604200000219,ACC000244,CUST000493,INS00073,BUY,2026-04-20T09:18:56,5,784.69,5.00,0.71
TRD00000128,2026-04-20,ORD202604200000220,ACC000700,CUST000438,INS00086,BUY,2026-04-20T09:26:27,2,929.74,5.00,0.33
TRD00000129,2026-04-20,ORD202604200000221,ACC000204,CUST000370,INS00015,BUY,2026-04-20T09:18:49,100,2106.63,63.20,37.92
TRD00000130,2026-04-20,ORD202604200000222,ACC000591,CUST000239,INS00022,SELL,2026-04-20T09:22:39,25,2348.61,17.61,10.57
TRD00000131,2026-04-20,ORD202604200000223,ACC000201,CUST000472,INS00036,SELL,2026-04-20T09:19:10,2,653.23,5.00,0.24
TRD00000132,2026-04-20,ORD202604200000225,ACC000219,CUST000362,INS00101,SELL,2026-04-20T09:19:20,10,1409.87,5.00,2.54
TRD00000133,2026-04-20,ORD202604200000227,ACC000222,CUST000199,INS00108,BUY,2026-04-20T09:19:02,25,1795.63,13.47,8.08
TRD00000134,2026-04-20,ORD202604200000229,ACC000189,CUST000108,INS00076,BUY,2026-04-20T09:19:20,1,1296.72,5.00,0.23
TRD00000135,2026-04-20,ORD202604200000232,ACC000085,CUST000017,INS00079,SELL,2026-04-20T09:23:17,1,1215.85,5.00,0.22
TRD00000136,2026-04-20,ORD202604200000233,ACC000782,CUST000240,INS00014,SELL,2026-04-20T09:27:23,2,1178.30,5.00,0.42
TRD00000137,2026-04-20,ORD202604200000237,ACC000397,CUST000315,INS00109,BUY,2026-04-20T09:26:58,100,711.27,21.34,12.80
TRD00000138,2026-04-20,ORD202604200000239,ACC000489,CUST000457,INS00108,SELL,2026-04-20T09:23:22,5,1910.12,5.00,1.72
TRD00000139,2026-04-20,ORD202604200000240,ACC000797,CUST000333,INS00032,BUY,2026-04-20T09:23:14,25,387.93,5.00,1.75
TRD00000140,2026-04-20,ORD202604200000243,ACC000643,CUST000440,INS00067,BUY,2026-04-20T09:27:25,2,1182.52,5.00,0.43
TRD00000141,2026-04-20,ORD202604200000244,ACC000340,CUST000285,INS00044,SELL,2026-04-20T09:27:24,10,1234.06,5.00,2.22
TRD00000142,2026-04-20,ORD202604200000245,ACC000302,CUST000500,INS00002,SELL,2026-04-20T09:27:27,10,2327.94,6.98,4.19
TRD00000143,2026-04-20,ORD202604200000246,ACC000200,CUST000013,INS00095,SELL,2026-04-20T09:19:17,50,215.31,5.00,1.94
TRD00000144,2026-04-20,ORD202604200000248,ACC000419,CUST000487,INS00059,SELL,2026-04-20T09:28:00,25,750.05,5.63,3.38
TRD00000145,2026-04-20,ORD202604200000250,ACC000735,CUST000106,INS00009,SELL,2026-04-20T09:27:39,20,962.31,5.77,3.46
TRD00000146,2026-04-20,ORD202604200000251,ACC000618,CUST000024,INS00030,BUY,2026-04-20T09:28:01,50,337.22,5.06,3.03
TRD00000147,2026-04-20,ORD202604200000254,ACC000377,CUST000406,INS00114,BUY,2026-04-20T09:28:23,10,191.51,5.00,0.34
TRD00000148,2026-04-20,ORD202604200000256,ACC000532,CUST000361,INS00041,SELL,2026-04-20T09:23:58,100,536.92,16.11,9.66
TRD00000149,2026-04-20,ORD202604200000258,ACC000617,CUST000004,INS00120,SELL,2026-04-20T09:23:41,2,2232.19,5.00,0.80
TRD00000150,2026-04-20,ORD202604200000260,ACC000668,CUST000346,INS00098,BUY,2026-04-20T09:28:44,25,2177.50,16.33,9.80
TRD00000151,2026-04-20,ORD202604200000262,ACC000270,CUST000161,INS00060,SELL,2026-04-20T09:24:05,10,260.42,5.00,0.47
TRD00000152,2026-04-20,ORD202604200000264,ACC000181,CUST000226,INS00056,BUY,2026-04-20T09:28:15,20,701.17,5.00,2.52
TRD00000153,2026-04-20,ORD202604200000265,ACC000004,CUST000111,INS00001,SELL,2026-04-20T09:24:26,1,1815.36,5.00,0.33
TRD00000154,2026-04-20,ORD202604200000266,ACC000568,CUST000108,INS00006,BUY,2026-04-20T09:28:35,5,655.26,5.00,0.59
TRD00000155,2026-04-20,ORD202604200000267,ACC000430,CUST000089,INS00100,SELL,2026-04-20T09:28:56,1,1128.00,5.00,0.20
TRD00000156,2026-04-20,ORD202604200000268,ACC000721,CUST000260,INS00095,SELL,2026-04-20T09:19:40,5,529.79,5.00,0.48
TRD00000157,2026-04-20,ORD202604200000272,ACC000659,CUST000297,INS00117,SELL,2026-04-20T09:29:15,2,2203.16,5.00,0.79
TRD00000158,2026-04-20,ORD202604200000275,ACC000031,CUST000490,INS00033,BUY,2026-04-20T09:24:29,1,2336.09,5.00,0.42
TRD00000159,2026-04-20,ORD202604200000278,ACC000614,CUST000037,INS00074,SELL,2026-04-20T09:29:14,100,357.78,10.73,6.44
TRD00000160,2026-04-20,ORD202604200000279,ACC000014,CUST000021,INS00053,SELL,2026-04-20T09:29:13,20,533.65,5.00,1.92
TRD00000161,2026-04-20,ORD202604200000281,ACC000241,CUST000292,INS00109,SELL,2026-04-20T09:19:45,100,201.32,6.04,3.62
TRD00000162,2026-04-20,ORD202604200000283,ACC000372,CUST000175,INS00114,SELL,2026-04-20T09:25:01,100,406.38,12.19,7.31
TRD00000163,2026-04-20,ORD202604200000284,ACC000640,CUST000431,INS00115,BUY,2026-04-20T09:25:07,5,2343.60,5.00,2.11
TRD00000164,2026-04-20,ORD202604200000285,ACC000542,CUST000411,INS00089,SELL,2026-04-20T09:29:31,2,843.79,5.00,0.30
TRD00000165,2026-04-20,ORD202604200000288,ACC000596,CUST000267,INS00052,BUY,2026-04-20T09:20:29,25,777.05,5.83,3.50
TRD00000166,2026-04-20,ORD202604200000290,ACC000462,CUST000336,INS00029,SELL,2026-04-20T09:25:07,5,2267.16,5.00,2.04
TRD00000167,2026-04-20,ORD202604200000291,ACC000499,CUST000188,INS00071,BUY,2026-04-20T09:25:11,2,670.65,5.00,0.24
TRD00000168,2026-04-20,ORD202604200000294,ACC000176,CUST000223,INS00004,SELL,2026-04-20T09:24:59,100,144.07,5.00,2.59
TRD00000169,2026-04-20,ORD202604200000298,ACC000592,CUST000476,INS00004,BUY,2026-04-20T09:30:03,1,984.92,5.00,0.18
TRD00000170,2026-04-20,ORD202604200000299,ACC000093,CUST000127,INS00047,SELL,2026-04-20T09:20:38,2,1223.90,5.00,0.44
TRD00000171,2026-04-20,ORD202604200000300,ACC000650,CUST000238,INS00113,BUY,2026-04-20T09:20:34,20,1451.60,8.71,5.23
TRD00000172,2026-04-20,ORD202604200000302,ACC000096,CUST000106,INS00080,BUY,2026-04-20T09:20:34,100,1090.79,32.72,19.63
TRD00000173,2026-04-20,ORD202604200000303,ACC000576,CUST000137,INS00098,SELL,2026-04-20T09:25:24,2,1017.70,5.00,0.37
TRD00000174,2026-04-20,ORD202604200000304,ACC000592,CUST000476,INS00099,BUY,2026-04-20T09:30:40,25,692.31,5.19,3.12
TRD00000175,2026-04-20,ORD202604200000305,ACC000617,CUST000004,INS00006,BUY,2026-04-20T09:25:12,2,2370.21,5.00,0.85
TRD00000176,2026-04-20,ORD202604200000306,ACC000241,CUST000292,INS00075,SELL,2026-04-20T09:31:02,100,287.93,8.64,5.18
TRD00000177,2026-04-20,ORD202604200000307,ACC000337,CUST000076,INS00058,BUY,2026-04-20T09:25:56,20,1366.98,8.20,4.92
TRD00000178,2026-04-20,ORD202604200000310,ACC000025,CUST000421,INS00025,BUY,2026-04-20T09:20:46,10,772.14,5.00,1.39
TRD00000179,2026-04-20,ORD202604200000311,ACC000071,CUST000233,INS00044,BUY,2026-04-20T09:30:59,50,2350.26,35.25,21.15
TRD00000180,2026-04-20,ORD202604200000312,ACC000056,CUST000436,INS00082,BUY,2026-04-20T09:20:25,5,2302.39,5.00,2.07
TRD00000181,2026-04-20,ORD202604200000313,ACC000574,CUST000414,INS00073,BUY,2026-04-20T09:20:53,20,1072.27,6.43,3.86
TRD00000182,2026-04-20,ORD202604200000315,ACC000476,CUST000028,INS00073,BUY,2026-04-20T09:26:05,10,1035.69,5.00,1.86
TRD00000183,2026-04-20,ORD202604200000317,ACC000536,CUST000430,INS00001,BUY,2026-04-20T09:31:33,5,119.71,5.00,0.11
TRD00000184,2026-04-20,ORD202604200000319,ACC000579,CUST000053,INS00051,BUY,2026-04-20T09:21:02,25,1227.38,9.21,5.52
TRD00000185,2026-04-20,ORD202604200000320,ACC000790,CUST000473,INS00080,SELL,2026-04-20T09:31:22,25,2051.14,15.38,9.23
TRD00000186,2026-04-20,ORD202604200000321,ACC000395,CUST000088,INS00084,SELL,2026-04-20T09:31:23,2,1041.81,5.00,0.38
TRD00000187,2026-04-20,ORD202604200000322,ACC000211,CUST000015,INS00113,BUY,2026-04-20T09:20:32,25,553.60,5.00,2.49
TRD00000188,2026-04-20,ORD202604200000324,ACC000262,CUST000463,INS00053,SELL,2026-04-20T09:25:57,2,2152.58,5.00,0.77
TRD00000189,2026-04-20,ORD202604200000325,ACC000443,CUST000017,INS00070,BUY,2026-04-20T09:31:39,50,391.11,5.87,3.52
TRD00000190,2026-04-20,ORD202604200000329,ACC000510,CUST000361,INS00049,SELL,2026-04-20T09:26:40,10,526.98,5.00,0.95
TRD00000191,2026-04-20,ORD202604200000330,ACC000235,CUST000280,INS00018,BUY,2026-04-20T09:21:09,10,1052.57,5.00,1.89
TRD00000192,2026-04-20,ORD202604200000332,ACC000467,CUST000363,INS00082,BUY,2026-04-20T09:20:48,100,2009.49,60.28,36.17
TRD00000193,2026-04-20,ORD202604200000335,ACC000625,CUST000284,INS00029,SELL,2026-04-20T09:32:06,25,1635.68,12.27,7.36
