order_id,business_date,account_id,customer_id,instrument_id,order_timestamp,order_side,order_type,ordered_quantity,limit_price,order_status
ORD202604200000026,2026-04-20,ACC000054,CUST000005,INS00050,2026-04-20T09:15:52,BUY,MARKET,25,140.42,COMPLETED
ORD202604200000027,2026-04-20,ACC000481,CUST000162,INS00075,2026-04-20T09:15:27,BUY,MARKET,1,353.42,COMPLETED
ORD202604200000028,2026-04-20,ACC000268,CUST000356,INS00011,2026-04-20T09:15:28,SELL,LIMIT,50,220.55,COMPLETED
ORD202604200000029,2026-04-20,ACC000238,CUST000398,INS00072,2026-04-20T09:15:29,BUY,MARKET,50,1919.38,COMPLETED
ORD202604200000030,2026-04-20,ACC000088,CUST000042,INS00071,2026-04-20T09:16:30,SELL,LIMIT,50,2145.93,REJECTED
ORD202604200000031,2026-04-20,ACC000206,CUST000435,INS00048,2026-04-20T09:16:33,SELL,LIMIT,1,2059.06,CANCELLED
ORD202604200000032,2026-04-20,ACC000692,CUST000268,INS00113,2026-04-20T09:16:04,BUY,MARKET,20,493.75,COMPLETED
ORD202604200000033,2026-04-20,ACC000377,CUST000406,INS00108,2026-04-20T09:16:39,SELL,LIMIT,20,431.03,COMPLETED
ORD202604200000034,2026-04-20,ACC000305,CUST000131,INS00108,2026-04-20T09:16:42,SELL,LIMIT,100,506.64,COMPLETED
ORD202604200000035,2026-04-20,ACC000795,CUST000041,INS00048,2026-04-20T09:16:45,SELL,LIMIT,5,1302.91,REJECTED
ORD202604200000036,2026-04-20,ACC000628,CUST000109,INS00042,2026-04-20T09:16:48,BUY,MARKET,100,1710.37,CANCELLED
ORD202604200000037,2026-04-20,ACC000314,CUST000450,INS00004,2026-04-20T09:16:14,SELL,MARKET,25,836.81,REJECTED
ORD202604200000038,2026-04-20,ACC000539,CUST000124,INS00057,2026-04-20T09:15:38,SELL,LIMIT,50,156.18,COMPLETED
ORD202604200000039,2026-04-20,ACC000300,CUST000395,INS00078,2026-04-20T09:15:39,BUY,LIMIT,20,1783.86,COMPLETED
ORD202604200000040,2026-04-20,ACC000314,CUST000450,INS00073,2026-04-20T09:17:00,SELL,MARKET,1,2343.55,CANCELLED
ORD202604200000041,2026-04-20,ACC000198,CUST000051,INS00068,2026-04-20T09:17:03,SELL,LIMIT,25,1869.90,REJECTED
ORD202604200000042,2026-04-20,ACC000586,CUST000280,INS00092,2026-04-20T09:16:24,SELL,LIMIT,1,2068.48,COMPLETED
ORD202604200000043,2026-04-20,ACC000641,CUST000237,INS00117,2026-04-20T09:15:43,SELL,MARKET,50,158.97,COMPLETED
ORD202604200000044,2026-04-20,ACC000130,CUST000369,INS00008,2026-04-20T09:15:44,BUY,MARKET,2,1260.93,CANCELLED
ORD202604200000045,2026-04-20,ACC000520,CUST000340,INS00040,2026-04-20T09:16:30,BUY,LIMIT,20,2205.92,COMPLETED
ORD202604200000046,2026-04-20,ACC000399,CUST000028,INS00008,2026-04-20T09:16:32,BUY,LIMIT,25,2360.48,COMPLETED
ORD202604200000047,2026-04-20,ACC000330,CUST000232,INS00044,2026-04-20T09:16:34,BUY,LIMIT,5,1946.52,CANCELLED
ORD202604200000048,2026-04-20,ACC000056,CUST000436,INS00106,2026-04-20T09:16:36,SELL,LIMIT,100,1767.84,COMPLETED
ORD202604200000049,2026-04-20,ACC000305,CUST000131,INS00063,2026-04-20T09:16:38,SELL,MARKET,20,1397.10,COMPLETED
ORD202604200000050,2026-04-20,ACC000244,CUST000493,INS00022,2026-04-20T09:16:40,SELL,MARKET,25,2259.12,CANCELLED
ORD202604200000051,2026-04-20,ACC000122,CUST000469,INS00085,2026-04-20T09:16:42,BUY,MARKET,100,1956.39,COMPLETED
ORD202604200000052,2026-04-20,ACC000373,CUST000012,INS00073,2026-04-20T09:17:36,BUY,LIMIT,50,867.28,COMPLETED
ORD202604200000053,2026-04-20,ACC000675,CUST000311,INS00033,2026-04-20T09:16:46,BUY,LIMIT,1,444.24,REJECTED
ORD202604200000054,2026-04-20,ACC000056,CUST000436,INS00057,2026-04-20T09:16:48,SELL,MARKET,1,254.18,COMPLETED
ORD202604200000055,2026-04-20,ACC000189,CUST000108,INS00037,2026-04-20T09:16:50,SELL,MARKET,5,1065.86,CANCELLED
ORD202604200000056,2026-04-20,ACC000747,CUST000186,INS00044,2026-04-20T09:16:52,BUY,LIMIT,2,1732.34,REJECTED
ORD202604200000057,2026-04-20,ACC000338,CUST000203,INS00043,2026-04-20T09:16:54,SELL,MARKET,5,1522.26,COMPLETED
ORD202604200000058,2026-04-20,ACC000595,CUST000402,INS00096,2026-04-20T09:16:56,BUY,MARKET,5,169.63,REJECTED
ORD202604200000059,2026-04-20,ACC000033,CUST000248,INS00051,2026-04-20T09:15:59,SELL,LIMIT,10,586.24,COMPLETED
ORD202604200000060,2026-04-20,ACC000723,CUST000417,INS00064,2026-04-20T09:17:00,BUY,MARKET,10,1143.32,CANCELLED
ORD202604200000061,2026-04-20,ACC000300,CUST000395,INS00089,2026-04-20T09:16:01,BUY,LIMIT,1,774.03,CANCELLED
ORD202604200000062,2026-04-20,ACC000071,CUST000233,INS00032,2026-04-20T09:18:06,BUY,LIMIT,10,2366.75,COMPLETED
ORD202604200000063,2026-04-20,ACC000396,CUST000281,INS00037,2026-04-20T09:17:06,SELL,LIMIT,2,1326.44,COMPLETED
ORD202604200000064,2026-04-20,ACC000079,CUST000461,INS00086,2026-04-20T09:16:04,BUY,LIMIT,5,1663.52,COMPLETED
ORD202604200000065,2026-04-20,ACC000762,CUST000211,INS00070,2026-04-20T09:18:15,BUY,MARKET,1,1787.05,COMPLETED
ORD202604200000066,2026-04-20,ACC000575,CUST000196,INS00063,2026-04-20T09:17:12,SELL,MARKET,50,1256.97,CANCELLED
ORD202604200000067,2026-04-20,ACC000576,CUST000137,INS00044,2026-04-20T09:17:14,SELL,LIMIT,100,980.64,COMPLETED
ORD202604200000068,2026-04-20,ACC000084,CUST000033,INS00027,2026-04-20T09:17:16,BUY,LIMIT,20,2170.89,REJECTED
ORD202604200000069,2026-04-20,ACC000280,CUST000266,INS00046,2026-04-20T09:17:18,BUY,MARKET,2,365.96,COMPLETED
ORD202604200000070,2026-04-20,ACC000789,CUST000147,INS00041,2026-04-20T09:18:30,BUY,MARKET,25,588.37,REJECTED
ORD202604200000071,2026-04-20,ACC000269,CUST000197,INS00089,2026-04-20T09:17:22,BUY,MARKET,10,549.99,COMPLETED
ORD202604200000072,2026-04-20,ACC000428,CUST000451,INS00084,2026-04-20T09:16:12,BUY,MARKET,25,886.90,CANCELLED
ORD202604200000073,2026-04-20,ACC000516,CUST000152,INS00033,2026-04-20T09:17:26,SELL,LIMIT,1,1105.34,COMPLETED
ORD202604200000074,2026-04-20,ACC000383,CUST000114,INS00092,2026-04-20T09:17:28,BUY,LIMIT,2,849.20,COMPLETED
ORD202604200000075,2026-04-20,ACC000598,CUST000114,INS00021,2026-04-20T09:18:45,SELL,MARKET,2,2246.20,COMPLETED
ORD202604200000076,2026-04-20,ACC000350,CUST000182,INS00085,2026-04-20T09:16:16,SELL,MARKET,5,1153.22,COMPLETED
ORD202604200000077,2026-04-20,ACC000383,CUST000114,INS00007,2026-04-20T09:17:34,SELL,MARKET,50,1412.27,COMPLETED
ORD202604200000078,2026-04-20,ACC000051,CUST000379,INS00021,2026-04-20T09:18:54,SELL,MARKET,10,1808.40,REJECTED
ORD202604200000079,2026-04-20,ACC000624,CUST000455,INS00060,2026-04-20T09:17:38,BUY,MARKET,2,486.64,REJECTED
ORD202604200000080,2026-04-20,ACC000412,CUST000386,INS00107,2026-04-20T09:19:00,SELL,MARKET,25,2289.87,COMPLETED
ORD202604200000081,2026-04-20,ACC000375,CUST000361,INS00041,2026-04-20T09:17:42,SELL,LIMIT,50,1617.53,COMPLETED
ORD202604200000082,2026-04-20,ACC000445,CUST000204,INS00019,2026-04-20T09:17:44,BUY,MARKET,10,2000.24,COMPLETED
ORD202604200000083,2026-04-20,ACC000507,CUST000262,INS00022,2026-04-20T09:19:09,SELL,LIMIT,20,2110.49,CANCELLED
ORD202604200000084,2026-04-20,ACC000458,CUST000053,INS00033,2026-04-20T09:19:12,BUY,LIMIT,100,2150.52,REJECTED
ORD202604200000085,2026-04-20,ACC000665,CUST000077,INS00077,2026-04-20T09:17:50,BUY,LIMIT,25,1863.06,COMPLETED
ORD202604200000086,2026-04-20,ACC000065,CUST000299,INS00096,2026-04-20T09:16:26,BUY,MARKET,10,1085.62,COMPLETED
ORD202604200000087,2026-04-20,ACC000689,CUST000069,INS00090,2026-04-20T09:17:54,SELL,LIMIT,1,250.63,COMPLETED
ORD202604200000088,2026-04-20,ACC000050,CUST000331,INS00107,2026-04-20T09:19:24,SELL,MARKET,100,670.19,COMPLETED
ORD202604200000089,2026-04-20,ACC000156,CUST000405,INS00053,2026-04-20T09:19:27,SELL,LIMIT,2,625.16,COMPLETED
ORD202604200000090,2026-04-20,ACC000187,CUST000478,INS00103,2026-04-20T09:18:00,SELL,LIMIT,2,998.58,COMPLETED
ORD202604200000091,2026-04-20,ACC000252,CUST000375,INS00063,2026-04-20T09:19:33,BUY,MARKET,25,777.97,REJECTED
ORD202604200000092,2026-04-20,ACC000183,CUST000161,INS00098,2026-04-20T09:18:04,SELL,MARKET,50,1236.94,COMPLETED
ORD202604200000093,2026-04-20,ACC000584,CUST000318,INS00117,2026-04-20T09:18:06,BUY,LIMIT,50,1308.04,COMPLETED
ORD202604200000094,2026-04-20,ACC000164,CUST000038,INS00089,2026-04-20T09:16:34,SELL,LIMIT,25,951.76,CANCELLED
ORD202604200000095,2026-04-20,ACC000574,CUST000414,INS00072,2026-04-20T09:19:45,BUY,MARKET,20,2355.21,CANCELLED
ORD202604200000096,2026-04-20,ACC000533,CUST000448,INS00033,2026-04-20T09:18:12,SELL,LIMIT,50,1577.44,REJECTED
ORD202604200000097,2026-04-20,ACC000176,CUST000223,INS00090,2026-04-20T09:16:37,BUY,LIMIT,50,385.77,COMPLETED
ORD202604200000098,2026-04-20,ACC000575,CUST000196,INS00025,2026-04-20T09:19:54,SELL,MARKET,5,420.27,COMPLETED
ORD202604200000099,2026-04-20,ACC000512,CUST000121,INS00051,2026-04-20T09:16:39,BUY,LIMIT,50,273.62,COMPLETED
ORD202604200000100,2026-04-20,ACC000782,CUST000240,INS00058,2026-04-20T09:18:20,SELL,LIMIT,20,1392.34,REJECTED
ORD202604200000101,2026-04-20,ACC000723,CUST000417,INS00062,2026-04-20T09:18:22,BUY,MARKET,50,1806.12,REJECTED
ORD202604200000102,2026-04-20,ACC000084,CUST000033,INS00045,2026-04-20T09:20:06,BUY,MARKET,5,1247.83,COMPLETED
ORD202604200000103,2026-04-20,ACC000536,CUST000430,INS00074,2026-04-20T09:20:09,SELL,MARKET,5,531.38,REJECTED
ORD202604200000104,2026-04-20,ACC000583,CUST000028,INS00033,2026-04-20T09:18:28,BUY,LIMIT,5,655.94,COMPLETED
ORD202604200000105,2026-04-20,ACC000562,CUST000400,INS00076,2026-04-20T09:16:45,SELL,MARKET,1,372.16,COMPLETED
ORD202604200000106,2026-04-20,ACC000786,CUST000247,INS00106,2026-04-20T09:18:32,BUY,LIMIT,50,675.67,REJECTED
ORD202604200000107,2026-04-20,ACC000308,CUST000472,INS00104,2026-04-20T09:16:47,BUY,MARKET,50,130.10,COMPLETED
ORD202604200000108,2026-04-20,ACC000573,CUST000383,INS00025,2026-04-20T09:18:36,BUY,LIMIT,25,1071.17,COMPLETED
ORD202604200000109,2026-04-20,ACC000512,CUST000121,INS00051,2026-04-20T09:16:49,SELL,LIMIT,20,498.94,COMPLETED
ORD202604200000110,2026-04-20,ACC000012,CUST000202,INS00108,2026-04-20T09:16:50,BUY,MARKET,1,614.96,CANCELLED
ORD202604200000111,2026-04-20,ACC000300,CUST000395,INS00097,2026-04-20T09:18:42,BUY,LIMIT,5,823.47,CANCELLED
ORD202604200000112,2026-04-20,ACC000287,CUST000035,INS00096,2026-04-20T09:18:44,BUY,MARKET,25,410.30,COMPLETED
ORD202604200000113,2026-04-20,ACC000172,CUST000150,INS00072,2026-04-20T09:16:53,BUY,LIMIT,5,149.34,REJECTED
ORD202604200000114,2026-04-20,ACC000455,CUST000413,INS00065,2026-04-20T09:18:48,BUY,MARKET,50,2323.81,REJECTED
ORD202604200000115,2026-04-20,ACC000094,CUST000097,INS00091,2026-04-20T09:16:55,BUY,LIMIT,2,334.06,REJECTED
ORD202604200000116,2026-04-20,ACC000660,CUST000335,INS00102,2026-04-20T09:18:52,BUY,LIMIT,1,1965.75,CANCELLED
ORD202604200000117,2026-04-20,ACC000546,CUST000494,INS00030,2026-04-20T09:16:57,SELL,MARKET,50,1604.12,CANCELLED
ORD202604200000118,2026-04-20,ACC000337,CUST000076,INS00021,2026-04-20T09:20:54,SELL,LIMIT,50,2289.78,REJECTED
ORD202604200000119,2026-04-20,ACC000464,CUST000207,INS00002,2026-04-20T09:16:59,SELL,MARKET,10,578.40,REJECTED
ORD202604200000120,2026-04-20,ACC000377,CUST000406,INS00004,2026-04-20T09:21:00,BUY,MARKET,10,1238.49,COMPLETED
ORD202604200000121,2026-04-20,ACC000158,CUST000119,INS00085,2026-04-20T09:17:01,SELL,LIMIT,10,474.08,COMPLETED
ORD202604200000122,2026-04-20,ACC000455,CUST000413,INS00054,2026-04-20T09:21:06,SELL,MARKET,100,2013.47,COMPLETED
ORD202604200000123,2026-04-20,ACC000079,CUST000461,INS00048,2026-04-20T09:17:03,BUY,MARKET,50,1263.02,CANCELLED
ORD202604200000124,2026-04-20,ACC000553,CUST000268,INS00043,2026-04-20T09:21:12,SELL,MARKET,5,767.61,REJECTED
ORD202604200000125,2026-04-20,ACC000683,CUST000308,INS00046,2026-04-20T09:21:15,BUY,MARKET,5,1942.46,REJECTED
ORD202604200000126,2026-04-20,ACC000008,CUST000188,INS00117,2026-04-20T09:19:12,SELL,LIMIT,2,867.85,REJECTED
ORD202604200000127,2026-04-20,ACC000675,CUST000311,INS00053,2026-04-20T09:21:21,BUY,MARKET,20,1429.50,CANCELLED
ORD202604200000128,2026-04-20,ACC000566,CUST000071,INS00110,2026-04-20T09:21:24,SELL,MARKET,25,1124.26,COMPLETED
ORD202604200000129,2026-04-20,ACC000199,CUST000192,INS00091,2026-04-20T09:21:27,SELL,MARKET,50,367.43,COMPLETED
ORD202604200000130,2026-04-20,ACC000195,CUST000394,INS00073,2026-04-20T09:19:20,SELL,MARKET,20,1401.13,REJECTED
ORD202604200000131,2026-04-20,ACC000351,CUST000229,INS00095,2026-04-20T09:17:11,SELL,MARKET,25,1164.28,CANCELLED
ORD202604200000132,2026-04-20,ACC000746,CUST000346,INS00069,2026-04-20T09:21:36,SELL,MARKET,50,902.64,COMPLETED
ORD202604200000133,2026-04-20,ACC000133,CUST000212,INS00090,2026-04-20T09:21:39,SELL,MARKET,25,1475.09,CANCELLED
ORD202604200000134,2026-04-20,ACC000207,CUST000410,INS00027,2026-04-20T09:17:14,BUY,MARKET,25,2307.14,CANCELLED
ORD202604200000135,2026-04-20,ACC000796,CUST000392,INS00100,2026-04-20T09:19:30,SELL,LIMIT,20,318.27,COMPLETED
ORD202604200000136,2026-04-20,ACC000156,CUST000405,INS00072,2026-04-20T09:21:48,SELL,LIMIT,25,1650.69,COMPLETED
ORD202604200000137,2026-04-20,ACC000736,CUST000183,INS00006,2026-04-20T09:17:17,BUY,MARKET,100,429.65,COMPLETED
ORD202604200000138,2026-04-20,ACC000759,CUST000417,INS00071,2026-04-20T09:21:54,BUY,LIMIT,2,2271.19,COMPLETED
ORD202604200000139,2026-04-20,ACC000551,CUST000389,INS00110,2026-04-20T09:17:19,BUY,MARKET,100,1097.23,CANCELLED
ORD202604200000140,2026-04-20,ACC000278,CUST000044,INS00083,2026-04-20T09:17:20,SELL,LIMIT,100,629.68,REJECTED
ORD202604200000141,2026-04-20,ACC000495,CUST000455,INS00054,2026-04-20T09:22:03,BUY,MARKET,100,122.19,REJECTED
ORD202604200000142,2026-04-20,ACC000476,CUST000028,INS00052,2026-04-20T09:22:06,SELL,LIMIT,25,1238.07,COMPLETED
ORD202604200000143,2026-04-20,ACC000666,CUST000368,INS00062,2026-04-20T09:17:23,SELL,MARKET,1,844.23,CANCELLED
ORD202604200000144,2026-04-20,ACC000113,CUST000138,INS00051,2026-04-20T09:22:12,BUY,LIMIT,20,1774.83,REJECTED
ORD202604200000145,2026-04-20,ACC000369,CUST000252,INS00055,2026-04-20T09:19:50,BUY,LIMIT,100,1821.48,COMPLETED
ORD202604200000146,2026-04-20,ACC000735,CUST000106,INS00016,2026-04-20T09:17:26,SELL,MARKET,1,2057.62,COMPLETED
ORD202604200000147,2026-04-20,ACC000251,CUST000487,INS00055,2026-04-20T09:22:21,SELL,MARKET,50,411.34,CANCELLED
ORD202604200000148,2026-04-20,ACC000050,CUST000331,INS00073,2026-04-20T09:17:28,SELL,LIMIT,25,1295.75,COMPLETED
ORD202604200000149,2026-04-20,ACC000531,CUST000024,INS00016,2026-04-20T09:17:29,SELL,MARKET,25,1507.14,COMPLETED
ORD202604200000150,2026-04-20,ACC000102,CUST000155,INS00118,2026-04-20T09:17:30,BUY,LIMIT,1,2322.88,CANCELLED
ORD202604200000151,2026-04-20,ACC000352,CUST000318,INS00051,2026-04-20T09:22:33,BUY,LIMIT,100,2212.30,COMPLETED
ORD202604200000152,2026-04-20,ACC000384,CUST000073,INS00032,2026-04-20T09:22:36,BUY,MARKET,50,1837.38,REJECTED
ORD202604200000153,2026-04-20,ACC000763,CUST000295,INS00078,2026-04-20T09:22:39,BUY,LIMIT,20,358.57,REJECTED
ORD202604200000154,2026-04-20,ACC000791,CUST000393,INS00049,2026-04-20T09:17:34,BUY,MARKET,100,274.32,COMPLETED
ORD202604200000155,2026-04-20,ACC000020,CUST000289,INS00045,2026-04-20T09:20:10,SELL,MARKET,20,406.94,COMPLETED
ORD202604200000156,2026-04-20,ACC000152,CUST000009,INS00012,2026-04-20T09:20:12,SELL,MARKET,1,567.61,REJECTED
ORD202604200000157,2026-04-20,ACC000794,CUST000200,INS00038,2026-04-20T09:17:37,SELL,LIMIT,5,1628.98,COMPLETED
ORD202604200000158,2026-04-20,ACC000778,CUST000477,INS00058,2026-04-20T09:17:38,BUY,LIMIT,1,1781.43,COMPLETED
ORD202604200000159,2026-04-20,ACC000578,CUST000386,INS00060,2026-04-20T09:17:39,BUY,LIMIT,50,2063.89,CANCELLED
ORD202604200000160,2026-04-20,ACC000102,CUST000155,INS00115,2026-04-20T09:23:00,SELL,MARKET,10,1900.91,COMPLETED
ORD202604200000161,2026-04-20,ACC000777,CUST000135,INS00079,2026-04-20T09:20:22,SELL,MARKET,100,1374.26,COMPLETED
ORD202604200000162,2026-04-20,ACC000032,CUST000182,INS00068,2026-04-20T09:17:42,SELL,MARKET,2,1284.02,COMPLETED
ORD202604200000163,2026-04-20,ACC000614,CUST000037,INS00091,2026-04-20T09:23:09,SELL,MARKET,1,531.22,COMPLETED
ORD202604200000164,2026-04-20,ACC000008,CUST000188,INS00061,2026-04-20T09:17:44,SELL,LIMIT,2,914.01,REJECTED
ORD202604200000165,2026-04-20,ACC000174,CUST000195,INS00029,2026-04-20T09:20:30,BUY,LIMIT,10,2000.78,COMPLETED
ORD202604200000166,2026-04-20,ACC000082,CUST000203,INS00044,2026-04-20T09:20:32,SELL,MARKET,100,2010.60,CANCELLED
ORD202604200000167,2026-04-20,ACC000201,CUST000472,INS00091,2026-04-20T09:17:47,BUY,LIMIT,5,1860.19,COMPLETED
ORD202604200000168,2026-04-20,ACC000442,CUST000099,INS00103,2026-04-20T09:23:24,SELL,MARKET,100,735.18,REJECTED
ORD202604200000169,2026-04-20,ACC000325,CUST000459,INS00087,2026-04-20T09:20:38,BUY,LIMIT,1,597.01,CANCELLED
ORD202604200000170,2026-04-20,ACC000730,CUST000148,INS00062,2026-04-20T09:23:30,BUY,LIMIT,2,1475.76,COMPLETED
ORD202604200000171,2026-04-20,ACC000250,CUST000384,INS00049,2026-04-20T09:17:51,SELL,LIMIT,25,898.86,COMPLETED
ORD202604200000172,2026-04-20,ACC000383,CUST000114,INS00074,2026-04-20T09:17:52,SELL,LIMIT,50,1206.70,COMPLETED
ORD202604200000173,2026-04-20,ACC000435,CUST000432,INS00030,2026-04-20T09:20:46,BUY,LIMIT,100,932.59,COMPLETED
ORD202604200000174,2026-04-20,ACC000406,CUST000150,INS00087,2026-04-20T09:23:42,SELL,LIMIT,5,2361.46,COMPLETED
ORD202604200000175,2026-04-20,ACC000789,CUST000147,INS00007,2026-04-20T09:17:55,SELL,MARKET,2,1981.33,COMPLETED
ORD202604200000176,2026-04-20,ACC000434,CUST000173,INS00095,2026-04-20T09:23:48,BUY,LIMIT,50,1206.02,COMPLETED
ORD202604200000177,2026-04-20,ACC000112,CUST000434,INS00041,2026-04-20T09:17:57,SELL,LIMIT,100,1095.44,CANCELLED
ORD202604200000178,2026-04-20,ACC000088,CUST000042,INS00085,2026-04-20T09:23:54,BUY,MARKET,50,1832.07,REJECTED
ORD202604200000179,2026-04-20,ACC000691,CUST000097,INS00095,2026-04-20T09:20:58,BUY,LIMIT,10,2382.88,COMPLETED
ORD202604200000180,2026-04-20,ACC000088,CUST000042,INS00023,2026-04-20T09:18:00,SELL,LIMIT,100,849.69,COMPLETED
ORD202604200000181,2026-04-20,ACC000473,CUST000046,INS00049,2026-04-20T09:24:03,BUY,MARKET,10,1688.98,REJECTED
ORD202604200000182,2026-04-20,ACC000335,CUST000047,INS00039,2026-04-20T09:18:02,SELL,LIMIT,25,435.57,CANCELLED
ORD202604200000183,2026-04-20,ACC000114,CUST000097,INS00041,2026-04-20T09:18:03,BUY,MARKET,25,1767.23,CANCELLED
ORD202604200000184,2026-04-20,ACC000281,CUST000152,INS00103,2026-04-20T09:18:04,BUY,LIMIT,5,2312.25,CANCELLED
ORD202604200000185,2026-04-20,ACC000164,CUST000038,INS00086,2026-04-20T09:21:10,SELL,LIMIT,50,1882.21,REJECTED
ORD202604200000186,2026-04-20,ACC000656,CUST000022,INS00054,2026-04-20T09:18:06,BUY,MARKET,5,2292.10,CANCELLED
ORD202604200000187,2026-04-20,ACC000766,CUST000324,INS00045,2026-04-20T09:21:14,SELL,MARKET,20,1190.65,COMPLETED
ORD202604200000188,2026-04-20,ACC000786,CUST000247,INS00112,2026-04-20T09:24:24,BUY,LIMIT,10,2213.06,COMPLETED
ORD202604200000189,2026-04-20,ACC000133,CUST000212,INS00099,2026-04-20T09:24:27,BUY,MARKET,5,2247.60,COMPLETED
ORD202604200000190,2026-04-20,ACC000545,CUST000286,INS00024,2026-04-20T09:24:30,SELL,LIMIT,25,668.69,COMPLETED
ORD202604200000191,2026-04-20,ACC000374,CUST000434,INS00044,2026-04-20T09:24:33,BUY,MARKET,25,754.31,COMPLETED
ORD202604200000192,2026-04-20,ACC000127,CUST000336,INS00034,2026-04-20T09:21:24,BUY,MARKET,1,236.66,COMPLETED
ORD202604200000193,2026-04-20,ACC000042,CUST000357,INS00026,2026-04-20T09:18:13,SELL,LIMIT,5,1271.60,CANCELLED
ORD202604200000194,2026-04-20,ACC000418,CUST000293,INS00112,2026-04-20T09:24:42,SELL,LIMIT,1,823.04,REJECTED
ORD202604200000195,2026-04-20,ACC000493,CUST000034,INS00057,2026-04-20T09:18:15,SELL,MARKET,2,1092.72,COMPLETED
ORD202604200000196,2026-04-20,ACC000215,CUST000167,INS00100,2026-04-20T09:24:48,SELL,LIMIT,25,256.08,COMPLETED
ORD202604200000197,2026-04-20,ACC000738,CUST000491,INS00041,2026-04-20T09:21:34,BUY,LIMIT,50,786.15,COMPLETED
ORD202604200000198,2026-04-20,ACC000073,CUST000349,INS00088,2026-04-20T09:24:54,BUY,LIMIT,5,600.85,COMPLETED
ORD202604200000199,2026-04-20,ACC000252,CUST000375,INS00067,2026-04-20T09:18:19,BUY,MARKET,20,1020.74,CANCELLED
ORD202604200000200,2026-04-20,ACC000552,CUST000182,INS00026,2026-04-20T09:18:20,SELL,MARKET,10,157.50,CANCELLED
ORD202604200000201,2026-04-20,ACC000642,CUST000283,INS00021,2026-04-20T09:18:21,BUY,MARKET,50,2325.78,REJECTED
