fund_movement_id,business_date,account_id,movement_type,amount,currency_code
FND00000064,2026-04-21,ACC000734,TRADE_SETTLEMENT,4519.08,INR
FND00000065,2026-04-21,ACC000041,TRADE_SETTLEMENT,34690.80,INR
FND00000066,2026-04-21,ACC000041,DEPOSIT,50000.00,INR
FND00000067,2026-04-21,ACC000514,TRADE_SETTLEMENT,-7045.75,INR
FND00000068,2026-04-21,ACC000514,DEPOSIT,5000.00,INR
FND00000069,2026-04-21,ACC000358,TRADE_SETTLEMENT,-57112.50,INR
FND00000070,2026-04-21,ACC000515,TRADE_SETTLEMENT,90791.00,INR
FND00000071,2026-04-21,ACC000515,DEPOSIT,10000.00,INR
FND00000072,2026-04-21,ACC000067,TRADE_SETTLEMENT,-136120.00,INR
FND00000073,2026-04-21,ACC000331,TRADE_SETTLEMENT,2421.44,INR
FND00000074,2026-04-21,ACC000303,TRADE_SETTLEMENT,-13195.50,INR
FND00000075,2026-04-21,ACC000235,TRADE_SETTLEMENT,201.29,INR
FND00000076,2026-04-21,ACC000235,DEPOSIT,50000.00,INR
FND00000077,2026-04-21,ACC000651,TRADE_SETTLEMENT,1801.66,INR
FND00000078,2026-04-21,ACC000102,TRADE_SETTLEMENT,1247.68,INR
FND00000079,2026-04-21,ACC000102,DEPOSIT,50000.00,INR
FND00000080,2026-04-21,ACC000009,TRADE_SETTLEMENT,-37805.25,INR
FND00000081,2026-04-21,ACC000035,TRADE_SETTLEMENT,-14472.90,INR
FND00000082,2026-04-21,ACC000035,DEPOSIT,50000.00,INR
FND00000083,2026-04-21,ACC000335,TRADE_SETTLEMENT,37835.20,INR
FND00000084,2026-04-21,ACC000646,TRADE_SETTLEMENT,-4096.84,INR
FND00000085,2026-04-21,ACC000646,DEPOSIT,25000.00,INR
FND00000086,2026-04-21,ACC000562,TRADE_SETTLEMENT,-2362.10,INR
FND00000087,2026-04-21,ACC000094,TRADE_SETTLEMENT,-44090.80,INR
FND00000088,2026-04-21,ACC000094,DEPOSIT,25000.00,INR
FND00000089,2026-04-21,ACC000052,TRADE_SETTLEMENT,-1947.16,INR
FND00000090,2026-04-21,ACC000082,TRADE_SETTLEMENT,-137383.00,INR
FND00000091,2026-04-21,ACC000082,DEPOSIT,10000.00,INR
FND00000092,2026-04-21,ACC000314,TRADE_SETTLEMENT,7409.20,INR
FND00000093,2026-04-21,ACC000328,TRADE_SETTLEMENT,2100.38,INR
FND00000094,2026-04-21,ACC000445,TRADE_SETTLEMENT,682.20,INR
FND00000095,2026-04-21,ACC000437,TRADE_SETTLEMENT,-12534.00,INR
FND00000096,2026-04-21,ACC000688,TRADE_SETTLEMENT,-19613.40,INR
FND00000097,2026-04-21,ACC000498,TRADE_SETTLEMENT,202574.00,INR
FND00000098,2026-04-21,ACC000466,TRADE_SETTLEMENT,-2502.62,INR
FND00000099,2026-04-21,ACC000466,DEPOSIT,10000.00,INR
FND00000100,2026-04-21,ACC000660,TRADE_SETTLEMENT,-3321.80,INR
FND00000101,2026-04-21,ACC000175,TRADE_SETTLEMENT,20672.40,INR
FND00000102,2026-04-21,ACC000129,TRADE_SETTLEMENT,-4244.04,INR
FND00000103,2026-04-21,ACC000129,DEPOSIT,25000.00,INR
FND00000104,2026-04-21,ACC000238,TRADE_SETTLEMENT,3246.06,INR
FND00000105,2026-04-21,ACC000343,TRADE_SETTLEMENT,-111825.00,INR
FND00000106,2026-04-21,ACC000132,TRADE_SETTLEMENT,-17429.40,INR
FND00000107,2026-04-21,ACC000132,DEPOSIT,25000.00,INR
FND00000108,2026-04-21,ACC000385,TRADE_SETTLEMENT,31178.00,INR
FND00000109,2026-04-21,ACC000548,TRADE_SETTLEMENT,-34737.50,INR
FND00000110,2026-04-21,ACC000516,TRADE_SETTLEMENT,-33005.00,INR
FND00000111,2026-04-21,ACC000516,DEPOSIT,25000.00,INR
FND00000112,2026-04-21,ACC000255,TRADE_SETTLEMENT,-5582.35,INR
FND00000113,2026-04-21,ACC000322,TRADE_SETTLEMENT,3960.06,INR
FND00000114,2026-04-21,ACC000322,DEPOSIT,25000.00,INR
FND00000115,2026-04-21,ACC000269,TRADE_SETTLEMENT,464.28,INR
FND00000116,2026-04-21,ACC000241,TRADE_SETTLEMENT,-33945.00,INR
FND00000117,2026-04-21,ACC000631,TRADE_SETTLEMENT,-15330.00,INR
FND00000118,2026-04-21,ACC000067,TRADE_SETTLEMENT,43796.75,INR
FND00000119,2026-04-21,ACC000652,TRADE_SETTLEMENT,24266.25,INR
FND00000120,2026-04-21,ACC000652,DEPOSIT,5000.00,INR
FND00000121,2026-04-21,ACC000129,TRADE_SETTLEMENT,122445.00,INR
FND00000122,2026-04-21,ACC000323,TRADE_SETTLEMENT,4311.14,INR
FND00000123,2026-04-21,ACC000137,TRADE_SETTLEMENT,175731.00,INR
FND00000124,2026-04-21,ACC000174,TRADE_SETTLEMENT,41725.25,INR
FND00000125,2026-04-21,ACC000447,TRADE_SETTLEMENT,-105485.00,INR
FND00000126,2026-04-21,ACC000038,TRADE_SETTLEMENT,26789.00,INR
FND00000127,2026-04-21,ACC000050,TRADE_SETTLEMENT,3329.20,INR
FND00000128,2026-04-21,ACC000710,TRADE_SETTLEMENT,10694.70,INR
FND00000129,2026-04-21,ACC000710,DEPOSIT,50000.00,INR
FND00000130,2026-04-21,ACC000277,TRADE_SETTLEMENT,-38374.25,INR
FND00000131,2026-04-21,ACC000746,TRADE_SETTLEMENT,-27818.80,INR
FND00000132,2026-04-21,ACC000729,TRADE_SETTLEMENT,345.92,INR
FND00000133,2026-04-21,ACC000727,TRADE_SETTLEMENT,-46146.00,INR
FND00000134,2026-04-21,ACC000727,DEPOSIT,10000.00,INR
FND00000135,2026-04-21,ACC000659,TRADE_SETTLEMENT,844.28,INR
FND00000136,2026-04-21,ACC000068,TRADE_SETTLEMENT,34609.75,INR
FND00000137,2026-04-21,ACC000068,DEPOSIT,5000.00,INR
FND00000138,2026-04-21,ACC000761,TRADE_SETTLEMENT,2762.60,INR
FND00000139,2026-04-21,ACC000251,TRADE_SETTLEMENT,2863.52,INR
FND00000140,2026-04-21,ACC000182,TRADE_SETTLEMENT,-8200.20,INR
FND00000141,2026-04-21,ACC000182,DEPOSIT,10000.00,INR
FND00000142,2026-04-21,ACC000739,TRADE_SETTLEMENT,-6653.70,INR
FND00000143,2026-04-21,ACC000265,TRADE_SETTLEMENT,-8567.70,INR
FND00000144,2026-04-21,ACC000785,TRADE_SETTLEMENT,-35848.25,INR
FND00000145,2026-04-21,ACC000039,TRADE_SETTLEMENT,10085.70,INR
FND00000146,2026-04-21,ACC000066,TRADE_SETTLEMENT,-6564.10,INR
FND00000147,2026-04-21,ACC000594,TRADE_SETTLEMENT,-383.58,INR
FND00000148,2026-04-21,ACC000022,TRADE_SETTLEMENT,29361.00,INR
FND00000149,2026-04-21,ACC000022,DEPOSIT,5000.00,INR
FND00000150,2026-04-21,ACC000666,TRADE_SETTLEMENT,-6212.95,INR
FND00000151,2026-04-21,ACC000240,TRADE_SETTLEMENT,24212.75,INR
FND00000152,2026-04-21,ACC000240,DEPOSIT,50000.00,INR
FND00000153,2026-04-21,ACC000319,TRADE_SETTLEMENT,-2141.30,INR
FND00000154,2026-04-21,ACC000094,TRADE_SETTLEMENT,59226.25,INR
FND00000155,2026-04-21,ACC000550,TRADE_SETTLEMENT,45261.75,INR
FND00000156,2026-04-21,ACC000514,TRADE_SETTLEMENT,3122.02,INR
FND00000157,2026-04-21,ACC000624,TRADE_SETTLEMENT,4985.30,INR
FND00000158,2026-04-21,ACC000703,TRADE_SETTLEMENT,-125767.00,INR
FND00000159,2026-04-21,ACC000420,TRADE_SETTLEMENT,-8283.50,INR
FND00000160,2026-04-21,ACC000420,DEPOSIT,50000.00,INR
FND00000161,2026-04-21,ACC000082,TRADE_SETTLEMENT,-4483.06,INR
FND00000162,2026-04-21,ACC000113,TRADE_SETTLEMENT,-15992.40,INR
FND00000163,2026-04-21,ACC000734,TRADE_SETTLEMENT,3126.60,INR
FND00000164,2026-04-21,ACC000042,TRADE_SETTLEMENT,-46373.25,INR
FND00000165,2026-04-21,ACC000027,TRADE_SETTLEMENT,-94940.50,INR
FND00000166,2026-04-21,ACC000392,TRADE_SETTLEMENT,-1566.67,INR
FND00000167,2026-04-21,ACC000088,TRADE_SETTLEMENT,60487.00,INR
FND00000168,2026-04-21,ACC000423,TRADE_SETTLEMENT,-4213.06,INR
FND00000169,2026-04-21,ACC000359,TRADE_SETTLEMENT,-41112.50,INR
FND00000170,2026-04-21,ACC000652,TRADE_SETTLEMENT,216563.00,INR
FND00000171,2026-04-21,ACC000471,TRADE_SETTLEMENT,11095.40,INR
FND00000172,2026-04-21,ACC000750,TRADE_SETTLEMENT,-1028.02,INR
FND00000173,2026-04-21,ACC000709,TRADE_SETTLEMENT,3415.12,INR
FND00000174,2026-04-21,ACC000588,TRADE_SETTLEMENT,57567.75,INR
FND00000175,2026-04-21,ACC000736,TRADE_SETTLEMENT,20695.80,INR
FND00000176,2026-04-21,ACC000736,DEPOSIT,25000.00,INR
FND00000177,2026-04-21,ACC000125,TRADE_SETTLEMENT,32697.00,INR
FND00000178,2026-04-21,ACC000560,TRADE_SETTLEMENT,-7847.65,INR
FND00000179,2026-04-21,ACC000453,TRADE_SETTLEMENT,-24306.40,INR
FND00000180,2026-04-21,ACC000032,TRADE_SETTLEMENT,43216.25,INR
FND00000181,2026-04-21,ACC000032,DEPOSIT,25000.00,INR
FND00000182,2026-04-21,ACC000627,TRADE_SETTLEMENT,-42607.80,INR
FND00000183,2026-04-21,ACC000762,TRADE_SETTLEMENT,-541.19,INR
FND00000184,2026-04-21,ACC000301,TRADE_SETTLEMENT,-214873.00,INR
FND00000185,2026-04-21,ACC000464,TRADE_SETTLEMENT,-1077.56,INR
FND00000186,2026-04-21,ACC000464,DEPOSIT,50000.00,INR
FND00000187,2026-04-21,ACC000630,TRADE_SETTLEMENT,-89834.00,INR
FND00000188,2026-04-21,ACC000251,TRADE_SETTLEMENT,117809.00,INR
FND00000189,2026-04-21,ACC000251,DEPOSIT,50000.00,INR
FND00000190,2026-04-21,ACC000587,TRADE_SETTLEMENT,43601.00,INR
FND00000191,2026-04-21,ACC000433,TRADE_SETTLEMENT,8701.65,INR
FND00000192,2026-04-21,ACC000433,DEPOSIT,25000.00,INR
FND00000193,2026-04-21,ACC000025,TRADE_SETTLEMENT,-4420.76,INR
FND00000194,2026-04-21,ACC000211,TRADE_SETTLEMENT,-38550.00,INR
FND00000195,2026-04-21,ACC000650,TRADE_SETTLEMENT,-668.02,INR
FND00000196,2026-04-21,ACC000596,TRADE_SETTLEMENT,65502.00,INR
FND00000197,2026-04-21,ACC000596,DEPOSIT,10000.00,INR
FND00000198,2026-04-21,ACC000351,TRADE_SETTLEMENT,46002.75,INR
FND00000199,2026-04-21,ACC000311,TRADE_SETTLEMENT,14367.50,INR
FND00000200,2026-04-21,ACC000259,TRADE_SETTLEMENT,46742.25,INR
FND00000201,2026-04-21,ACC000613,TRADE_SETTLEMENT,-109679.50,INR
FND00000202,2026-04-21,ACC000328,TRADE_SETTLEMENT,-1339.30,INR
FND00000203,2026-04-21,ACC000651,TRADE_SETTLEMENT,17644.60,INR
FND00000204,2026-04-21,ACC000132,TRADE_SETTLEMENT,1046.91,INR
FND00000205,2026-04-21,ACC000569,TRADE_SETTLEMENT,-42183.00,INR
FND00000206,2026-04-21,ACC000645,TRADE_SETTLEMENT,114372.50,INR
FND00000207,2026-04-21,ACC000592,TRADE_SETTLEMENT,-19529.00,INR
FND00000208,2026-04-21,ACC000656,TRADE_SETTLEMENT,61596.50,INR
FND00000209,2026-04-21,ACC000656,DEPOSIT,25000.00,INR
FND00000210,2026-04-21,ACC000577,TRADE_SETTLEMENT,-218454.00,INR
FND00000211,2026-04-21,ACC000505,TRADE_SETTLEMENT,-1447.02,INR
FND00000212,2026-04-21,ACC000252,TRADE_SETTLEMENT,131153.00,INR
FND00000213,2026-04-21,ACC000296,TRADE_SETTLEMENT,-68712.50,INR
FND00000214,2026-04-21,ACC000783,TRADE_SETTLEMENT,187182.00,INR
FND00000215,2026-04-21,ACC000783,DEPOSIT,10000.00,INR
FND00000216,2026-04-21,ACC000085,TRADE_SETTLEMENT,-932.99,INR
FND00000217,2026-04-21,ACC000127,TRADE_SETTLEMENT,92872.50,INR
FND00000218,2026-04-21,ACC000311,TRADE_SETTLEMENT,-11482.20,INR
FND00000219,2026-04-21,ACC000387,TRADE_SETTLEMENT,-8773.50,INR
FND00000220,2026-04-21,ACC000589,TRADE_SETTLEMENT,-16047.60,INR
FND00000221,2026-04-21,ACC000340,TRADE_SETTLEMENT,-43070.80,INR
FND00000222,2026-04-21,ACC000636,TRADE_SETTLEMENT,-515.02,INR
FND00000223,2026-04-21,ACC000011,TRADE_SETTLEMENT,91716.00,INR
FND00000224,2026-04-21,ACC000689,TRADE_SETTLEMENT,19442.00,INR
FND00000225,2026-04-21,ACC000255,TRADE_SETTLEMENT,-14427.50,INR
FND00000226,2026-04-21,ACC000252,TRADE_SETTLEMENT,6291.60,INR
FND00000227,2026-04-21,ACC000637,TRADE_SETTLEMENT,-14292.50,INR
FND00000228,2026-04-21,ACC000165,TRADE_SETTLEMENT,7465.00,INR
FND00000229,2026-04-21,ACC000580,TRADE_SETTLEMENT,1939.55,INR
FND00000230,2026-04-21,ACC000580,DEPOSIT,25000.00,INR
FND00000231,2026-04-21,ACC000703,TRADE_SETTLEMENT,-90628.00,INR
FND00000232,2026-04-21,ACC000005,TRADE_SETTLEMENT,-9775.50,INR
FND00000233,2026-04-21,ACC000175,TRADE_SETTLEMENT,8995.80,INR
FND00000234,2026-04-21,ACC000587,TRADE_SETTLEMENT,1127.62,INR
FND00000235,2026-04-21,ACC000587,DEPOSIT,50000.00,INR
FND00000236,2026-04-21,ACC000494,TRADE_SETTLEMENT,-17984.30,INR
FND00000237,2026-04-21,ACC000575,TRADE_SETTLEMENT,10451.30,INR
FND00000238,2026-04-21,ACC000096,TRADE_SETTLEMENT,-61480.00,INR
FND00000239,2026-04-21,ACC000494,TRADE_SETTLEMENT,14686.10,INR
FND00000240,2026-04-21,ACC000494,DEPOSIT,50000.00,INR
FND00000241,2026-04-21,ACC000564,TRADE_SETTLEMENT,-12814.80,INR
FND00000242,2026-04-21,ACC000082,TRADE_SETTLEMENT,-2294.88,INR
FND00000243,2026-04-21,ACC000453,TRADE_SETTLEMENT,33218.60,INR
FND00000244,2026-04-21,ACC000453,DEPOSIT,5000.00,INR
FND00000245,2026-04-21,ACC000207,TRADE_SETTLEMENT,34747.50,INR
FND00000246,2026-04-21,ACC000207,DEPOSIT,5000.00,INR
FND00000247,2026-04-21,ACC000500,TRADE_SETTLEMENT,-1264.54,INR
FND00000248,2026-04-21,ACC000293,TRADE_SETTLEMENT,1722.95,INR
FND00000249,2026-04-21,ACC000750,TRADE_SETTLEMENT,16933.20,INR
FND00000250,2026-04-21,ACC000181,TRADE_SETTLEMENT,53575.00,INR
FND00000251,2026-04-21,ACC000656,TRADE_SETTLEMENT,186994.00,INR
FND00000252,2026-04-21,ACC000512,TRADE_SETTLEMENT,172233.00,INR
FND00000253,2026-04-21,ACC000164,TRADE_SETTLEMENT,-1762.27,INR
FND00000254,2026-04-21,ACC000260,TRADE_SETTLEMENT,144715.00,INR
FND00000255,2026-04-21,ACC000260,DEPOSIT,5000.00,INR
FND00000256,2026-04-21,ACC000510,TRADE_SETTLEMENT,-7624.15,INR
FND00000257,2026-04-21,ACC000254,TRADE_SETTLEMENT,-279.08,INR
FND00000258,2026-04-21,ACC000021,TRADE_SETTLEMENT,-9288.25,INR
FND00000259,2026-04-21,ACC000129,TRADE_SETTLEMENT,-93369.00,INR
FND00000260,2026-04-21,ACC000439,TRADE_SETTLEMENT,5968.60,INR
FND00000261,2026-04-21,ACC000335,TRADE_SETTLEMENT,38081.80,INR
FND00000262,2026-04-21,ACC000496,TRADE_SETTLEMENT,-3823.14,INR
FND00000263,2026-04-21,ACC000496,DEPOSIT,50000.00,INR
FND00000264,2026-04-21,ACC000714,TRADE_SETTLEMENT,139482.00,INR
FND00000265,2026-04-21,ACC000165,TRADE_SETTLEMENT,16989.80,INR
FND00000266,2026-04-21,ACC000664,TRADE_SETTLEMENT,-10510.10,INR
FND00000267,2026-04-21,ACC000666,TRADE_SETTLEMENT,40389.25,INR
FND00000268,2026-04-21,ACC000666,DEPOSIT,5000.00,INR
FND00000269,2026-04-21,ACC000344,TRADE_SETTLEMENT,-2421.55,INR
FND00000270,2026-04-21,ACC000388,TRADE_SETTLEMENT,56083.75,INR
FND00000271,2026-04-21,ACC000388,DEPOSIT,10000.00,INR
FND00000272,2026-04-21,ACC000586,TRADE_SETTLEMENT,797.27,INR
FND00000273,2026-04-21,ACC000477,TRADE_SETTLEMENT,-9967.70,INR
FND00000274,2026-04-21,ACC000723,TRADE_SETTLEMENT,-2879.30,INR
FND00000275,2026-04-21,ACC000068,TRADE_SETTLEMENT,63557.50,INR
FND00000276,2026-04-21,ACC000063,TRADE_SETTLEMENT,-38748.50,INR
FND00000277,2026-04-21,ACC000182,TRADE_SETTLEMENT,-38166.00,INR
FND00000278,2026-04-21,ACC000268,TRADE_SETTLEMENT,-92352.00,INR
FND00000279,2026-04-21,ACC000522,TRADE_SETTLEMENT,19589.00,INR
FND00000280,2026-04-21,ACC000624,TRADE_SETTLEMENT,-92275.00,INR
FND00000281,2026-04-21,ACC000624,DEPOSIT,5000.00,INR
FND00000282,2026-04-21,ACC000361,TRADE_SETTLEMENT,10707.00,INR
FND00000283,2026-04-21,ACC000617,TRADE_SETTLEMENT,-9683.90,INR
FND00000284,2026-04-21,ACC000031,TRADE_SETTLEMENT,46007.20,INR
FND00000285,2026-04-21,ACC000655,TRADE_SETTLEMENT,2868.78,INR
FND00000286,2026-04-21,ACC000176,TRADE_SETTLEMENT,73316.50,INR
FND00000287,2026-04-21,ACC000427,TRADE_SETTLEMENT,53332.00,INR
FND00000288,2026-04-21,ACC000427,DEPOSIT,5000.00,INR
FND00000289,2026-04-21,ACC000331,TRADE_SETTLEMENT,15838.90,INR
FND00000290,2026-04-21,ACC000218,TRADE_SETTLEMENT,-2607.04,INR
FND00000291,2026-04-21,ACC000303,TRADE_SETTLEMENT,1527.75,INR
FND00000292,2026-04-21,ACC000546,TRADE_SETTLEMENT,6529.40,INR
FND00000293,2026-04-21,ACC000555,TRADE_SETTLEMENT,11186.45,INR
FND00000294,2026-04-21,ACC000637,TRADE_SETTLEMENT,10984.40,INR
FND00000295,2026-04-21,ACC000612,TRADE_SETTLEMENT,1471.62,INR
FND00000296,2026-04-21,ACC000732,TRADE_SETTLEMENT,15080.25,INR
FND00000297,2026-04-21,ACC000491,TRADE_SETTLEMENT,27234.40,INR
FND00000298,2026-04-21,ACC000491,DEPOSIT,25000.00,INR
FND00000299,2026-04-21,ACC000037,TRADE_SETTLEMENT,5301.50,INR
FND00000300,2026-04-21,ACC000189,TRADE_SETTLEMENT,3147.42,INR
FND00000301,2026-04-21,ACC000187,TRADE_SETTLEMENT,-2850.08,INR
FND00000302,2026-04-21,ACC000187,DEPOSIT,25000.00,INR
FND00000303,2026-04-21,ACC000762,TRADE_SETTLEMENT,-115602.00,INR
FND00000304,2026-04-21,ACC000726,TRADE_SETTLEMENT,32337.25,INR
FND00000305,2026-04-21,ACC000726,DEPOSIT,10000.00,INR
FND00000306,2026-04-21,ACC000729,TRADE_SETTLEMENT,-158225.00,INR
FND00000307,2026-04-21,ACC000522,TRADE_SETTLEMENT,-23090.20,INR
FND00000308,2026-04-21,ACC000522,DEPOSIT,5000.00,INR
FND00000309,2026-04-21,ACC000497,TRADE_SETTLEMENT,-11010.10,INR
FND00000310,2026-04-21,ACC000525,TRADE_SETTLEMENT,127286.00,INR
FND00000311,2026-04-21,ACC000525,DEPOSIT,50000.00,INR
FND00000312,2026-04-21,ACC000312,TRADE_SETTLEMENT,316.45,INR
FND00000313,2026-04-21,ACC000170,TRADE_SETTLEMENT,-36148.00,INR
FND00000314,2026-04-21,ACC000170,DEPOSIT,50000.00,INR
FND00000315,2026-04-21,ACC000717,TRADE_SETTLEMENT,-83866.50,INR
FND00000316,2026-04-21,ACC000131,TRADE_SETTLEMENT,-42972.50,INR
FND00000317,2026-04-21,ACC000274,TRADE_SETTLEMENT,-38865.75,INR
FND00000318,2026-04-21,ACC000013,TRADE_SETTLEMENT,1056.14,INR
FND00000319,2026-04-21,ACC000013,DEPOSIT,25000.00,INR
FND00000320,2026-04-21,ACC000558,TRADE_SETTLEMENT,8269.85,INR
FND00000321,2026-04-21,ACC000420,TRADE_SETTLEMENT,2037.18,INR
FND00000322,2026-04-21,ACC000365,TRADE_SETTLEMENT,60554.00,INR
FND00000323,2026-04-21,ACC000585,TRADE_SETTLEMENT,-5751.50,INR
FND00000324,2026-04-21,ACC000519,TRADE_SETTLEMENT,56888.00,INR
FND00000325,2026-04-21,ACC000250,TRADE_SETTLEMENT,-8707.00,INR
FND00000326,2026-04-21,ACC000250,DEPOSIT,10000.00,INR
FND00000327,2026-04-21,ACC000736,TRADE_SETTLEMENT,-100078.00,INR
FND00000328,2026-04-21,ACC000499,TRADE_SETTLEMENT,8328.40,INR
FND00000329,2026-04-21,ACC000246,TRADE_SETTLEMENT,3943.50,INR
FND00000330,2026-04-21,ACC000608,TRADE_SETTLEMENT,-88220.00,INR
FND00000331,2026-04-21,ACC000668,TRADE_SETTLEMENT,52779.00,INR
FND00000332,2026-04-21,ACC000664,TRADE_SETTLEMENT,10369.40,INR
FND00000333,2026-04-21,ACC000096,TRADE_SETTLEMENT,4737.82,INR
FND00000334,2026-04-21,ACC000146,TRADE_SETTLEMENT,41708.20,INR
FND00000335,2026-04-21,ACC000671,TRADE_SETTLEMENT,5094.10,INR
FND00000336,2026-04-21,ACC000542,TRADE_SETTLEMENT,58088.50,INR
FND00000337,2026-04-21,ACC000361,TRADE_SETTLEMENT,1420.88,INR
FND00000338,2026-04-21,ACC000200,TRADE_SETTLEMENT,-10997.00,INR
FND00000339,2026-04-21,ACC000219,TRADE_SETTLEMENT,-146938.00,INR
FND00000340,2026-04-21,ACC000509,TRADE_SETTLEMENT,6941.75,INR
FND00000341,2026-04-21,ACC000509,DEPOSIT,5000.00,INR
FND00000342,2026-04-21,ACC000383,TRADE_SETTLEMENT,15297.90,INR
FND00000343,2026-04-21,ACC000283,TRADE_SETTLEMENT,6125.10,INR
FND00000344,2026-04-21,ACC000573,TRADE_SETTLEMENT,218514.00,INR
FND00000345,2026-04-21,ACC000645,TRADE_SETTLEMENT,-4757.80,INR
